time,x,y,theta,q1,q2,q3,q4
0.616,-0.0453642,0.144853,-1.86825,1.087,2.39785,2.67152,0.76505
0.618,-0.0453475,0.144256,-1.8733,1.0907,2.40109,2.67617,0.76523
0.62,-0.0453058,0.143858,-1.87675,1.09283,2.40445,2.67927,0.76539
0.622,-0.0452424,0.143628,-1.87883,1.09365,2.40791,2.68109,0.765522
0.624,-0.0451603,0.143538,-1.87977,1.09337,2.41143,2.68182,0.765619
0.626,-0.0450618,0.143567,-1.87974,1.09218,2.41498,2.68165,0.765679
0.628,-0.0449487,0.143698,-1.87888,1.09021,2.41855,2.6807,0.765705
0.63,-0.0448226,0.143916,-1.87732,1.08759,2.42209,2.67909,0.765701
0.632,-0.0446857,0.144205,-1.87516,1.08443,2.4256,2.67692,0.765672
0.634,-0.0445399,0.144555,-1.8725,1.08083,2.42905,2.67429,0.76562
0.636,-0.044387,0.144953,-1.86944,1.07689,2.43242,2.67128,0.76555
0.638,-0.0442289,0.14539,-1.86606,1.07267,2.43569,2.66798,0.765465
0.64,-0.0440671,0.145856,-1.86242,1.06824,2.43886,2.66445,0.765368
0.642,-0.0439036,0.146346,-1.8586,1.06368,2.44189,2.66077,0.765223
0.644,-0.0437398,0.146852,-1.85463,1.05902,2.44479,2.657,0.764993
0.646,-0.0435773,0.147371,-1.85057,1.05432,2.44755,2.65321,0.764658
0.648,-0.043417,0.147896,-1.84645,1.04961,2.45014,2.64943,0.764207
0.65,-0.0432599,0.148424,-1.84231,1.04492,2.45258,2.64571,0.763643
0.652,-0.0431066,0.14895,-1.83818,1.04028,2.45486,2.64207,0.76297
0.654,-0.0429574,0.149471,-1.8341,1.03573,2.45697,2.63854,0.762199
0.656,-0.0428122,0.149984,-1.83007,1.03125,2.45894,2.6351,0.761368
0.658,-0.0426703,0.150488,-1.8261,1.02686,2.46075,2.63173,0.760522
0.66,-0.0425312,0.15098,-1.82221,1.02256,2.46242,2.62843,0.759696
0.662,-0.0423948,0.15146,-1.8184,1.01836,2.46396,2.62519,0.758919
0.664,-0.0422608,0.151925,-1.81467,1.01425,2.46537,2.62201,0.758212
0.666,-0.0421293,0.152376,-1.81105,1.01024,2.46665,2.61887,0.757591
0.668,-0.0419947,0.152807,-1.8075,1.00629,2.46785,2.61574,0.757143
0.67,-0.0418566,0.153219,-1.80404,1.00239,2.46898,2.6126,0.756884
0.672,-0.0417147,0.15361,-1.80068,0.998544,2.47003,2.60946,0.756828
0.674,-0.0415687,0.15398,-1.79741,0.994759,2.47101,2.60632,0.756985
0.676,-0.0414183,0.154327,-1.79425,0.991034,2.47194,2.60317,0.757359
0.678,-0.0412632,0.15465,-1.79119,0.98737,2.4728,2.60002,0.757955
0.68,-0.0411032,0.15495,-1.78825,0.983766,2.47361,2.59688,0.758774
0.682,-0.0409381,0.155225,-1.78541,0.980224,2.47437,2.59374,0.759816
0.684,-0.0407872,0.155482,-1.7828,0.97698,2.47491,2.59093,0.760663
0.686,-0.0406498,0.15572,-1.78041,0.974026,2.47525,2.58842,0.761346
0.688,-0.0405254,0.155938,-1.77825,0.971354,2.4754,2.58619,0.76189
0.69,-0.0404132,0.156135,-1.7763,0.968954,2.47537,2.58424,0.762315
0.692,-0.0403127,0.156312,-1.77457,0.966819,2.47517,2.58255,0.762636
0.694,-0.0402233,0.156467,-1.77306,0.96494,2.47482,2.58111,0.762865
0.696,-0.0401444,0.1566,-1.77175,0.963308,2.47432,2.5799,0.763012
0.698,-0.0400751,0.156713,-1.77064,0.961896,2.4737,2.5789,0.763087
0.7,-0.0400144,0.156807,-1.76969,0.960678,2.47296,2.57808,0.763103
0.702,-0.0399614,0.156886,-1.76889,0.959625,2.47212,2.57742,0.763073
0.704,-0.0399152,0.156951,-1.76822,0.958715,2.47119,2.57689,0.763008
0.706,-0.039875,0.157003,-1.76766,0.957931,2.47017,2.57648,0.762915
0.708,-0.0398403,0.157043,-1.76719,0.957255,2.46909,2.57617,0.7628
0.71,-0.0398103,0.157073,-1.76681,0.956675,2.46793,2.57595,0.762669
0.712,-0.0397846,0.157094,-1.76651,0.95618,2.46671,2.5758,0.762525
0.714,-0.0397627,0.157107,-1.76627,0.955758,2.46545,2.57572,0.762371
0.716,-0.0397442,0.157112,-1.7661,0.955399,2.46413,2.57571,0.76221
0.718,-0.0397287,0.15711,-1.76597,0.955093,2.46278,2.57574,0.762042
0.72,-0.0397159,0.157102,-1.76589,0.954832,2.46139,2.57582,0.761869
0.722,-0.0397053,0.15709,-1.76584,0.954608,2.45997,2.57593,0.761693
0.724,-0.0396968,0.157073,-1.76583,0.954413,2.45852,2.57607,0.761514
0.726,-0.03969,0.157053,-1.76583,0.95424,2.45706,2.57624,0.761333
0.728,-0.0396847,0.15703,-1.76585,0.954083,2.45557,2.57642,0.76115
0.73,-0.0396808,0.157004,-1.76589,0.953935,2.45407,2.57661,0.760966
0.732,-0.039678,0.156978,-1.76592,0.953792,2.45256,2.57681,0.760781
0.734,-0.0396761,0.15695,-1.76596,0.95365,2.45103,2.57702,0.760594
0.736,-0.039675,0.156922,-1.766,0.953503,2.4495,2.57722,0.760406
0.738,-0.0396745,0.156893,-1.76604,0.95335,2.44797,2.57742,0.760217
0.74,-0.0396746,0.156865,-1.76606,0.953188,2.44643,2.57761,0.760027
0.742,-0.0396752,0.156838,-1.76608,0.953016,2.44489,2.5778,0.759836
0.744,-0.0396761,0.15681,-1.76609,0.952833,2.44335,2.57798,0.759643
0.746,-0.0396773,0.156784,-1.76609,0.952638,2.44181,2.57815,0.759449
0.748,-0.0396788,0.156758,-1.76608,0.952431,2.44027,2.57831,0.759253
0.75,-0.0396806,0.156733,-1.76605,0.952212,2.43873,2.57846,0.759056
0.752,-0.0396825,0.156709,-1.76602,0.951981,2.43719,2.57861,0.758857
0.754,-0.0396845,0.156686,-1.76598,0.95174,2.43565,2.57875,0.758657
0.756,-0.0396867,0.156663,-1.76592,0.951488,2.43412,2.57888,0.758456
0.758,-0.039689,0.156642,-1.76586,0.951226,2.43259,2.579,0.758253
0.76,-0.0396914,0.156621,-1.76579,0.950956,2.43106,2.57911,0.75805
0.762,-0.0396939,0.1566,-1.76572,0.950677,2.42954,2.57923,0.757845
0.764,-0.0396965,0.15658,-1.76563,0.950391,2.42802,2.57933,0.757639
0.766,-0.0396991,0.156561,-1.76554,0.950098,2.4265,2.57943,0.757433
0.768,-0.0397018,0.156542,-1.76545,0.949799,2.42498,2.57953,0.757225
0.77,-0.0397046,0.156524,-1.76535,0.949494,2.42347,2.57962,0.757017
0.772,-0.0397074,0.156506,-1.76524,0.949184,2.42196,2.57971,0.756808
0.774,-0.0397103,0.156488,-1.76513,0.94887,2.42045,2.57979,0.756599
0.776,-0.0397132,0.156471,-1.76502,0.948551,2.41895,2.57988,0.75639
0.778,-0.0397162,0.156454,-1.7649,0.948229,2.41745,2.57996,0.75618
0.78,-0.0397191,0.156437,-1.76478,0.947903,2.41595,2.58003,0.755969
0.782,-0.0397222,0.156421,-1.76465,0.947574,2.41445,2.58011,0.755759
0.784,-0.0397252,0.156404,-1.76453,0.947243,2.41296,2.58018,0.755548
0.786,-0.0397283,0.156388,-1.7644,0.946909,2.41147,2.58026,0.755337
0.788,-0.0397315,0.156372,-1.76427,0.946573,2.40998,2.58033,0.755126
0.79,-0.0397346,0.156356,-1.76414,0.946235,2.4085,2.5804,0.754914
0.792,-0.0397378,0.15634,-1.764,0.945895,2.40701,2.58047,0.754703
0.794,-0.039741,0.156325,-1.76387,0.945553,2.40553,2.58054,0.754492
0.796,-0.0397443,0.156309,-1.76373,0.94521,2.40405,2.58061,0.75428
0.798,-0.0397475,0.156293,-1.7636,0.944865,2.40258,2.58067,0.754069
0.8,-0.0397508,0.156278,-1.76346,0.944519,2.4011,2.58074,0.753857
0.802,-0.0397541,0.156262,-1.76332,0.944172,2.39963,2.58081,0.753646
0.804,-0.0397574,0.156246,-1.76318,0.943824,2.39816,2.58087,0.753434
0.806,-0.0397608,0.156231,-1.76304,0.943475,2.39669,2.58094,0.753223
0.808,-0.0397641,0.156215,-1.76289,0.943125,2.39523,2.581,0.753011
0.81,-0.0397675,0.1562,-1.76275,0.942774,2.39376,2.58107,0.7528
0.812,-0.0397709,0.156184,-1.76261,0.942423,2.3923,2.58113,0.752588
0.814,-0.0397743,0.156169,-1.76246,0.94207,2.39084,2.5812,0.752376
0.816,-0.0397784,0.156153,-1.76232,0.94171,2.38976,2.58126,0.75216
0.818,-0.039783,0.156137,-1.76216,0.941342,2.389,2.58133,0.75194
0.82,-0.0397884,0.15612,-1.76201,0.940966,2.38851,2.5814,0.751715
0.822,-0.0397943,0.156104,-1.76185,0.940582,2.38823,2.58146,0.751486
0.824,-0.0398008,0.156087,-1.76169,0.940191,2.38814,2.58153,0.751254
0.826,-0.0398079,0.156069,-1.76152,0.939793,2.3882,2.5816,0.751018
0.828,-0.0398154,0.156052,-1.76135,0.93939,2.38838,2.58167,0.750779
0.83,-0.0398235,0.156034,-1.76118,0.938981,2.38866,2.58174,0.750538
0.832,-0.0398319,0.156016,-1.76101,0.938567,2.38901,2.58181,0.750294
0.834,-0.0398408,0.155998,-1.76083,0.938149,2.38943,2.58188,0.750049
0.836,-0.0398499,0.15598,-1.76066,0.937727,2.38989,2.58196,0.749801
0.838,-0.0398594,0.155961,-1.76048,0.937302,2.39039,2.58203,0.749552
0.84,-0.0398692,0.155943,-1.7603,0.936875,2.39091,2.5821,0.749302
0.842,-0.0398791,0.155924,-1.76013,0.936445,2.39145,2.58218,0.74905
0.844,-0.0398893,0.155905,-1.75995,0.936012,2.39201,2.58225,0.748798
0.846,-0.0398997,0.155887,-1.75977,0.935579,2.39257,2.58232,0.748544
0.848,-0.0399102,0.155868,-1.75959,0.935143,2.39313,2.5824,0.74829
0.85,-0.0399209,0.155849,-1.75941,0.934707,2.3937,2.58247,0.748035
0.852,-0.0399317,0.155829,-1.75923,0.93427,2.39426,2.58255,0.74778
0.854,-0.0399425,0.15581,-1.75904,0.933831,2.39481,2.58262,0.747524
0.856,-0.0399535,0.155791,-1.75886,0.933393,2.39536,2.5827,0.747268
0.858,-0.0399645,0.155772,-1.75868,0.932953,2.39589,2.58277,0.747011
0.86,-0.0399755,0.155753,-1.7585,0.932514,2.39642,2.58285,0.746754
0.862,-0.0399866,0.155733,-1.75832,0.932074,2.39694,2.58293,0.746497
0.864,-0.0399978,0.155714,-1.75814,0.931633,2.39745,2.583,0.74624
0.866,-0.0400089,0.155694,-1.75796,0.931193,2.39795,2.58308,0.745983
0.868,-0.04002,0.155675,-1.75778,0.930754,2.39836,2.58316,0.745726
0.87,-0.0400309,0.155656,-1.7576,0.930316,2.39868,2.58323,0.74547
0.872,-0.0400417,0.155636,-1.75742,0.92988,2.39893,2.58331,0.745215
0.874,-0.0400523,0.155617,-1.75724,0.929446,2.39909,2.58338,0.744961
0.876,-0.0400627,0.155598,-1.75706,0.929014,2.39919,2.58346,0.744708
0.878,-0.040073,0.155579,-1.75689,0.928583,2.39922,2.58354,0.744456
0.88,-0.0400833,0.15556,-1.75671,0.928152,2.39933,2.58361,0.744204
0.882,-0.0400937,0.15554,-1.75653,0.92772,2.39952,2.58369,0.74395
0.884,-0.0401042,0.155521,-1.75635,0.927286,2.39976,2.58376,0.743696
0.886,-0.0401147,0.155502,-1.75617,0.926851,2.40004,2.58384,0.74344
0.888,-0.0401253,0.155482,-1.75599,0.926415,2.40036,2.58392,0.743184
0.89,-0.040136,0.155463,-1.75581,0.925978,2.40072,2.58399,0.742927
0.892,-0.0401468,0.155443,-1.75563,0.925539,2.40109,2.58407,0.74267
0.894,-0.0401575,0.155424,-1.75545,0.925101,2.40138,2.58415,0.742413
0.896,-0.040168,0.155404,-1.75527,0.924664,2.4016,2.58423,0.742157
0.898,-0.0401784,0.155385,-1.75509,0.924228,2.40174,2.5843,0.741901
0.9,-0.0401889,0.155365,-1.75491,0.923792,2.40194,2.58438,0.741645
0.902,-0.0401995,0.155346,-1.75473,0.923354,2.4022,2.58446,0.741388
0.904,-0.0402101,0.155326,-1.75455,0.922914,2.4025,2.58453,0.74113
0.906,-0.0402208,0.155306,-1.75437,0.922474,2.40283,2.58461,0.740871
0.908,-0.0402316,0.155286,-1.75419,0.922032,2.40319,2.58469,0.740612
0.91,-0.0402423,0.155267,-1.75401,0.921591,2.40347,2.58477,0.740353
0.912,-0.0402529,0.155247,-1.75382,0.921151,2.40367,2.58484,0.740095
0.914,-0.0402633,0.155227,-1.75364,0.920712,2.4038,2.58492,0.739837
0.916,-0.0402738,0.155208,-1.75346,0.920272,2.40399,2.585,0.739579
0.918,-0.0402844,0.155188,-1.75328,0.91983,2.40425,2.58507,0.73932
0.92,-0.040295,0.155168,-1.7531,0.919387,2.40454,2.58515,0.73906
0.922,-0.0403058,0.155148,-1.75291,0.918943,2.40487,2.58523,0.7388
0.924,-0.0403166,0.155128,-1.75273,0.918498,2.40523,2.58531,0.738538
0.926,-0.0403273,0.155108,-1.75255,0.918053,2.40551,2.58539,0.738277
0.928,-0.0403379,0.155088,-1.75236,0.91761,2.40571,2.58546,0.738017
0.93,-0.0403485,0.155068,-1.75218,0.917165,2.40596,2.58554,0.737756
0.932,-0.0403593,0.155048,-1.752,0.916718,2.40626,2.58562,0.737494
0.934,-0.0403699,0.155028,-1.75181,0.916273,2.40648,2.5857,0.737233
0.936,-0.0403806,0.155008,-1.75163,0.915827,2.40675,2.58577,0.736971
0.938,-0.0403913,0.154988,-1.75144,0.915379,2.40706,2.58585,0.736709
0.94,-0.040402,0.154968,-1.75126,0.914932,2.4073,2.58593,0.736446
0.942,-0.0404127,0.154948,-1.75107,0.914484,2.40758,2.58601,0.736184
0.944,-0.0404233,0.154928,-1.75089,0.914037,2.40778,2.58609,0.735921
0.946,-0.040434,0.154908,-1.7507,0.913588,2.40804,2.58617,0.735658
0.948,-0.0404448,0.154888,-1.75052,0.913138,2.40834,2.58624,0.735394
0.95,-0.0404556,0.154867,-1.75033,0.912687,2.40867,2.58632,0.73513
0.952,-0.0404663,0.154847,-1.75015,0.912237,2.40893,2.5864,0.734866
0.954,-0.0404769,0.154827,-1.74996,0.911787,2.40911,2.58648,0.734602
0.956,-0.0404876,0.154807,-1.74977,0.911337,2.40936,2.58656,0.734338
0.958,-0.0404984,0.154786,-1.74959,0.910885,2.40964,2.58664,0.734073
0.96,-0.0405092,0.154766,-1.7494,0.910431,2.40997,2.58671,0.733807
0.962,-0.0405199,0.154745,-1.74921,0.909979,2.41022,2.58679,0.733542
0.964,-0.0405305,0.154725,-1.74903,0.909527,2.41039,2.58687,0.733277
0.966,-0.0405412,0.154705,-1.74884,0.909074,2.41063,2.58695,0.733012
0.968,-0.040552,0.154684,-1.74865,0.90862,2.41091,2.58703,0.732746
0.97,-0.0405628,0.154664,-1.74846,0.908165,2.41123,2.58711,0.732479
0.972,-0.0405737,0.154643,-1.74828,0.907708,2.41159,2.58719,0.732211
0.974,-0.0405845,0.154622,-1.74809,0.907252,2.41186,2.58727,0.731944
0.976,-0.0405952,0.154602,-1.7479,0.906796,2.41206,2.58735,0.731677
0.978,-0.040606,0.154581,-1.74771,0.90634,2.41232,2.58743,0.731409
0.98,-0.0406169,0.154561,-1.74752,0.905882,2.41262,2.5875,0.731141
0.982,-0.0406276,0.15454,-1.74733,0.905425,2.41285,2.58758,0.730873
0.984,-0.0406384,0.154519,-1.74714,0.904967,2.41312,2.58766,0.730605
0.986,-0.0406493,0.154498,-1.74695,0.904507,2.41344,2.58774,0.730335
0.988,-0.0406601,0.154478,-1.74676,0.904048,2.41368,2.58782,0.730067
0.99,-0.0406707,0.154457,-1.74657,0.90359,2.41385,2.5879,0.729798
0.992,-0.0406814,0.154436,-1.74638,0.903131,2.41409,2.58798,0.729529
0.994,-0.0406923,0.154415,-1.74619,0.90267,2.41437,2.58806,0.72926
0.996,-0.0407031,0.154395,-1.746,0.902208,2.41469,2.58814,0.728989
0.998,-0.0407141,0.154374,-1.74581,0.901745,2.41505,2.58822,0.728717
1,-0.040725,0.154353,-1.74562,0.901282,2.41533,2.5883,0.728446
1.002,-0.0407357,0.154332,-1.74543,0.90082,2.41553,2.58838,0.728176
1.004,-0.0407466,0.154311,-1.74523,0.900357,2.41579,2.58846,0.727905
1.006,-0.0407575,0.15429,-1.74504,0.899892,2.4161,2.58854,0.727633
1.008,-0.0407685,0.154269,-1.74485,0.899427,2.41644,2.58862,0.72736
1.01,-0.0407793,0.154248,-1.74466,0.898961,2.41671,2.5887,0.727088
1.012,-0.0407901,0.154226,-1.74446,0.898497,2.4169,2.58878,0.726816
1.014,-0.040801,0.154205,-1.74427,0.898032,2.41715,2.58886,0.726544
1.016,-0.0408119,0.154184,-1.74408,0.897565,2.41745,2.58894,0.72627
1.018,-0.0408229,0.154163,-1.74388,0.897097,2.41779,2.58902,0.725996
1.02,-0.0408337,0.154142,-1.74369,0.896629,2.41805,2.5891,0.725723
1.022,-0.0408445,0.154121,-1.7435,0.896162,2.41824,2.58918,0.72545
1.024,-0.0408554,0.154099,-1.7433,0.895694,2.41849,2.58926,0.725176
1.026,-0.0408663,0.154078,-1.74311,0.895225,2.41879,2.58934,0.724901
1.028,-0.0408773,0.154057,-1.74291,0.894754,2.41913,2.58942,0.724625
1.03,-0.0408882,0.154035,-1.74272,0.894284,2.41939,2.5895,0.72435
1.032,-0.0408992,0.154014,-1.74252,0.893813,2.41969,2.58958,0.724075
1.034,-0.0409101,0.153992,-1.74233,0.893342,2.41993,2.58967,0.723799
1.036,-0.040921,0.153971,-1.74213,0.89287,2.42021,2.58975,0.723523
1.038,-0.040932,0.153949,-1.74194,0.892396,2.42054,2.58983,0.723246
1.04,-0.040943,0.153928,-1.74174,0.891924,2.42079,2.58991,0.72297
1.042,-0.0409538,0.153906,-1.74155,0.891452,2.42098,2.58999,0.722694
1.044,-0.0409647,0.153885,-1.74135,0.890979,2.42122,2.59007,0.722417
1.046,-0.0409756,0.153863,-1.74115,0.890504,2.42152,2.59015,0.72214
1.048,-0.0409867,0.153842,-1.74096,0.890028,2.42185,2.59023,0.721861
1.05,-0.0409978,0.15382,-1.74076,0.889551,2.42222,2.59031,0.721582
1.052,-0.0410088,0.153798,-1.74056,0.889074,2.42251,2.59039,0.721303
1.054,-0.0410197,0.153776,-1.74036,0.888598,2.42273,2.59048,0.721025
1.056,-0.0410305,0.153755,-1.74017,0.888123,2.42289,2.59056,0.720747
1.058,-0.0410414,0.153733,-1.73997,0.887647,2.42311,2.59064,0.720469
1.06,-0.0410524,0.153711,-1.73977,0.887169,2.42339,2.59072,0.720189
1.062,-0.0410634,0.153689,-1.73957,0.886689,2.42371,2.5908,0.719909
1.064,-0.0410745,0.153667,-1.73937,0.886209,2.42407,2.59088,0.719628
1.066,-0.0410857,0.153645,-1.73917,0.885727,2.42445,2.59097,0.719346
1.068,-0.0410968,0.153623,-1.73897,0.885245,2.42477,2.59105,0.719065
1.07,-0.0411078,0.153602,-1.73877,0.884764,2.42501,2.59113,0.718784
1.072,-0.0411187,0.15358,-1.73857,0.884284,2.42518,2.59121,0.718503
1.074,-0.0411297,0.153558,-1.73837,0.883802,2.42542,2.59129,0.718222
1.076,-0.0411407,0.153536,-1.73817,0.88332,2.42571,2.59137,0.71794
1.078,-0.0411518,0.153513,-1.73797,0.882836,2.42604,2.59146,0.717657
1.08,-0.041163,0.153491,-1.73777,0.88235,2.42641,2.59154,0.717373
1.082,-0.0411741,0.153469,-1.73757,0.881865,2.4267,2.59162,0.71709
1.084,-0.0411851,0.153447,-1.73737,0.881381,2.42692,2.5917,0.716807
1.086,-0.0411962,0.153425,-1.73716,0.880895,2.4272,2.59179,0.716524
1.088,-0.0412073,0.153402,-1.73696,0.880408,2.42753,2.59187,0.716239
1.09,-0.0412184,0.15338,-1.73676,0.879921,2.42778,2.59195,0.715955
1.092,-0.0412295,0.153358,-1.73656,0.879434,2.42808,2.59203,0.71567
1.094,-0.0412405,0.153335,-1.73635,0.878947,2.42831,2.59212,0.715386
1.096,-0.0412516,0.153313,-1.73615,0.878458,2.4286,2.5922,0.715101
1.098,-0.0412628,0.153291,-1.73595,0.877968,2.42893,2.59228,0.714814
1.1,-0.0412739,0.153268,-1.73574,0.877479,2.42919,2.59236,0.714529
1.102,-0.041285,0.153246,-1.73554,0.876988,2.4295,2.59245,0.714242
1.104,-0.0412961,0.153223,-1.73534,0.876498,2.42974,2.59253,0.713956
1.106,-0.0413072,0.153201,-1.73513,0.876007,2.43003,2.59261,0.713669
1.108,-0.0413184,0.153178,-1.73493,0.875514,2.43037,2.5927,0.713382
1.11,-0.0413295,0.153155,-1.73472,0.875021,2.43063,2.59278,0.713094
1.112,-0.0413407,0.153133,-1.73452,0.874528,2.43095,2.59286,0.712806
1.114,-0.0413518,0.15311,-1.73431,0.874035,2.43119,2.59295,0.712518
1.116,-0.041363,0.153087,-1.73411,0.87354,2.43149,2.59303,0.71223
1.118,-0.0413743,0.153065,-1.7339,0.873044,2.43183,2.59311,0.71194
1.12,-0.0413854,0.153042,-1.73369,0.872549,2.4321,2.5932,0.711651
1.122,-0.0413965,0.153019,-1.73349,0.872054,2.4323,2.59328,0.711363
1.124,-0.0414076,0.152996,-1.73328,0.871558,2.43256,2.59336,0.711073
1.126,-0.0414188,0.152973,-1.73308,0.871061,2.43288,2.59345,0.710783
1.128,-0.0414301,0.15295,-1.73287,0.870562,2.43323,2.59353,0.710492
1.13,-0.0414415,0.152927,-1.73266,0.870061,2.43362,2.59361,0.7102
1.132,-0.0414527,0.152904,-1.73245,0.869561,2.43393,2.5937,0.709908
1.134,-0.0414639,0.152881,-1.73224,0.869062,2.43418,2.59378,0.709617
1.136,-0.041475,0.152858,-1.73204,0.868564,2.43436,2.59387,0.709327
1.138,-0.0414861,0.152835,-1.73183,0.868064,2.43461,2.59395,0.709035
1.14,-0.0414973,0.152812,-1.73162,0.867562,2.43491,2.59403,0.708743
1.142,-0.0415086,0.152789,-1.73141,0.867059,2.43525,2.59412,0.708449
1.144,-0.04152,0.152766,-1.7312,0.866555,2.43563,2.5942,0.708155
1.146,-0.0415313,0.152743,-1.73099,0.866051,2.43594,2.59429,0.707861
1.148,-0.0415425,0.152719,-1.73078,0.865548,2.43618,2.59437,0.707568
1.15,-0.0415536,0.152696,-1.73057,0.865045,2.43636,2.59445,0.707275
1.152,-0.0415648,0.152673,-1.73036,0.864541,2.43661,2.59454,0.706982
1.154,-0.041576,0.15265,-1.73015,0.864036,2.43691,2.59462,0.706687
1.156,-0.0415874,0.152626,-1.72994,0.863529,2.43725,2.59471,0.706391
1.158,-0.0415988,0.152603,-1.72973,0.863021,2.43763,2.59479,0.706095
1.16,-0.0416103,0.152579,-1.72952,0.862511,2.43804,2.59488,0.705798
1.162,-0.0416217,0.152556,-1.7293,0.862001,2.43838,2.59496,0.705501
1.164,-0.041633,0.152532,-1.72909,0.861492,2.43865,2.59505,0.705204
1.166,-0.0416442,0.152509,-1.72888,0.860984,2.43885,2.59513,0.704908
1.168,-0.0416553,0.152485,-1.72867,0.860476,2.439,2.59522,0.704613
1.17,-0.0416665,0.152461,-1.72846,0.859968,2.43922,2.5953,0.704316
1.172,-0.0416777,0.152438,-1.72824,0.859457,2.4395,2.59539,0.704019
1.174,-0.0416891,0.152414,-1.72803,0.858945,2.43983,2.59547,0.703721
1.176,-0.0417005,0.15239,-1.72782,0.858432,2.4402,2.59556,0.703421
1.178,-0.041712,0.152367,-1.7276,0.857916,2.44061,2.59564,0.703121
1.18,-0.0417236,0.152343,-1.72738,0.8574,2.44104,2.59573,0.70282
1.182,-0.0417351,0.152319,-1.72717,0.856883,2.44139,2.59581,0.702519
1.184,-0.0417465,0.152295,-1.72695,0.856368,2.44168,2.5959,0.702219
1.186,-0.0417578,0.152271,-1.72674,0.855852,2.4419,2.59599,0.701919
1.188,-0.041769,0.152247,-1.72653,0.855338,2.44206,2.59607,0.70162
1.19,-0.0417803,0.152223,-1.72631,0.854823,2.4423,2.59616,0.70132
1.192,-0.0417917,0.152199,-1.72609,0.854306,2.44259,2.59624,0.701019
1.194,-0.0418031,0.152175,-1.72588,0.853787,2.44294,2.59633,0.700717
1.196,-0.0418146,0.152151,-1.72566,0.853267,2.44332,2.59641,0.700414
1.198,-0.0418261,0.152127,-1.72544,0.852747,2.44363,2.5965,0.700111
1.2,-0.0418374,0.152103,-1.72523,0.852227,2.44388,2.59659,0.699809
1.202,-0.0418489,0.152078,-1.72501,0.851706,2.44418,2.59667,0.699506
1.204,-0.0418604,0.152054,-1.72479,0.851184,2.44453,2.59676,0.699202
1.206,-0.0418718,0.15203,-1.72457,0.850662,2.44481,2.59685,0.698898
1.208,-0.0418833,0.152005,-1.72435,0.850138,2.44515,2.59693,0.698593
1.21,-0.0418947,0.151981,-1.72414,0.849615,2.44542,2.59702,0.698289
1.212,-0.0419062,0.151957,-1.72392,0.849091,2.44574,2.5971,0.697984
1.214,-0.0419178,0.151932,-1.7237,0.848565,2.4461,2.59719,0.697678
1.216,-0.0419293,0.151908,-1.72348,0.848039,2.4464,2.59728,0.697372
1.218,-0.0419407,0.151883,-1.72326,0.847514,2.44663,2.59736,0.697066
1.22,-0.0419521,0.151859,-1.72304,0.846987,2.44692,2.59745,0.69676
1.222,-0.0419637,0.151834,-1.72282,0.846459,2.44727,2.59754,0.696453
1.224,-0.0419753,0.151809,-1.7226,0.84593,2.44765,2.59763,0.696145
1.226,-0.0419869,0.151785,-1.72238,0.8454,2.44796,2.59771,0.695837
1.228,-0.0419983,0.15176,-1.72215,0.844872,2.44822,2.5978,0.69553
1.23,-0.0420097,0.151736,-1.72193,0.844343,2.4484,2.59789,0.695223
1.232,-0.0420211,0.151711,-1.72171,0.843814,2.44867,2.59797,0.694915
1.234,-0.0420326,0.151686,-1.72149,0.843283,2.44898,2.59806,0.694606
1.236,-0.0420442,0.151661,-1.72127,0.84275,2.44935,2.59815,0.694296
1.238,-0.0420559,0.151636,-1.72104,0.842215,2.44975,2.59824,0.693985
1.24,-0.0420676,0.151611,-1.72082,0.841681,2.45008,2.59832,0.693674
1.242,-0.0420791,0.151586,-1.7206,0.841147,2.45035,2.59841,0.693364
1.244,-0.0420907,0.151561,-1.72037,0.840612,2.45067,2.5985,0.693053
1.246,-0.0421022,0.151536,-1.72015,0.840077,2.45093,2.59859,0.692742
1.248,-0.0421138,0.151511,-1.71993,0.839541,2.45125,2.59867,0.692431
1.25,-0.0421255,0.151486,-1.7197,0.839003,2.45161,2.59876,0.692118
1.252,-0.0421371,0.151461,-1.71948,0.838465,2.45191,2.59885,0.691805
1.254,-0.0421488,0.151436,-1.71925,0.837926,2.45226,2.59894,0.691492
1.256,-0.0421604,0.15141,-1.71902,0.837387,2.45254,2.59903,0.691179
1.258,-0.042172,0.151385,-1.7188,0.836847,2.45288,2.59911,0.690865
1.26,-0.0421836,0.15136,-1.71857,0.836307,2.45315,2.5992,0.690552
1.262,-0.0421953,0.151334,-1.71835,0.835766,2.45348,2.59929,0.690237
1.264,-0.042207,0.151309,-1.71812,0.835223,2.45385,2.59938,0.689922
1.266,-0.0422187,0.151284,-1.71789,0.83468,2.45416,2.59947,0.689606
1.268,-0.0422303,0.151258,-1.71766,0.834138,2.45441,2.59956,0.689292
1.27,-0.0422419,0.151233,-1.71744,0.833594,2.45471,2.59964,0.688976
1.272,-0.0422537,0.151207,-1.71721,0.833049,2.45507,2.59973,0.688659
1.274,-0.0422653,0.151181,-1.71698,0.832504,2.45536,2.59982,0.688343
1.276,-0.0422771,0.151156,-1.71675,0.831957,2.45571,2.59991,0.688025
1.278,-0.0422887,0.15113,-1.71652,0.831411,2.45599,2.6,0.687708
1.28,-0.0423005,0.151104,-1.71629,0.830863,2.45633,2.60009,0.68739
1.282,-0.0423123,0.151079,-1.71606,0.830313,2.45671,2.60018,0.687071
