time,q_x,q_z,q_pitch,q_lh,q_lk,q_rh,q_rk,v_x,v_z,v_pitch,v_lh,v_lk,v_rh,v_rk,tau_lh,tau_lk,tau_rh,tau_rk
0.0010,-0.000000,0.799990,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.009810,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0110,-0.000000,0.799353,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.107910,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0210,-0.000000,0.797734,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-0.206010,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0310,-0.000000,0.795134,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.304110,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0410,-0.000000,0.791554,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.402210,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0510,-0.000000,0.786992,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.500310,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0610,-0.000000,0.781449,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.598410,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0710,-0.000000,0.774926,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-0.696510,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0810,-0.000000,0.767421,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-0.794610,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0910,-0.000000,0.758935,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-0.892710,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1010,-0.000000,0.749469,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-0.990810,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1110,0.000000,0.739021,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.088910,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1210,0.000000,0.727592,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.187010,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1310,0.000000,0.715183,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.285110,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1410,0.000000,0.701792,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.383210,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1510,0.000000,0.687420,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.481310,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1610,0.000000,0.672068,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.579410,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1710,0.000000,0.655734,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.677510,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1810,0.000000,0.638419,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.775610,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1910,0.000000,0.620124,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.873710,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2010,0.000000,0.600847,0.200000,0.500000,-1.000000,0.300000,-1.000000,0.000000,-1.971810,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2110,0.000000,0.580590,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-2.069910,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2210,0.000000,0.559351,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-2.168010,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2310,0.000000,0.537131,0.200000,0.500000,-1.000000,0.300000,-1.000000,-0.000000,-2.266110,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
