t,x,theta,u
0.114,-0.12867,0.238257,-1.73823
0.115,-0.130365,0.234698,-1.5745
0.116,-0.132062,0.231141,-1.41314
0.117,-0.13376,0.227589,-1.25412
0.118,-0.135459,0.22404,-1.09743
0.119,-0.137159,0.220495,-0.94306
0.12,-0.13886,0.216956,-0.790992
0.121,-0.140561,0.213421,-0.641211
0.122,-0.142263,0.209892,-0.4937
0.123,-0.143965,0.206368,-0.348444
0.124,-0.145668,0.202851,-0.205426
0.125,-0.14737,0.19934,-0.0646293
0.126,-0.149072,0.195836,0.0739644
0.127,-0.150774,0.192339,0.210373
0.128,-0.152476,0.188849,0.344613
0.129,-0.154177,0.185367,0.476705
0.13,-0.155878,0.181894,0.606667
0.131,-0.157578,0.178428,0.734517
0.132,-0.159277,0.174972,0.860275
0.133,-0.160974,0.171524,0.983961
0.134,-0.162671,0.168086,1.10559
0.135,-0.164367,0.164657,1.22519
0.136,-0.166061,0.161238,1.34278
0.137,-0.167754,0.157829,1.45838
0.138,-0.169445,0.15443,1.572
0.139,-0.171134,0.151042,1.68367
0.14,-0.172822,0.147665,1.79342
0.141,-0.174508,0.1443,1.90125
0.142,-0.176191,0.140945,2.00719
0.143,-0.177873,0.137602,2.11127
0.144,-0.179552,0.134271,2.2135
0.145,-0.181229,0.130952,2.31391
0.146,-0.182904,0.127645,2.41251
0.147,-0.184576,0.124351,2.50933
0.148,-0.186245,0.12107,2.60439
0.149,-0.187912,0.117801,2.69771
0.15,-0.189576,0.114545,2.78931
0.151,-0.191237,0.111303,2.87921
0.152,-0.192895,0.108074,2.96744
0.153,-0.19455,0.104859,3.05402
0.154,-0.196202,0.101658,3.13896
0.155,-0.197851,0.0984708,3.22229
0.156,-0.199496,0.0952978,3.30403
0.157,-0.201138,0.0921391,3.3842
0.158,-0.202776,0.0889949,3.46282
0.159,-0.204411,0.0858653,3.53992
0.16,-0.206043,0.0827506,3.6155
0.161,-0.20767,0.0796508,3.68961
0.162,-0.209294,0.0765661,3.76224
0.163,-0.210914,0.0734966,3.83343
0.164,-0.21253,0.0704425,3.9032
0.165,-0.214143,0.0674039,3.97156
0.166,-0.215751,0.0643808,4.03854
0.167,-0.217355,0.0613735,4.10415
0.168,-0.218955,0.058382,4.16842
0.169,-0.220551,0.0554064,4.23137
0.17,-0.222142,0.0524469,4.293
0.171,-0.223729,0.0495035,4.35336
0.172,-0.225312,0.0465764,4.41244
0.173,-0.22689,0.0436656,4.47028
0.174,-0.228464,0.0407713,4.52688
0.175,-0.230033,0.0378934,4.58228
0.176,-0.231598,0.0350321,4.63648
0.177,-0.233158,0.0321875,4.68951
0.178,-0.234713,0.0293597,4.74138
0.179,-0.236263,0.0265486,4.79212
0.18,-0.237809,0.0237545,4.84173
0.181,-0.23935,0.0209772,4.89024
0.182,-0.240886,0.018217,4.93766
0.183,-0.242417,0.0154739,4.98402
0.184,-0.243943,0.0127478,5.02932
0.185,-0.245464,0.010039,5.07358
0.186,-0.24698,0.00734733,5.11683
0.187,-0.24849,0.00467294,5.15907
0.188,-0.249996,0.00201586,5.20032
0.189,-0.251496,-0.000623884,5.2406
0.19,-0.252992,-0.00324625,5.27993
0.191,-0.254482,-0.0058512,5.31832
0.192,-0.255966,-0.00843871,5.35577
0.193,-0.257446,-0.0110088,5.39232
0.194,-0.25892,-0.0135613,5.42797
0.195,-0.260388,-0.0160963,5.46274
0.196,-0.261852,-0.0186138,5.49665
0.197,-0.263309,-0.0211138,5.52969
0.198,-0.264762,-0.0235961,5.5619
0.199,-0.266208,-0.0260609,5.59329
0.2,-0.26765,-0.0285081,5.62386
0.201,-0.269085,-0.0309377,5.65363
0.202,-0.270515,-0.0333497,5.68261
0.203,-0.27194,-0.0357441,5.71082
0.204,-0.273359,-0.0381208,5.73827
0.205,-0.274772,-0.04048,5.76497
0.206,-0.276179,-0.0428216,5.79094
0.207,-0.277581,-0.0451455,5.81618
0.208,-0.278977,-0.0474519,5.84071
0.209,-0.280368,-0.0497406,5.86454
0.21,-0.281752,-0.0520118,5.88768
0.211,-0.283131,-0.0542654,5.91014
0.212,-0.284504,-0.0565015,5.93193
0.213,-0.285871,-0.0587201,5.95307
0.214,-0.287232,-0.0609211,5.97356
0.215,-0.288588,-0.0631046,5.99342
0.216,-0.289937,-0.0652707,6.01265
0.217,-0.291281,-0.0674193,6.03127
0.218,-0.292619,-0.0695504,6.04928
0.219,-0.293951,-0.0716642,6.0667
0.22,-0.295277,-0.0737606,6.08353
0.221,-0.296596,-0.0758396,6.09979
0.222,-0.297911,-0.0779013,6.11548
0.223,-0.299219,-0.0799458,6.13062
0.224,-0.300521,-0.0819729,6.14521
0.225,-0.301817,-0.0839829,6.15926
0.226,-0.303107,-0.0859757,6.17277
0.227,-0.304391,-0.0879513,6.18577
0.228,-0.305669,-0.0899098,6.19825
0.229,-0.306941,-0.0918512,6.21023
0.23,-0.308207,-0.0937756,6.22171
0.231,-0.309467,-0.095683,6.2327
0.232,-0.310721,-0.0975735,6.24321
0.233,-0.311969,-0.099447,6.25324
0.234,-0.31321,-0.101304,6.26281
0.235,-0.314446,-0.103144,6.27192
0.236,-0.315676,-0.104967,6.28058
0.237,-0.316899,-0.106773,6.2888
0.238,-0.318117,-0.108563,6.29657
0.239,-0.319328,-0.110336,6.30392
0.24,-0.320533,-0.112092,6.31084
0.241,-0.321733,-0.113832,6.31734
0.242,-0.322926,-0.115556,6.32343
0.243,-0.324113,-0.117263,6.32912
0.244,-0.325294,-0.118953,6.33441
0.245,-0.326468,-0.120628,6.33931
0.246,-0.327637,-0.122286,6.34382
0.247,-0.3288,-0.123928,6.34795
0.248,-0.329956,-0.125553,6.35171
0.249,-0.331107,-0.127163,6.3551
0.25,-0.332251,-0.128756,6.35812
0.251,-0.333389,-0.130334,6.36079
0.252,-0.334521,-0.131896,6.36311
0.253,-0.335647,-0.133441,6.36508
0.254,-0.336767,-0.134971,6.36671
0.255,-0.337881,-0.136486,6.368
0.256,-0.338988,-0.137984,6.36896
0.257,-0.34009,-0.139467,6.36959
0.258,-0.341185,-0.140934,6.36991
0.259,-0.342275,-0.142386,6.3699
0.26,-0.343358,-0.143823,6.36959
0.261,-0.344435,-0.145244,6.36896
0.262,-0.345506,-0.146649,6.36804
0.263,-0.346571,-0.14804,6.36681
0.264,-0.34763,-0.149415,6.36529
0.265,-0.348683,-0.150775,6.36349
0.266,-0.34973,-0.15212,6.36139
0.267,-0.350771,-0.15345,6.35902
0.268,-0.351805,-0.154765,6.35637
0.269,-0.352834,-0.156065,6.35344
0.27,-0.353857,-0.157351,6.35025
0.271,-0.354873,-0.158621,6.34679
0.272,-0.355884,-0.159877,6.34307
0.273,-0.356889,-0.161119,6.33909
0.274,-0.357887,-0.162345,6.33486
0.275,-0.35888,-0.163558,6.33038
0.276,-0.359866,-0.164756,6.32565
0.277,-0.360847,-0.165939,6.32068
0.278,-0.361821,-0.167109,6.31547
0.279,-0.36279,-0.168264,6.31002
0.28,-0.363752,-0.169405,6.30434
0.281,-0.364709,-0.170532,6.29843
0.282,-0.36566,-0.171645,6.2923
0.283,-0.366605,-0.172744,6.28594
0.284,-0.367543,-0.173829,6.27936
0.285,-0.368476,-0.1749,6.27256
0.286,-0.369403,-0.175958,6.26556
0.287,-0.370324,-0.177002,6.25834
0.288,-0.37124,-0.178032,6.25091
0.289,-0.372149,-0.179049,6.24328
0.29,-0.373052,-0.180052,6.23544
0.291,-0.37395,-0.181042,6.22741
0.292,-0.374842,-0.182019,6.21918
0.293,-0.375727,-0.182982,6.21076
0.294,-0.376607,-0.183933,6.20215
0.295,-0.377482,-0.18487,6.19334
0.296,-0.37835,-0.185794,6.18436
0.297,-0.379213,-0.186705,6.17519
0.298,-0.380069,-0.187603,6.16584
0.299,-0.38092,-0.188489,6.15632
0.3,-0.381766,-0.189361,6.14661
0.301,-0.382605,-0.190221,6.13674
0.302,-0.383439,-0.191069,6.1267
0.303,-0.384267,-0.191903,6.11649
0.304,-0.385089,-0.192726,6.10611
0.305,-0.385906,-0.193536,6.09557
0.306,-0.386717,-0.194333,6.08487
0.307,-0.387522,-0.195118,6.07401
0.308,-0.388321,-0.195892,6.063
0.309,-0.389115,-0.196652,6.05183
0.31,-0.389903,-0.197401,6.04051
0.311,-0.390686,-0.198138,6.02905
0.312,-0.391463,-0.198863,6.01743
0.313,-0.392234,-0.199576,6.00567
0.314,-0.393,-0.200278,5.99377
0.315,-0.39376,-0.200967,5.98173
0.316,-0.394515,-0.201645,5.96954
0.317,-0.395264,-0.202312,5.95723
0.318,-0.396008,-0.202966,5.94477
0.319,-0.396746,-0.20361,5.93219
0.32,-0.397478,-0.204242,5.91947
0.321,-0.398205,-0.204863,5.90663
0.322,-0.398927,-0.205472,5.89366
0.323,-0.399643,-0.20607,5.88056
0.324,-0.400353,-0.206658,5.86735
0.325,-0.401058,-0.207234,5.85401
0.326,-0.401758,-0.207799,5.84055
0.327,-0.402452,-0.208353,5.82698
0.328,-0.403141,-0.208897,5.81329
0.329,-0.403825,-0.20943,5.79948
0.33,-0.404503,-0.209952,5.78557
0.331,-0.405176,-0.210463,5.77155
0.332,-0.405844,-0.210964,5.75741
0.333,-0.406506,-0.211454,5.74318
0.334,-0.407163,-0.211934,5.72883
0.335,-0.407814,-0.212404,5.71439
0.336,-0.408461,-0.212863,5.69984
0.337,-0.409102,-0.213312,5.68519
0.338,-0.409738,-0.213751,5.67045
0.339,-0.410368,-0.21418,5.65561
0.34,-0.410993,-0.214599,5.64067
0.341,-0.411614,-0.215008,5.62565
0.342,-0.412229,-0.215407,5.61053
0.343,-0.412839,-0.215796,5.59532
0.344,-0.413443,-0.216175,5.58003
0.345,-0.414043,-0.216545,5.56464
0.346,-0.414637,-0.216905,5.54918
0.347,-0.415227,-0.217255,5.53363
0.348,-0.415811,-0.217596,5.51799
0.349,-0.41639,-0.217928,5.50228
0.35,-0.416964,-0.21825,5.48649
0.351,-0.417533,-0.218563,5.47062
0.352,-0.418098,-0.218867,5.45468
0.353,-0.418657,-0.219161,5.43866
0.354,-0.419211,-0.219447,5.42257
0.355,-0.41976,-0.219723,5.40641
0.356,-0.420304,-0.219991,5.39018
0.357,-0.420843,-0.220249,5.37388
0.358,-0.421378,-0.220499,5.35751
0.359,-0.421907,-0.220739,5.34108
0.36,-0.422432,-0.220972,5.32458
0.361,-0.422952,-0.221195,5.30802
0.362,-0.423466,-0.22141,5.2914
0.363,-0.423976,-0.221616,5.27472
0.364,-0.424482,-0.221814,5.25798
0.365,-0.424982,-0.222003,5.24119
0.366,-0.425478,-0.222184,5.22433
0.367,-0.425969,-0.222357,5.20743
0.368,-0.426455,-0.222522,5.19047
0.369,-0.426936,-0.222678,5.17346
0.37,-0.427413,-0.222826,5.15639
0.371,-0.427885,-0.222967,5.13928
0.372,-0.428352,-0.223099,5.12212
0.373,-0.428815,-0.223223,5.10492
0.374,-0.429273,-0.22334,5.08767
0.375,-0.429726,-0.223448,5.07037
0.376,-0.430175,-0.223549,5.05303
0.377,-0.430619,-0.223643,5.03565
0.378,-0.431058,-0.223728,5.01823
0.379,-0.431493,-0.223806,5.00077
0.38,-0.431924,-0.223877,4.98327
0.381,-0.43235,-0.22394,4.96574
0.382,-0.432771,-0.223996,4.94816
0.383,-0.433188,-0.224044,4.93056
0.384,-0.433601,-0.224086,4.91292
0.385,-0.434009,-0.22412,4.89525
0.386,-0.434412,-0.224146,4.87755
0.387,-0.434812,-0.224166,4.85982
0.388,-0.435206,-0.224179,4.84206
0.389,-0.435597,-0.224185,4.82427
0.39,-0.435983,-0.224183,4.80646
0.391,-0.436365,-0.224175,4.78862
0.392,-0.436742,-0.224161,4.77075
0.393,-0.437115,-0.224139,4.75287
0.394,-0.437484,-0.224111,4.73496
0.395,-0.437848,-0.224076,4.71703
0.396,-0.438208,-0.224034,4.69908
0.397,-0.438564,-0.223986,4.68111
0.398,-0.438916,-0.223932,4.66313
0.399,-0.439264,-0.223871,4.64512
0.4,-0.439607,-0.223804,4.62711
0.401,-0.439946,-0.22373,4.60907
0.402,-0.440281,-0.223651,4.59103
0.403,-0.440612,-0.223565,4.57297
0.404,-0.440939,-0.223472,4.5549
0.405,-0.441262,-0.223374,4.53682
0.406,-0.44158,-0.22327,4.51873
0.407,-0.441895,-0.22316,4.50063
0.408,-0.442205,-0.223044,4.48253
0.409,-0.442512,-0.222922,4.46441
0.41,-0.442814,-0.222794,4.44629
0.411,-0.443113,-0.222661,4.42817
0.412,-0.443407,-0.222522,4.41005
0.413,-0.443698,-0.222377,4.39192
0.414,-0.443984,-0.222226,4.37378
0.415,-0.444267,-0.22207,4.35565
0.416,-0.444546,-0.221909,4.33752
0.417,-0.444821,-0.221742,4.31939
0.418,-0.445092,-0.221569,4.30126
0.419,-0.445359,-0.221392,4.28313
0.42,-0.445622,-0.221209,4.26501
0.421,-0.445882,-0.22102,4.24689
0.422,-0.446137,-0.220827,4.22877
0.423,-0.446389,-0.220628,4.21066
0.424,-0.446637,-0.220425,4.19256
0.425,-0.446882,-0.220216,4.17447
0.426,-0.447122,-0.220002,4.15638
0.427,-0.447359,-0.219784,4.13831
0.428,-0.447593,-0.21956,4.12024
0.429,-0.447822,-0.219332,4.10218
0.43,-0.448048,-0.219099,4.08414
0.431,-0.44827,-0.218861,4.06611
0.432,-0.448489,-0.218618,4.04809
0.433,-0.448704,-0.218371,4.03009
0.434,-0.448916,-0.218119,4.0121
0.435,-0.449123,-0.217863,3.99413
0.436,-0.449328,-0.217602,3.97617
0.437,-0.449529,-0.217337,3.95823
0.438,-0.449726,-0.217067,3.94031
0.439,-0.44992,-0.216793,3.92241
0.44,-0.45011,-0.216514,3.90453
0.441,-0.450297,-0.216231,3.88666
0.442,-0.45048,-0.215944,3.86882
0.443,-0.45066,-0.215653,3.851
0.444,-0.450836,-0.215358,3.8332
0.445,-0.451009,-0.215059,3.81542
0.446,-0.451179,-0.214755,3.79767
0.447,-0.451345,-0.214448,3.77994
0.448,-0.451508,-0.214136,3.76223
0.449,-0.451668,-0.213821,3.74455
0.45,-0.451824,-0.213502,3.7269
0.451,-0.451977,-0.213179,3.70927
0.452,-0.452127,-0.212852,3.69167
0.453,-0.452274,-0.212522,3.67409
0.454,-0.452417,-0.212187,3.65655
0.455,-0.452557,-0.211849,3.63903
0.456,-0.452694,-0.211508,3.62155
0.457,-0.452827,-0.211163,3.60409
0.458,-0.452958,-0.210814,3.58667
0.459,-0.453085,-0.210462,3.56927
0.46,-0.453209,-0.210107,3.55191
0.461,-0.45333,-0.209748,3.53458
0.462,-0.453448,-0.209386,3.51728
0.463,-0.453562,-0.20902,3.50002
0.464,-0.453674,-0.208651,3.48279
0.465,-0.453782,-0.208279,3.4656
0.466,-0.453888,-0.207904,3.44843
0.467,-0.45399,-0.207525,3.43131
0.468,-0.45409,-0.207144,3.41422
0.469,-0.454186,-0.206759,3.39717
0.47,-0.45428,-0.206372,3.38015
0.471,-0.45437,-0.205981,3.36317
0.472,-0.454458,-0.205587,3.34623
0.473,-0.454542,-0.205191,3.32933
0.474,-0.454624,-0.204791,3.31247
0.475,-0.454703,-0.204389,3.29564
0.476,-0.454779,-0.203984,3.27886
0.477,-0.454852,-0.203576,3.26211
0.478,-0.454922,-0.203166,3.24541
0.479,-0.454989,-0.202753,3.22875
0.48,-0.455053,-0.202337,3.21212
0.481,-0.455115,-0.201918,3.19554
0.482,-0.455174,-0.201497,3.179
0.483,-0.45523,-0.201074,3.16251
0.484,-0.455283,-0.200647,3.14605
0.485,-0.455334,-0.200219,3.12964
0.486,-0.455382,-0.199788,3.11328
0.487,-0.455427,-0.199354,3.09695
0.488,-0.455469,-0.198919,3.08067
0.489,-0.455509,-0.19848,3.06444
0.49,-0.455546,-0.19804,3.04825
0.491,-0.45558,-0.197597,3.03211
0.492,-0.455612,-0.197152,3.01601
0.493,-0.455641,-0.196705,2.99996
0.494,-0.455667,-0.196256,2.98395
0.495,-0.455691,-0.195805,2.96799
0.496,-0.455713,-0.195351,2.95208
0.497,-0.455731,-0.194896,2.93621
0.498,-0.455747,-0.194438,2.92039
0.499,-0.455761,-0.193979,2.90462
0.5,-0.455772,-0.193517,2.88889
0.501,-0.455781,-0.193054,2.87322
0.502,-0.455787,-0.192589,2.85759
0.503,-0.45579,-0.192121,2.84201
0.504,-0.455791,-0.191652,2.82648
0.505,-0.45579,-0.191182,2.811
0.506,-0.455786,-0.190709,2.79557
0.507,-0.45578,-0.190235,2.78019
0.508,-0.455772,-0.189759,2.76486
0.509,-0.455761,-0.189281,2.74958
0.51,-0.455747,-0.188802,2.73435
0.511,-0.455732,-0.188321,2.71916
0.512,-0.455713,-0.187839,2.70403
0.513,-0.455693,-0.187355,2.68895
0.514,-0.45567,-0.186869,2.67393
0.515,-0.455645,-0.186382,2.65895
0.516,-0.455618,-0.185894,2.64402
0.517,-0.455588,-0.185404,2.62915
0.518,-0.455556,-0.184912,2.61432
0.519,-0.455522,-0.18442,2.59955
0.52,-0.455486,-0.183926,2.58483
0.521,-0.455447,-0.18343,2.57016
0.522,-0.455406,-0.182934,2.55555
0.523,-0.455363,-0.182436,2.54099
0.524,-0.455318,-0.181937,2.52648
0.525,-0.455271,-0.181436,2.51202
0.526,-0.455221,-0.180935,2.49761
0.527,-0.45517,-0.180432,2.48326
0.528,-0.455116,-0.179928,2.46896
0.529,-0.45506,-0.179423,2.45472
0.53,-0.455002,-0.178917,2.44052
0.531,-0.454942,-0.17841,2.42638
0.532,-0.454879,-0.177902,2.4123
0.533,-0.454815,-0.177393,2.39826
0.534,-0.454749,-0.176883,2.38428
0.535,-0.45468,-0.176372,2.37036
0.536,-0.45461,-0.17586,2.35649
0.537,-0.454537,-0.175347,2.34267
0.538,-0.454463,-0.174834,2.3289
0.539,-0.454386,-0.174319,2.31519
0.54,-0.454308,-0.173804,2.30154
0.541,-0.454228,-0.173288,2.28793
0.542,-0.454145,-0.172771,2.27438
0.543,-0.454061,-0.172253,2.26089
0.544,-0.453975,-0.171735,2.24745
0.545,-0.453887,-0.171216,2.23406
0.546,-0.453797,-0.170696,2.22073
0.547,-0.453705,-0.170176,2.20745
0.548,-0.453611,-0.169655,2.19422
0.549,-0.453515,-0.169133,2.18105
0.55,-0.453418,-0.168611,2.16794
0.551,-0.453319,-0.168088,2.15488
0.552,-0.453217,-0.167565,2.14187
0.553,-0.453114,-0.167041,2.12891
0.554,-0.45301,-0.166516,2.11602
0.555,-0.452903,-0.165991,2.10317
0.556,-0.452795,-0.165466,2.09038
0.557,-0.452684,-0.16494,2.07764
0.558,-0.452573,-0.164414,2.06496
0.559,-0.452459,-0.163888,2.05233
0.56,-0.452343,-0.163361,2.03976
0.561,-0.452226,-0.162833,2.02723
0.562,-0.452108,-0.162306,2.01477
0.563,-0.451987,-0.161778,2.00236
0.564,-0.451865,-0.16125,1.99
0.565,-0.451741,-0.160721,1.97769
0.566,-0.451615,-0.160192,1.96544
0.567,-0.451488,-0.159663,1.95324
0.568,-0.451359,-0.159134,1.9411
0.569,-0.451229,-0.158605,1.92901
0.57,-0.451097,-0.158075,1.91697
0.571,-0.450963,-0.157545,1.90499
0.572,-0.450827,-0.157015,1.89306
0.573,-0.45069,-0.156485,1.88119
0.574,-0.450552,-0.155955,1.86936
0.575,-0.450412,-0.155425,1.85759
0.576,-0.45027,-0.154895,1.84588
0.577,-0.450127,-0.154364,1.83422
0.578,-0.449982,-0.153834,1.82261
0.579,-0.449836,-0.153304,1.81105
0.58,-0.449688,-0.152773,1.79955
0.581,-0.449539,-0.152243,1.78809
0.582,-0.449388,-0.151712,1.7767
0.583,-0.449236,-0.151182,1.76535
0.584,-0.449082,-0.150652,1.75406
0.585,-0.448927,-0.150122,1.74282
0.586,-0.44877,-0.149592,1.73163
0.587,-0.448612,-0.149062,1.72049
0.588,-0.448453,-0.148532,1.70941
0.589,-0.448292,-0.148002,1.69838
0.59,-0.448129,-0.147473,1.6874
0.591,-0.447966,-0.146943,1.67647
0.592,-0.4478,-0.146414,1.66559
0.593,-0.447634,-0.145885,1.65476
0.594,-0.447466,-0.145357,1.64399
0.595,-0.447297,-0.144828,1.63327
0.596,-0.447126,-0.1443,1.6226
0.597,-0.446954,-0.143772,1.61198
0.598,-0.446781,-0.143244,1.60141
0.599,-0.446606,-0.142717,1.59089
0.6,-0.44643,-0.14219,1.58042
0.601,-0.446253,-0.141663,1.57001
0.602,-0.446074,-0.141136,1.55964
0.603,-0.445894,-0.14061,1.54932
0.604,-0.445713,-0.140085,1.53906
0.605,-0.445531,-0.139559,1.52884
0.606,-0.445347,-0.139034,1.51868
0.607,-0.445162,-0.13851,1.50856
0.608,-0.444976,-0.137986,1.49849
0.609,-0.444789,-0.137462,1.48848
0.61,-0.4446,-0.136939,1.47851
0.611,-0.44441,-0.136416,1.46859
0.612,-0.444219,-0.135893,1.45872
0.613,-0.444027,-0.135371,1.4489
0.614,-0.443833,-0.13485,1.43913
0.615,-0.443639,-0.134329,1.42941
0.616,-0.443443,-0.133808,1.41973
0.617,-0.443246,-0.133289,1.4101
0.618,-0.443048,-0.132769,1.40053
0.619,-0.442849,-0.13225,1.391
0.62,-0.442648,-0.131732,1.38151
0.621,-0.442447,-0.131214,1.37208
0.622,-0.442244,-0.130697,1.36269
0.623,-0.44204,-0.130181,1.35335
0.624,-0.441835,-0.129665,1.34406
0.625,-0.441629,-0.129149,1.33482
0.626,-0.441422,-0.128635,1.32562
0.627,-0.441214,-0.12812,1.31647
0.628,-0.441005,-0.127607,1.30736
0.629,-0.440795,-0.127094,1.2983
0.63,-0.440583,-0.126582,1.28929
0.631,-0.440371,-0.12607,1.28033
0.632,-0.440158,-0.12556,1.27141
0.633,-0.439943,-0.125049,1.26253
0.634,-0.439728,-0.12454,1.2537
0.635,-0.439511,-0.124031,1.24492
0.636,-0.439294,-0.123523,1.23618
0.637,-0.439075,-0.123016,1.22749
0.638,-0.438856,-0.122509,1.21884
0.639,-0.438635,-0.122004,1.21024
0.64,-0.438414,-0.121498,1.20168
0.641,-0.438192,-0.120994,1.19317
0.642,-0.437968,-0.120491,1.1847
0.643,-0.437744,-0.119988,1.17627
0.644,-0.437519,-0.119486,1.16789
0.645,-0.437292,-0.118985,1.15955
0.646,-0.437065,-0.118484,1.15126
0.647,-0.436837,-0.117985,1.14301
0.648,-0.436608,-0.117486,1.1348
0.649,-0.436378,-0.116988,1.12663
0.65,-0.436148,-0.116491,1.11851
0.651,-0.435916,-0.115994,1.11043
0.652,-0.435683,-0.115499,1.1024
0.653,-0.43545,-0.115004,1.0944
0.654,-0.435216,-0.11451,1.08645
0.655,-0.43498,-0.114018,1.07854
0.656,-0.434744,-0.113526,1.07068
0.657,-0.434508,-0.113034,1.06285
0.658,-0.43427,-0.112544,1.05506
0.659,-0.434031,-0.112055,1.04732
0.66,-0.433792,-0.111566,1.03962
0.661,-0.433552,-0.111079,1.03196
0.662,-0.43331,-0.110592,1.02434
