t,x,theta,u
0.68,-0.475098,3.24851,2.6645
0.681,-0.475758,3.2603,2.66093
0.682,-0.476414,3.27207,2.65735
0.683,-0.477067,3.28382,2.65376
0.684,-0.477715,3.29556,2.65016
0.685,-0.478359,3.30728,2.64655
0.686,-0.478999,3.31898,2.64293
0.687,-0.479634,3.33066,2.6393
0.688,-0.480265,3.34232,2.63567
0.689,-0.480891,3.35395,2.63202
0.69,-0.481513,3.36557,2.62837
0.691,-0.482129,3.37716,2.6247
0.692,-0.482741,3.38873,2.62103
0.693,-0.483348,3.40027,2.61735
0.694,-0.48395,3.41179,2.61366
0.695,-0.484546,3.42328,2.60996
0.696,-0.485138,3.43475,2.60625
0.697,-0.485724,3.44619,2.60254
0.698,-0.486304,3.45761,2.59881
0.699,-0.48688,3.469,2.59508
0.7,-0.487449,3.48035,2.59134
0.701,-0.488013,3.49168,2.58759
0.702,-0.488571,3.50299,2.58383
0.703,-0.489124,3.51426,2.58007
0.704,-0.48967,3.5255,2.57629
0.705,-0.490211,3.53671,2.57251
0.706,-0.490746,3.54789,2.56872
0.707,-0.491274,3.55904,2.56492
0.708,-0.491797,3.57015,2.56112
0.709,-0.492313,3.58124,2.55731
0.71,-0.492823,3.59229,2.55349
0.711,-0.493327,3.60331,2.54966
0.712,-0.493824,3.61429,2.54583
0.713,-0.494316,3.62524,2.54199
0.714,-0.4948,3.63616,2.53814
0.715,-0.495279,3.64704,2.53428
0.716,-0.495751,3.65789,2.53042
0.717,-0.496216,3.66871,2.52655
0.718,-0.496675,3.67948,2.52268
0.719,-0.497127,3.69023,2.51879
0.72,-0.497572,3.70093,2.5149
0.721,-0.498011,3.7116,2.51101
0.722,-0.498443,3.72224,2.50711
0.723,-0.498869,3.73283,2.5032
0.724,-0.499288,3.74339,2.49928
0.725,-0.4997,3.75392,2.49536
0.726,-0.500105,3.7644,2.49143
0.727,-0.500503,3.77485,2.4875
0.728,-0.500895,3.78526,2.48356
0.729,-0.50128,3.79563,2.47961
0.73,-0.501658,3.80597,2.47566
0.731,-0.502029,3.81626,2.4717
0.732,-0.502393,3.82652,2.46774
0.733,-0.50275,3.83674,2.46377
0.734,-0.503101,3.84692,2.4598
0.735,-0.503445,3.85707,2.45582
0.736,-0.503781,3.86717,2.45183
0.737,-0.504111,3.87724,2.44784
0.738,-0.504434,3.88726,2.44384
0.739,-0.504751,3.89725,2.43984
0.74,-0.50506,3.9072,2.43583
0.741,-0.505362,3.91711,2.43182
0.742,-0.505658,3.92698,2.42781
0.743,-0.505947,3.93681,2.42378
0.744,-0.506229,3.9466,2.41976
0.745,-0.506504,3.95635,2.41573
0.746,-0.506772,3.96607,2.41169
0.747,-0.507034,3.97574,2.40765
0.748,-0.507289,3.98537,2.4036
0.749,-0.507537,3.99497,2.39955
0.75,-0.507778,4.00452,2.3955
0.751,-0.508013,4.01404,2.39144
0.752,-0.50824,4.02352,2.38737
0.753,-0.508462,4.03295,2.38331
0.754,-0.508676,4.04235,2.37923
0.755,-0.508884,4.05171,2.37516
0.756,-0.509085,4.06103,2.37108
0.757,-0.50928,4.07031,2.36699
0.758,-0.509468,4.07955,2.3629
0.759,-0.509649,4.08875,2.35881
0.76,-0.509824,4.09791,2.35472
0.761,-0.509992,4.10703,2.35062
0.762,-0.510154,4.11611,2.34651
0.763,-0.51031,4.12516,2.3424
0.764,-0.510459,4.13416,2.33829
0.765,-0.510601,4.14313,2.33418
0.766,-0.510738,4.15206,2.33006
0.767,-0.510868,4.16094,2.32594
0.768,-0.510991,4.16979,2.32182
0.769,-0.511109,4.1786,2.31769
0.77,-0.51122,4.18737,2.31356
0.771,-0.511325,4.19611,2.30942
0.772,-0.511423,4.2048,2.30529
0.773,-0.511516,4.21346,2.30115
0.774,-0.511603,4.22207,2.297
0.775,-0.511683,4.23065,2.29286
0.776,-0.511757,4.23919,2.28871
0.777,-0.511826,4.2477,2.28456
0.778,-0.511888,4.25616,2.2804
0.779,-0.511945,4.26459,2.27624
0.78,-0.511995,4.27298,2.27208
0.781,-0.51204,4.28133,2.26792
0.782,-0.512079,4.28964,2.26376
0.783,-0.512112,4.29791,2.25959
0.784,-0.512139,4.30615,2.25542
0.785,-0.512161,4.31435,2.25125
0.786,-0.512176,4.32251,2.24707
0.787,-0.512187,4.33064,2.2429
0.788,-0.512191,4.33872,2.23872
0.789,-0.51219,4.34677,2.23454
0.79,-0.512184,4.35479,2.23036
0.791,-0.512172,4.36276,2.22617
0.792,-0.512154,4.3707,2.22199
0.793,-0.512132,4.3786,2.2178
0.794,-0.512103,4.38647,2.21361
0.795,-0.51207,4.3943,2.20942
0.796,-0.512031,4.40209,2.20522
0.797,-0.511987,4.40984,2.20103
0.798,-0.511937,4.41756,2.19683
0.799,-0.511883,4.42525,2.19263
0.8,-0.511823,4.43289,2.18843
0.801,-0.511758,4.4405,2.18423
0.802,-0.511688,4.44808,2.18003
0.803,-0.511613,4.45561,2.17582
0.804,-0.511533,4.46312,2.17162
0.805,-0.511448,4.47058,2.16741
0.806,-0.511358,4.47801,2.1632
0.807,-0.511263,4.48541,2.159
0.808,-0.511164,4.49277,2.15479
0.809,-0.511059,4.50009,2.15058
0.81,-0.51095,4.50738,2.14636
0.811,-0.510836,4.51464,2.14215
0.812,-0.510718,4.52186,2.13794
0.813,-0.510594,4.52904,2.13372
0.814,-0.510466,4.53619,2.12951
0.815,-0.510334,4.5433,2.12529
0.816,-0.510197,4.55038,2.12107
0.817,-0.510055,4.55743,2.11686
0.818,-0.509909,4.56444,2.11264
0.819,-0.509759,4.57141,2.10842
0.82,-0.509604,4.57835,2.1042
0.821,-0.509445,4.58526,2.09998
0.822,-0.509281,4.59213,2.09576
0.823,-0.509114,4.59897,2.09154
0.824,-0.508942,4.60577,2.08732
0.825,-0.508765,4.61254,2.0831
0.826,-0.508585,4.61928,2.07888
0.827,-0.5084,4.62598,2.07466
0.828,-0.508212,4.63265,2.07044
0.829,-0.508019,4.63929,2.06622
0.83,-0.507822,4.64589,2.062
0.831,-0.507622,4.65246,2.05777
0.832,-0.507417,4.65899,2.05355
0.833,-0.507208,4.66549,2.04933
0.834,-0.506996,4.67196,2.04511
0.835,-0.506779,4.67839,2.04089
0.836,-0.506559,4.68479,2.03667
0.837,-0.506335,4.69116,2.03245
0.838,-0.506108,4.6975,2.02823
0.839,-0.505876,4.7038,2.02401
0.84,-0.505641,4.71007,2.01979
0.841,-0.505402,4.71631,2.01557
0.842,-0.50516,4.72251,2.01135
0.843,-0.504914,4.72868,2.00714
0.844,-0.504665,4.73482,2.00292
0.845,-0.504412,4.74093,1.9987
0.846,-0.504156,4.747,1.99449
0.847,-0.503896,4.75305,1.99027
0.848,-0.503632,4.75906,1.98606
0.849,-0.503366,4.76503,1.98184
0.85,-0.503096,4.77098,1.97763
0.851,-0.502823,4.77689,1.97342
0.852,-0.502546,4.78277,1.96921
0.853,-0.502266,4.78862,1.965
0.854,-0.501983,4.79444,1.96079
0.855,-0.501697,4.80023,1.95658
0.856,-0.501408,4.80598,1.95237
0.857,-0.501115,4.81171,1.94817
0.858,-0.50082,4.8174,1.94396
0.859,-0.500521,4.82306,1.93976
0.86,-0.50022,4.82869,1.93556
0.861,-0.499915,4.83429,1.93135
0.862,-0.499608,4.83985,1.92715
0.863,-0.499297,4.84539,1.92296
0.864,-0.498984,4.85089,1.91876
0.865,-0.498667,4.85636,1.91456
0.866,-0.498348,4.86181,1.91037
0.867,-0.498026,4.86722,1.90617
0.868,-0.497702,4.8726,1.90198
0.869,-0.497374,4.87795,1.89779
0.87,-0.497044,4.88326,1.8936
0.871,-0.496711,4.88855,1.88942
0.872,-0.496375,4.89381,1.88523
0.873,-0.496037,4.89904,1.88105
0.874,-0.495696,4.90423,1.87687
0.875,-0.495353,4.9094,1.87269
0.876,-0.495007,4.91453,1.86851
0.877,-0.494658,4.91964,1.86433
0.878,-0.494307,4.92471,1.86016
0.879,-0.493954,4.92976,1.85598
0.88,-0.493598,4.93477,1.85181
0.881,-0.493239,4.93976,1.84764
0.882,-0.492879,4.94471,1.84347
0.883,-0.492515,4.94963,1.83931
0.884,-0.49215,4.95453,1.83515
0.885,-0.491782,4.95939,1.83098
0.886,-0.491412,4.96423,1.82683
0.887,-0.49104,4.96903,1.82267
0.888,-0.490665,4.97381,1.81851
0.889,-0.490288,4.97855,1.81436
0.89,-0.489909,4.98327,1.81021
0.891,-0.489528,4.98795,1.80606
0.892,-0.489144,4.99261,1.80192
0.893,-0.488759,4.99724,1.79777
0.894,-0.488371,5.00183,1.79363
0.895,-0.487981,5.0064,1.78949
0.896,-0.487589,5.01094,1.78536
0.897,-0.487196,5.01545,1.78122
0.898,-0.4868,5.01993,1.77709
0.899,-0.486402,5.02438,1.77296
0.9,-0.486002,5.02881,1.76883
0.901,-0.4856,5.0332,1.76471
0.902,-0.485197,5.03756,1.76059
0.903,-0.484791,5.0419,1.75647
0.904,-0.484384,5.0462,1.75235
0.905,-0.483974,5.05048,1.74824
0.906,-0.483563,5.05473,1.74413
0.907,-0.48315,5.05895,1.74002
0.908,-0.482735,5.06314,1.73591
0.909,-0.482319,5.0673,1.73181
0.91,-0.481901,5.07144,1.72771
0.911,-0.481481,5.07554,1.72361
0.912,-0.481059,5.07962,1.71952
0.913,-0.480636,5.08367,1.71543
0.914,-0.480211,5.08769,1.71134
0.915,-0.479784,5.09168,1.70725
0.916,-0.479356,5.09564,1.70317
0.917,-0.478926,5.09958,1.69909
0.918,-0.478494,5.10348,1.69501
0.919,-0.478061,5.10736,1.69094
0.92,-0.477626,5.11121,1.68687
0.921,-0.47719,5.11503,1.6828
0.922,-0.476752,5.11883,1.67873
0.923,-0.476313,5.12259,1.67467
0.924,-0.475872,5.12633,1.67061
0.925,-0.47543,5.13004,1.66656
0.926,-0.474987,5.13372,1.66251
0.927,-0.474542,5.13737,1.65846
0.928,-0.474095,5.141,1.65441
0.929,-0.473647,5.1446,1.65037
0.93,-0.473198,5.14817,1.64633
0.931,-0.472748,5.15171,1.64229
0.932,-0.472296,5.15523,1.63826
0.933,-0.471842,5.15871,1.63423
0.934,-0.471388,5.16217,1.63021
0.935,-0.470932,5.16561,1.62618
0.936,-0.470475,5.16901,1.62216
0.937,-0.470016,5.17239,1.61815
0.938,-0.469557,5.17574,1.61413
0.939,-0.469096,5.17906,1.61013
0.94,-0.468634,5.18235,1.60612
0.941,-0.468171,5.18562,1.60212
0.942,-0.467706,5.18886,1.59812
0.943,-0.467241,5.19207,1.59412
0.944,-0.466774,5.19526,1.59013
0.945,-0.466306,5.19842,1.58615
0.946,-0.465837,5.20155,1.58216
0.947,-0.465367,5.20465,1.57818
0.948,-0.464896,5.20773,1.5742
0.949,-0.464423,5.21078,1.57023
0.95,-0.46395,5.2138,1.56626
0.951,-0.463476,5.2168,1.5623
0.952,-0.463,5.21977,1.55833
0.953,-0.462524,5.22271,1.55437
0.954,-0.462046,5.22563,1.55042
0.955,-0.461568,5.22851,1.54647
0.956,-0.461088,5.23138,1.54252
0.957,-0.460608,5.23421,1.53858
0.958,-0.460126,5.23702,1.53464
0.959,-0.459644,5.2398,1.5307
0.96,-0.459161,5.24255,1.52677
0.961,-0.458676,5.24528,1.52284
0.962,-0.458191,5.24798,1.51892
0.963,-0.457705,5.25066,1.515
0.964,-0.457218,5.25331,1.51108
0.965,-0.456731,5.25593,1.50717
0.966,-0.456242,5.25852,1.50326
0.967,-0.455753,5.26109,1.49936
0.968,-0.455262,5.26363,1.49546
0.969,-0.454771,5.26615,1.49156
0.97,-0.454279,5.26864,1.48767
0.971,-0.453786,5.2711,1.48378
0.972,-0.453293,5.27354,1.4799
0.973,-0.452799,5.27595,1.47602
0.974,-0.452303,5.27833,1.47214
0.975,-0.451808,5.28069,1.46827
0.976,-0.451311,5.28302,1.4644
0.977,-0.450814,5.28533,1.46054
0.978,-0.450316,5.28761,1.45668
0.979,-0.449817,5.28986,1.45283
0.98,-0.449317,5.29209,1.44898
0.981,-0.448817,5.29429,1.44513
0.982,-0.448316,5.29646,1.44129
0.983,-0.447815,5.29861,1.43745
0.984,-0.447312,5.30074,1.43361
0.985,-0.44681,5.30283,1.42979
0.986,-0.446306,5.3049,1.42596
0.987,-0.445802,5.30695,1.42214
0.988,-0.445297,5.30897,1.41832
0.989,-0.444792,5.31096,1.41451
0.99,-0.444286,5.31293,1.4107
0.991,-0.443779,5.31487,1.4069
0.992,-0.443272,5.31678,1.4031
0.993,-0.442764,5.31867,1.3993
0.994,-0.442256,5.32054,1.39551
0.995,-0.441747,5.32238,1.39173
0.996,-0.441237,5.32419,1.38794
0.997,-0.440727,5.32598,1.38417
0.998,-0.440217,5.32774,1.38039
0.999,-0.439705,5.32947,1.37662
1,-0.439194,5.33118,1.37286
1.001,-0.438682,5.33287,1.3691
1.002,-0.438169,5.33452,1.36535
1.003,-0.437656,5.33616,1.36159
1.004,-0.437142,5.33777,1.35785
1.005,-0.436628,5.33935,1.35411
1.006,-0.436113,5.3409,1.35037
1.007,-0.435598,5.34243,1.34664
1.008,-0.435083,5.34394,1.34664
1.009,-0.434567,5.34542,1.34291
1.01,-0.43405,5.34687,1.33918
1.011,-0.433533,5.3483,1.33547
1.012,-0.433016,5.3497,1.33175
1.013,-0.432498,5.35108,1.32804
1.014,-0.43198,5.35244,1.32434
1.015,-0.431461,5.35376,1.32064
1.016,-0.430942,5.35506,1.31694
1.017,-0.430423,5.35634,1.31325
1.018,-0.429903,5.35759,1.30956
1.019,-0.429383,5.35882,1.30588
1.02,-0.428862,5.36002,1.3022
1.021,-0.428341,5.36119,1.29853
1.022,-0.42782,5.36234,1.29486
1.023,-0.427298,5.36347,1.2912
1.024,-0.426776,5.36457,1.28754
1.025,-0.426254,5.36564,1.28389
1.026,-0.425731,5.36669,1.28024
1.027,-0.425208,5.36771,1.27659
1.028,-0.424685,5.36871,1.27295
1.029,-0.424161,5.36968,1.26932
1.03,-0.423637,5.37063,1.26569
1.031,-0.423113,5.37155,1.26206
1.032,-0.422588,5.37245,1.25844
1.033,-0.422063,5.37332,1.25482
1.034,-0.421537,5.37417,1.25121
1.035,-0.421012,5.37499,1.24761
1.036,-0.420486,5.37578,1.24401
1.037,-0.41996,5.37656,1.24041
1.038,-0.419433,5.3773,1.23682
1.039,-0.418907,5.37802,1.23323
1.04,-0.41838,5.37872,1.22965
1.041,-0.417852,5.37939,1.22607
1.042,-0.417325,5.38003,1.2225
1.043,-0.416797,5.38065,1.21893
1.044,-0.416269,5.38125,1.21537
1.045,-0.415741,5.38182,1.21181
1.046,-0.415212,5.38236,1.20826
1.047,-0.414684,5.38288,1.20471
1.048,-0.414155,5.38338,1.20116
1.049,-0.413625,5.38385,1.19763
1.05,-0.413096,5.38429,1.19409
1.051,-0.412566,5.38471,1.19056
1.052,-0.412036,5.3851,1.18704
1.053,-0.411506,5.38547,1.18352
1.054,-0.410976,5.38582,1.18001
1.055,-0.410446,5.38613,1.1765
1.056,-0.409915,5.38643,1.17299
1.057,-0.409384,5.3867,1.1695
1.058,-0.408853,5.38694,1.166
1.059,-0.408322,5.38716,1.16251
1.06,-0.40779,5.38735,1.15903
1.061,-0.407259,5.38752,1.15555
1.062,-0.406727,5.38766,1.15208
1.063,-0.406195,5.38778,1.14861
1.064,-0.405663,5.38787,1.14514
1.065,-0.405131,5.38793,1.14168
1.066,-0.404598,5.38798,1.13823
1.067,-0.404066,5.38799,1.13478
1.068,-0.403533,5.38798,1.13134
1.069,-0.403,5.38795,1.1279
1.07,-0.402467,5.38789,1.12446
1.071,-0.401934,5.38781,1.12103
1.072,-0.4014,5.3877,1.11761
1.073,-0.400867,5.38756,1.11419
1.074,-0.400333,5.3874,1.11078
1.075,-0.399799,5.38722,1.10737
1.076,-0.399265,5.38701,1.10396
1.077,-0.398731,5.38677,1.10057
1.078,-0.398197,5.38651,1.09717
1.079,-0.397663,5.38622,1.09378
1.08,-0.397128,5.38591,1.0904
1.081,-0.396594,5.38558,1.08702
1.082,-0.396059,5.38521,1.08365
1.083,-0.395524,5.38483,1.08028
1.084,-0.394989,5.38441,1.07692
1.085,-0.394454,5.38397,1.07356
1.086,-0.393919,5.38351,1.0702
1.087,-0.393384,5.38302,1.06686
1.088,-0.392849,5.38251,1.06351
1.089,-0.392313,5.38197,1.06018
1.09,-0.391778,5.3814,1.05684
1.091,-0.391242,5.38081,1.05352
1.092,-0.390706,5.3802,1.05019
1.093,-0.39017,5.37955,1.04688
1.094,-0.389634,5.37889,1.04356
1.095,-0.389098,5.37819,1.04026
1.096,-0.388562,5.37748,1.03696
1.097,-0.388026,5.37673,1.03366
1.098,-0.387489,5.37596,1.03037
1.099,-0.386953,5.37517,1.02708
1.1,-0.386417,5.37435,1.0238
1.101,-0.38588,5.3735,1.02052
1.102,-0.385343,5.37263,1.01725
1.103,-0.384806,5.37173,1.01399
1.104,-0.384269,5.37081,1.01072
1.105,-0.383732,5.36986,1.00747
1.106,-0.383195,5.36889,1.00422
1.107,-0.382658,5.36789,1.00097
1.108,-0.382121,5.36686,0.997732
1.109,-0.381584,5.36581,0.994497
1.11,-0.381046,5.36473,0.991267
1.111,-0.380509,5.36363,0.988043
1.112,-0.379971,5.3625,0.984823
1.113,-0.379433,5.36135,0.981608
1.114,-0.378895,5.36017,0.978399
1.115,-0.378358,5.35896,0.975195
1.116,-0.37782,5.35773,0.971996
1.117,-0.377281,5.35647,0.968802
1.118,-0.376743,5.35519,0.965614
1.119,-0.376205,5.35388,0.96243
1.12,-0.375667,5.35254,0.959252
1.121,-0.375128,5.35118,0.956079
1.122,-0.37459,5.34979,0.952911
1.123,-0.374051,5.34837,0.949748
1.124,-0.373512,5.34693,0.946591
1.125,-0.372974,5.34547,0.943439
1.126,-0.372435,5.34397,0.940291
1.127,-0.371896,5.34245,0.937149
1.128,-0.371357,5.34091,0.934013
1.129,-0.370817,5.33934,0.930881
1.13,-0.370278,5.33774,0.927755
1.131,-0.369739,5.33612,0.924633
1.132,-0.369199,5.33446,0.921517
1.133,-0.368659,5.33279,0.918407
1.134,-0.36812,5.33108,0.915301
1.135,-0.36758,5.32936,0.9122
1.136,-0.36704,5.3276,0.909105
1.137,-0.3665,5.32582,0.906015
1.138,-0.365959,5.32401,0.90293
1.139,-0.365419,5.32217,0.89985
1.14,-0.364878,5.32031,0.896776
1.141,-0.364338,5.31842,0.893707
1.142,-0.363797,5.31651,0.890642
1.143,-0.363256,5.31456,0.887584
1.144,-0.362715,5.31259,0.88453
1.145,-0.362174,5.3106,0.881481
1.146,-0.361633,5.30858,0.878438
1.147,-0.361091,5.30653,0.8754
1.148,-0.360549,5.30445,0.872367
1.149,-0.360008,5.30235,0.869339
1.15,-0.359466,5.30022,0.866316
1.151,-0.358924,5.29806,0.863299
1.152,-0.358381,5.29588,0.860287
1.153,-0.357839,5.29367,0.85728
1.154,-0.357296,5.29143,0.854278
1.155,-0.356753,5.28917,0.851281
1.156,-0.35621,5.28688,0.84829
1.157,-0.355667,5.28456,0.845304
1.158,-0.355124,5.28221,0.842323
1.159,-0.35458,5.27984,0.839347
1.16,-0.354036,5.27744,0.836376
1.161,-0.353492,5.27501,0.833411
1.162,-0.352948,5.27256,0.83045
1.163,-0.352403,5.27008,0.827495
1.164,-0.351859,5.26757,0.824545
1.165,-0.351314,5.26503,0.8216
1.166,-0.350769,5.26247,0.818661
1.167,-0.350223,5.25988,0.815726
1.168,-0.349678,5.25726,0.812797
1.169,-0.349132,5.25461,0.809873
1.17,-0.348585,5.25194,0.806954
1.171,-0.348039,5.24923,0.804041
1.172,-0.347492,5.24651,0.801132
1.173,-0.346945,5.24375,0.798229
1.174,-0.346398,5.24096,0.795331
1.175,-0.34585,5.23815,0.792438
1.176,-0.345302,5.23531,0.78955
1.177,-0.344754,5.23244,0.786667
1.178,-0.344205,5.22955,0.78379
1.179,-0.343657,5.22662,0.780917
1.18,-0.343107,5.22367,0.77805
1.181,-0.342558,5.22069,0.775188
1.182,-0.342008,5.21769,0.772331
1.183,-0.341457,5.21465,0.76948
1.184,-0.340907,5.21159,0.766633
1.185,-0.340356,5.2085,0.763792
1.186,-0.339804,5.20538,0.760956
1.187,-0.339252,5.20223,0.758125
1.188,-0.3387,5.19905,0.755299
1.189,-0.338147,5.19585,0.752478
1.19,-0.337594,5.19261,0.749662
1.191,-0.337041,5.18935,0.746852
1.192,-0.336487,5.18606,0.744047
1.193,-0.335932,5.18275,0.741246
1.194,-0.335377,5.1794,0.738451
1.195,-0.334822,5.17603,0.735662
1.196,-0.334266,5.17262,0.732877
1.197,-0.33371,5.16919,0.730097
1.198,-0.333153,5.16573,0.727323
1.199,-0.332595,5.16224,0.724553
1.2,-0.332038,5.15872,0.721789
1.201,-0.331479,5.15518,0.71903
1.202,-0.33092,5.1516,0.716276
1.203,-0.33036,5.148,0.713527
1.204,-0.3298,5.14437,0.710783
1.205,-0.329239,5.1407,0.708045
1.206,-0.328678,5.13701,0.705311
1.207,-0.328116,5.13329,0.702583
1.208,-0.327553,5.12954,0.699859
1.209,-0.32699,5.12577,0.697141
1.21,-0.326426,5.12196,0.694428
1.211,-0.325862,5.11812,0.69172
1.212,-0.325296,5.11426,0.689017
1.213,-0.32473,5.11037,0.686319
1.214,-0.324164,5.10644,0.683627
1.215,-0.323596,5.10249,0.680939
1.216,-0.323028,5.09851,0.678256
1.217,-0.322459,5.0945,0.675579
1.218,-0.32189,5.09046,0.672906
1.219,-0.321319,5.08639,0.670239
1.22,-0.320748,5.08229,0.667577
1.221,-0.320176,5.07816,0.66492
1.222,-0.319603,5.074,0.662268
1.223,-0.31903,5.06981,0.659621
1.224,-0.318455,5.06559,0.656979
1.225,-0.31788,5.06135,0.654342
1.226,-0.317303,5.05707,0.65171
1.227,-0.316726,5.05276,0.649083
1.228,-0.316148,5.04842,0.646461
1.229,-0.315569,5.04406,0.643844
1.23,-0.314989,5.03966,0.641233
1.231,-0.314408,5.03524,0.638626
1.232,-0.313826,5.03078,0.636025
1.233,-0.313243,5.02629,0.633428
1.234,-0.312659,5.02178,0.630836
1.235,-0.312074,5.01723,0.62825
1.236,-0.311487,5.01265,0.625668
1.237,-0.3109,5.00805,0.623092
1.238,-0.310312,5.00341,0.62052
1.239,-0.309722,4.99874,0.617954
1.24,-0.309132,4.99404,0.615393
1.241,-0.30854,4.98932,0.612836
1.242,-0.307947,4.98456,0.610285
1.243,-0.307353,4.97977,0.607738
1.244,-0.306758,4.97495,0.605197
1.245,-0.306161,4.9701,0.602661
1.246,-0.305563,4.96522,0.600129
1.247,-0.304964,4.96031,0.597603
1.248,-0.304364,4.95537,0.595081
1.249,-0.303762,4.9504,0.592565
1.25,-0.303159,4.94539,0.590053
1.251,-0.302555,4.94036,0.587547
1.252,-0.301949,4.9353,0.585045
1.253,-0.301341,4.9302,0.582548
1.254,-0.300733,4.92507,0.580057
1.255,-0.300123,4.91992,0.57757
1.256,-0.299511,4.91473,0.575088
1.257,-0.298898,4.90951,0.572611
1.258,-0.298284,4.90426,0.57014
1.259,-0.297668,4.89898,0.567673
1.26,-0.29705,4.89367,0.565211
1.261,-0.296431,4.88832,0.562754
1.262,-0.29581,4.88295,0.560301
1.263,-0.295187,4.87754,0.557854
1.264,-0.294563,4.8721,0.555412
1.265,-0.293937,4.86663,0.552975
1.266,-0.29331,4.86113,0.550542
1.267,-0.292681,4.8556,0.548115
1.268,-0.29205,4.85004,0.545692
1.269,-0.291417,4.84444,0.543274
1.27,-0.290782,4.83882,0.540861
1.271,-0.290146,4.83316,0.538453
1.272,-0.289507,4.82747,0.53605
1.273,-0.288867,4.82175,0.533652
1.274,-0.288225,4.81599,0.531259
1.275,-0.287581,4.81021,0.528871
1.276,-0.286935,4.80439,0.526487
1.277,-0.286287,4.79854,0.524108
1.278,-0.285637,4.79266,0.521734
1.279,-0.284985,4.78674,0.519365
1.28,-0.284331,4.7808,0.517001
1.281,-0.283675,4.77482,0.514642
1.282,-0.283017,4.76881,0.512288
1.283,-0.282357,4.76277,0.509938
1.284,-0.281694,4.75669,0.507593
1.285,-0.281029,4.75059,0.505254
1.286,-0.280362,4.74445,0.502918
1.287,-0.279693,4.73828,0.500588
1.288,-0.279021,4.73207,0.498263
1.289,-0.278347,4.72584,0.495942
1.29,-0.277671,4.71957,0.493626
1.291,-0.276993,4.71327,0.491315
1.292,-0.276312,4.70693,0.489009
1.293,-0.275628,4.70056,0.486708
1.294,-0.274942,4.69416,0.484411
1.295,-0.274254,4.68773,0.482119
1.296,-0.273563,4.68126,0.479832
1.297,-0.272869,4.67477,0.47755
1.298,-0.272173,4.66823,0.475273
1.299,-0.271475,4.66167,0.473
1.3,-0.270773,4.65507,0.470732
1.301,-0.270069,4.64844,0.468469
1.302,-0.269363,4.64178,0.46621
1.303,-0.268653,4.63508,0.463957
1.304,-0.267941,4.62835,0.461708
1.305,-0.267226,4.62158,0.459463
1.306,-0.266509,4.61479,0.457224
1.307,-0.265788,4.60795,0.454989
1.308,-0.265064,4.60109,0.452759
1.309,-0.264338,4.59419,0.450534
1.31,-0.263609,4.58726,0.448313
1.311,-0.262876,4.58029,0.446098
1.312,-0.262141,4.57329,0.443886
1.313,-0.261402,4.56626,0.44168
1.314,-0.260661,4.55919,0.439478
1.315,-0.259916,4.55209,0.437281
1.316,-0.259169,4.54496,0.435089
1.317,-0.258418,4.53779,0.432901
1.318,-0.257664,4.53059,0.430718
1.319,-0.256906,4.52335,0.42854
1.32,-0.256146,4.51608,0.426366
1.321,-0.255382,4.50877,0.424197
1.322,-0.254615,4.50143,0.422033
1.323,-0.253844,4.49406,0.419873
1.324,-0.25307,4.48665,0.417718
1.325,-0.252293,4.47921,0.415568
1.326,-0.251512,4.47173,0.413422
1.327,-0.250728,4.46422,0.411281
1.328,-0.24994,4.45667,0.409145
1.329,-0.249149,4.44909,0.407013
1.33,-0.248354,4.44148,0.404886
1.331,-0.247555,4.43383,0.402763
1.332,-0.246753,4.42614,0.400645
1.333,-0.245947,4.41842,0.398532
1.334,-0.245138,4.41067,0.396423
1.335,-0.244324,4.40288,0.394319
1.336,-0.243507,4.39505,0.392219
1.337,-0.242687,4.38719,0.390124
1.338,-0.241862,4.3793,0.388034
1.339,-0.241033,4.37137,0.385948
1.34,-0.240201,4.36341,0.383867
1.341,-0.239365,4.35541,0.38179
1.342,-0.238524,4.34737,0.379718
1.343,-0.23768,4.3393,0.37765
1.344,-0.236832,4.33119,0.375587
1.345,-0.23598,4.32305,0.373529
1.346,-0.235123,4.31487,0.371475
1.347,-0.234263,4.30666,0.369425
1.348,-0.233398,4.29842,0.36738
1.349,-0.23253,4.29013,0.36534
1.35,-0.231657,4.28181,0.363304
1.351,-0.23078,4.27346,0.361273
1.352,-0.229899,4.26507,0.359246
1.353,-0.229013,4.25664,0.357224
1.354,-0.228123,4.24818,0.355206
1.355,-0.227229,4.23969,0.353193
1.356,-0.226331,4.23115,0.351184
1.357,-0.225428,4.22259,0.349179
1.358,-0.224521,4.21398,0.347179
1.359,-0.223609,4.20534,0.345184
1.36,-0.222693,4.19667,0.343193
1.361,-0.221772,4.18796,0.341207
1.362,-0.220848,4.17921,0.339225
1.363,-0.219918,4.17043,0.337247
1.364,-0.218984,4.16161,0.335274
1.365,-0.218046,4.15275,0.333305
1.366,-0.217102,4.14386,0.331341
1.367,-0.216155,4.13494,0.329381
1.368,-0.215202,4.12598,0.327426
1.369,-0.214246,4.11698,0.325475
1.37,-0.213284,4.10795,0.323528
1.371,-0.212318,4.09888,0.321586
1.372,-0.211347,4.08977,0.319648
1.373,-0.210371,4.08063,0.317715
1.374,-0.209391,4.07146,0.315786
1.375,-0.208406,4.06225,0.313861
1.376,-0.207417,4.053,0.311941
1.377,-0.206422,4.04372,0.310025
1.378,-0.205423,4.0344,0.308113
1.379,-0.204419,4.02504,0.306206
