t,x,theta,u
1.561,-0.437025,0.00557389,-0.137306
1.562,-0.436662,0.00564203,-0.137933
1.563,-0.436299,0.00570994,-0.138558
1.564,-0.435937,0.00577761,-0.13918
1.565,-0.435575,0.00584504,-0.1398
1.566,-0.435213,0.00591224,-0.140417
1.567,-0.43485,0.0059792,-0.141032
1.568,-0.434489,0.00604593,-0.141645
1.569,-0.434127,0.00611243,-0.142255
1.57,-0.433765,0.00617869,-0.142862
1.571,-0.433404,0.00624472,-0.143467
1.572,-0.433042,0.00631051,-0.14407
1.573,-0.432681,0.00637608,-0.14467
1.574,-0.43232,0.00644141,-0.145268
1.575,-0.431959,0.00650652,-0.145863
1.576,-0.431598,0.00657139,-0.146456
1.577,-0.431237,0.00663603,-0.147047
1.578,-0.430876,0.00670045,-0.147635
1.579,-0.430516,0.00676464,-0.148221
1.58,-0.430156,0.0068286,-0.148805
1.581,-0.429795,0.00689233,-0.149386
1.582,-0.429435,0.00695583,-0.149964
1.583,-0.429075,0.00701911,-0.150541
1.584,-0.428716,0.00708217,-0.151115
1.585,-0.428356,0.007145,-0.151687
1.586,-0.427996,0.0072076,-0.152256
1.587,-0.427637,0.00726999,-0.152823
1.588,-0.427278,0.00733215,-0.153388
1.589,-0.426919,0.00739408,-0.15395
1.59,-0.42656,0.0074558,-0.15451
1.591,-0.426201,0.00751729,-0.155068
1.592,-0.425842,0.00757856,-0.155624
1.593,-0.425484,0.00763961,-0.156177
1.594,-0.425125,0.00770044,-0.156728
1.595,-0.424767,0.00776105,-0.157276
1.596,-0.424409,0.00782145,-0.157823
1.597,-0.424051,0.00788162,-0.158367
1.598,-0.423693,0.00794158,-0.158909
1.599,-0.423335,0.00800132,-0.159448
1.6,-0.422978,0.00806084,-0.159986
1.601,-0.42262,0.00812015,-0.160521
1.602,-0.422263,0.00817924,-0.161054
1.603,-0.421906,0.00823812,-0.161584
1.604,-0.421549,0.00829678,-0.162113
1.605,-0.421192,0.00835523,-0.162639
1.606,-0.420835,0.00841346,-0.163163
1.607,-0.420479,0.00847149,-0.163685
1.608,-0.420122,0.0085293,-0.164204
1.609,-0.419766,0.00858689,-0.164722
1.61,-0.41941,0.00864428,-0.165237
1.611,-0.419054,0.00870146,-0.16575
1.612,-0.418698,0.00875842,-0.166261
1.613,-0.418343,0.00881518,-0.16677
1.614,-0.417987,0.00887173,-0.167276
1.615,-0.417632,0.00892806,-0.167781
1.616,-0.417277,0.00898419,-0.168283
1.617,-0.416922,0.00904012,-0.168783
1.618,-0.416567,0.00909583,-0.169281
1.619,-0.416212,0.00915134,-0.169777
1.62,-0.415857,0.00920665,-0.170271
1.621,-0.415503,0.00926174,-0.170762
1.622,-0.415149,0.00931664,-0.171252
1.623,-0.414794,0.00937133,-0.171739
1.624,-0.41444,0.00942581,-0.172225
1.625,-0.414087,0.00948009,-0.172708
1.626,-0.413733,0.00953417,-0.173189
1.627,-0.413379,0.00958805,-0.173668
1.628,-0.413026,0.00964172,-0.174145
1.629,-0.412673,0.00969519,-0.17462
1.63,-0.41232,0.00974847,-0.175093
1.631,-0.411967,0.00980154,-0.175564
1.632,-0.411614,0.00985441,-0.176033
1.633,-0.411261,0.00990708,-0.176499
1.634,-0.410909,0.00995956,-0.176964
1.635,-0.410557,0.0100118,-0.177427
1.636,-0.410205,0.0100639,-0.177887
1.637,-0.409853,0.0101158,-0.178346
1.638,-0.409501,0.0101675,-0.178802
1.639,-0.409149,0.010219,-0.179257
1.64,-0.408798,0.0102703,-0.179709
1.641,-0.408446,0.0103214,-0.18016
1.642,-0.408095,0.0103723,-0.180609
1.643,-0.407744,0.010423,-0.181055
1.644,-0.407393,0.0104735,-0.1815
1.645,-0.407043,0.0105238,-0.181942
1.646,-0.406692,0.0105739,-0.182383
1.647,-0.406342,0.0106239,-0.182822
1.648,-0.405991,0.0106736,-0.183258
1.649,-0.405641,0.0107232,-0.183693
1.65,-0.405292,0.0107725,-0.184126
1.651,-0.404942,0.0108217,-0.184557
1.652,-0.404592,0.0108707,-0.184986
1.653,-0.404243,0.0109195,-0.185413
1.654,-0.403894,0.0109681,-0.185838
1.655,-0.403545,0.0110165,-0.186261
1.656,-0.403196,0.0110647,-0.186682
1.657,-0.402847,0.0111127,-0.187101
1.658,-0.402498,0.0111606,-0.187519
1.659,-0.40215,0.0112083,-0.187934
1.66,-0.401802,0.0112557,-0.188348
1.661,-0.401454,0.011303,-0.18876
1.662,-0.401106,0.0113502,-0.18917
1.663,-0.400758,0.0113971,-0.189578
1.664,-0.40041,0.0114438,-0.189984
1.665,-0.400063,0.0114904,-0.190388
1.666,-0.399716,0.0115368,-0.19079
1.667,-0.399369,0.011583,-0.191191
1.668,-0.399022,0.011629,-0.19159
1.669,-0.398675,0.0116748,-0.191986
1.67,-0.398328,0.0117204,-0.192381
1.671,-0.397982,0.0117659,-0.192775
1.672,-0.397636,0.0118112,-0.193166
1.673,-0.39729,0.0118563,-0.193555
1.674,-0.396944,0.0119012,-0.193943
1.675,-0.396598,0.011946,-0.194329
1.676,-0.396253,0.0119905,-0.194713
1.677,-0.395907,0.0120349,-0.195095
1.678,-0.395562,0.0120792,-0.195476
1.679,-0.395217,0.0121232,-0.195854
1.68,-0.394872,0.0121671,-0.196231
1.681,-0.394527,0.0122107,-0.196606
1.682,-0.394183,0.0122543,-0.19698
1.683,-0.393839,0.0122976,-0.197351
1.684,-0.393494,0.0123408,-0.197721
1.685,-0.39315,0.0123837,-0.198089
1.686,-0.392807,0.0124266,-0.198455
1.687,-0.392463,0.0124692,-0.19882
1.688,-0.39212,0.0125117,-0.199182
1.689,-0.391776,0.012554,-0.199543
1.69,-0.391433,0.0125961,-0.199903
1.691,-0.39109,0.012638,-0.20026
1.692,-0.390747,0.0126798,-0.200616
1.693,-0.390405,0.0127214,-0.20097
1.694,-0.390062,0.0127629,-0.201323
1.695,-0.38972,0.0128041,-0.201673
1.696,-0.389378,0.0128452,-0.202022
1.697,-0.389036,0.0128862,-0.202369
1.698,-0.388694,0.0129269,-0.202715
1.699,-0.388353,0.0129675,-0.203059
1.7,-0.388012,0.013008,-0.203401
1.701,-0.38767,0.0130482,-0.203742
1.702,-0.387329,0.0130883,-0.20408
1.703,-0.386988,0.0131282,-0.204418
1.704,-0.386648,0.013168,-0.204753
1.705,-0.386307,0.0132076,-0.205087
1.706,-0.385967,0.013247,-0.205419
1.707,-0.385627,0.0132863,-0.205749
1.708,-0.385287,0.0133254,-0.206078
1.709,-0.384947,0.0133644,-0.206406
1.71,-0.384608,0.0134031,-0.206731
1.711,-0.384268,0.0134418,-0.207055
1.712,-0.383929,0.0134802,-0.207377
1.713,-0.38359,0.0135185,-0.207698
1.714,-0.383251,0.0135566,-0.208017
1.715,-0.382913,0.0135946,-0.208335
1.716,-0.382574,0.0136324,-0.20865
1.717,-0.382236,0.0136701,-0.208965
1.718,-0.381898,0.0137076,-0.209277
1.719,-0.38156,0.0137449,-0.209588
1.72,-0.381222,0.0137821,-0.209898
1.721,-0.380884,0.0138191,-0.210205
1.722,-0.380547,0.0138559,-0.210512
1.723,-0.38021,0.0138926,-0.210816
1.724,-0.379873,0.0139292,-0.21112
1.725,-0.379536,0.0139656,-0.211421
1.726,-0.379199,0.0140018,-0.211721
1.727,-0.378863,0.0140379,-0.212019
1.728,-0.378526,0.0140738,-0.212316
1.729,-0.37819,0.0141095,-0.212612
1.73,-0.377854,0.0141452,-0.212905
1.731,-0.377519,0.0141806,-0.213198
1.732,-0.377183,0.0142159,-0.213488
1.733,-0.376848,0.0142511,-0.213778
1.734,-0.376513,0.0142861,-0.214065
1.735,-0.376178,0.0143209,-0.214351
1.736,-0.375843,0.0143556,-0.214636
1.737,-0.375508,0.0143901,-0.214919
1.738,-0.375174,0.0144245,-0.2152
1.739,-0.374839,0.0144588,-0.21548
1.74,-0.374505,0.0144928,-0.215759
1.741,-0.374171,0.0145268,-0.216036
1.742,-0.373838,0.0145606,-0.216312
1.743,-0.373504,0.0145942,-0.216586
1.744,-0.373171,0.0146277,-0.216858
1.745,-0.372838,0.014661,-0.217129
1.746,-0.372505,0.0146942,-0.217399
1.747,-0.372172,0.0147273,-0.217667
1.748,-0.37184,0.0147602,-0.217934
1.749,-0.371507,0.0147929,-0.218199
1.75,-0.371175,0.0148255,-0.218463
1.751,-0.370843,0.014858,-0.218725
1.752,-0.370511,0.0148903,-0.218986
1.753,-0.37018,0.0149225,-0.219246
1.754,-0.369848,0.0149545,-0.219503
1.755,-0.369517,0.0149864,-0.21976
1.756,-0.369186,0.0150181,-0.220015
1.757,-0.368855,0.0150497,-0.220269
1.758,-0.368524,0.0150811,-0.220521
1.759,-0.368194,0.0151125,-0.220772
1.76,-0.367864,0.0151436,-0.221021
1.761,-0.367534,0.0151746,-0.221269
1.762,-0.367204,0.0152055,-0.221516
1.763,-0.366874,0.0152363,-0.221761
1.764,-0.366544,0.0152669,-0.222005
1.765,-0.366215,0.0152973,-0.222247
1.766,-0.365886,0.0153276,-0.222488
1.767,-0.365557,0.0153578,-0.222728
1.768,-0.365228,0.0153878,-0.222966
1.769,-0.3649,0.0154177,-0.223203
1.77,-0.364571,0.0154475,-0.223439
1.771,-0.364243,0.0154771,-0.223673
1.772,-0.363915,0.0155066,-0.223906
1.773,-0.363587,0.015536,-0.224137
1.774,-0.36326,0.0155652,-0.224367
1.775,-0.362932,0.0155942,-0.224596
1.776,-0.362605,0.0156232,-0.224823
1.777,-0.362278,0.015652,-0.225049
1.778,-0.361951,0.0156806,-0.225274
1.779,-0.361625,0.0157092,-0.225497
1.78,-0.361298,0.0157376,-0.225719
1.781,-0.360972,0.0157658,-0.22594
1.782,-0.360646,0.015794,-0.226159
1.783,-0.36032,0.015822,-0.226377
1.784,-0.359995,0.0158498,-0.226594
1.785,-0.359669,0.0158775,-0.226809
1.786,-0.359344,0.0159051,-0.227023
1.787,-0.359019,0.0159326,-0.227236
1.788,-0.358694,0.0159599,-0.227447
1.789,-0.358369,0.0159871,-0.227658
1.79,-0.358045,0.0160142,-0.227866
1.791,-0.357721,0.0160411,-0.228074
1.792,-0.357397,0.0160679,-0.22828
1.793,-0.357073,0.0160946,-0.228485
1.794,-0.356749,0.0161212,-0.228689
1.795,-0.356426,0.0161476,-0.228891
1.796,-0.356102,0.0161739,-0.229093
1.797,-0.355779,0.0162,-0.229292
1.798,-0.355456,0.0162261,-0.229491
1.799,-0.355134,0.016252,-0.229689
1.8,-0.354811,0.0162778,-0.229885
1.801,-0.354489,0.0163034,-0.23008
1.802,-0.354167,0.0163289,-0.230273
1.803,-0.353845,0.0163543,-0.230466
1.804,-0.353523,0.0163796,-0.230657
1.805,-0.353202,0.0164047,-0.230847
1.806,-0.35288,0.0164298,-0.231035
1.807,-0.352559,0.0164547,-0.231223
1.808,-0.352238,0.0164794,-0.231409
1.809,-0.351917,0.0165041,-0.231594
1.81,-0.351597,0.0165286,-0.231778
1.811,-0.351277,0.016553,-0.23196
1.812,-0.350957,0.0165773,-0.232142
1.813,-0.350637,0.0166014,-0.232322
1.814,-0.350317,0.0166254,-0.232501
1.815,-0.349997,0.0166494,-0.232678
1.816,-0.349678,0.0166731,-0.232855
1.817,-0.349359,0.0166968,-0.23303
1.818,-0.34904,0.0167203,-0.233204
1.819,-0.348721,0.0167438,-0.233377
1.82,-0.348403,0.0167671,-0.233549
1.821,-0.348085,0.0167903,-0.23372
1.822,-0.347766,0.0168133,-0.233889
1.823,-0.347448,0.0168363,-0.234057
1.824,-0.347131,0.0168591,-0.234225
1.825,-0.346813,0.0168818,-0.234391
1.826,-0.346496,0.0169044,-0.234555
1.827,-0.346179,0.0169268,-0.234719
1.828,-0.345862,0.0169492,-0.234881
1.829,-0.345545,0.0169714,-0.235043
1.83,-0.345229,0.0169935,-0.235203
1.831,-0.344912,0.0170155,-0.235362
1.832,-0.344596,0.0170374,-0.23552
1.833,-0.34428,0.0170592,-0.235676
1.834,-0.343965,0.0170808,-0.235832
1.835,-0.343649,0.0171024,-0.235987
1.836,-0.343334,0.0171238,-0.23614
1.837,-0.343019,0.0171451,-0.236292
1.838,-0.342704,0.0171663,-0.236443
1.839,-0.342389,0.0171873,-0.236593
1.84,-0.342075,0.0172083,-0.236742
1.841,-0.341761,0.0172291,-0.23689
1.842,-0.341446,0.0172499,-0.237037
1.843,-0.341133,0.0172705,-0.237182
1.844,-0.340819,0.017291,-0.237327
1.845,-0.340505,0.0173114,-0.23747
1.846,-0.340192,0.0173317,-0.237612
1.847,-0.339879,0.0173519,-0.237753
1.848,-0.339566,0.0173719,-0.237894
1.849,-0.339254,0.0173919,-0.238033
1.85,-0.338941,0.0174117,-0.23817
1.851,-0.338629,0.0174314,-0.238307
1.852,-0.338317,0.0174511,-0.238443
1.853,-0.338005,0.0174706,-0.238578
1.854,-0.337693,0.01749,-0.238712
1.855,-0.337382,0.0175093,-0.238844
1.856,-0.337071,0.0175285,-0.238976
1.857,-0.33676,0.0175475,-0.239106
1.858,-0.336449,0.0175665,-0.239236
1.859,-0.336138,0.0175854,-0.239364
1.86,-0.335828,0.0176041,-0.239491
1.861,-0.335518,0.0176227,-0.239618
1.862,-0.335208,0.0176413,-0.239743
1.863,-0.334898,0.0176597,-0.239867
1.864,-0.334588,0.017678,-0.23999
1.865,-0.334279,0.0176963,-0.240112
1.866,-0.33397,0.0177144,-0.240234
1.867,-0.333661,0.0177324,-0.240354
1.868,-0.333352,0.0177503,-0.240473
1.869,-0.333044,0.0177681,-0.240591
1.87,-0.332735,0.0177858,-0.240708
1.871,-0.332427,0.0178034,-0.240824
1.872,-0.332119,0.0178208,-0.240939
1.873,-0.331811,0.0178382,-0.241053
1.874,-0.331504,0.0178555,-0.241166
1.875,-0.331197,0.0178727,-0.241278
1.876,-0.330889,0.0178897,-0.241389
1.877,-0.330582,0.0179067,-0.241499
1.878,-0.330276,0.0179236,-0.241608
1.879,-0.329969,0.0179403,-0.241716
1.88,-0.329663,0.017957,-0.241823
1.881,-0.329357,0.0179736,-0.24193
1.882,-0.329051,0.01799,-0.242035
1.883,-0.328745,0.0180064,-0.242139
1.884,-0.32844,0.0180227,-0.242242
1.885,-0.328135,0.0180388,-0.242344
1.886,-0.32783,0.0180549,-0.242446
1.887,-0.327525,0.0180708,-0.242546
1.888,-0.32722,0.0180867,-0.242645
1.889,-0.326916,0.0181025,-0.242744
1.89,-0.326611,0.0181181,-0.242841
1.891,-0.326307,0.0181337,-0.242937
1.892,-0.326004,0.0181492,-0.243033
1.893,-0.3257,0.0181645,-0.243128
1.894,-0.325397,0.0181798,-0.243221
1.895,-0.325093,0.018195,-0.243314
1.896,-0.324791,0.0182101,-0.243406
1.897,-0.324488,0.0182251,-0.243497
1.898,-0.324185,0.01824,-0.243587
1.899,-0.323883,0.0182547,-0.243676
1.9,-0.323581,0.0182694,-0.243764
1.901,-0.323279,0.018284,-0.243851
1.902,-0.322977,0.0182985,-0.243937
1.903,-0.322675,0.018313,-0.244022
1.904,-0.322374,0.0183273,-0.244107
1.905,-0.322073,0.0183415,-0.24419
1.906,-0.321772,0.0183556,-0.244273
1.907,-0.321471,0.0183697,-0.244355
1.908,-0.321171,0.0183836,-0.244435
1.909,-0.320871,0.0183974,-0.244515
1.91,-0.320571,0.0184112,-0.244594
1.911,-0.320271,0.0184249,-0.244672
1.912,-0.319971,0.0184384,-0.24475
1.913,-0.319672,0.0184519,-0.244826
1.914,-0.319372,0.0184653,-0.244901
1.915,-0.319073,0.0184786,-0.244976
1.916,-0.318775,0.0184918,-0.24505
1.917,-0.318476,0.0185049,-0.245123
1.918,-0.318178,0.0185179,-0.245195
1.919,-0.317879,0.0185309,-0.245266
1.92,-0.317581,0.0185437,-0.245336
1.921,-0.317284,0.0185565,-0.245405
1.922,-0.316986,0.0185691,-0.245474
1.923,-0.316689,0.0185817,-0.245541
1.924,-0.316392,0.0185942,-0.245608
1.925,-0.316095,0.0186066,-0.245674
1.926,-0.315798,0.0186189,-0.245739
1.927,-0.315501,0.0186311,-0.245803
1.928,-0.315205,0.0186432,-0.245867
1.929,-0.314909,0.0186553,-0.245929
1.93,-0.314613,0.0186672,-0.245991
1.931,-0.314318,0.0186791,-0.246052
1.932,-0.314022,0.0186909,-0.246112
1.933,-0.313727,0.0187025,-0.246171
1.934,-0.313432,0.0187142,-0.24623
1.935,-0.313137,0.0187257,-0.246287
1.936,-0.312842,0.0187371,-0.246344
1.937,-0.312548,0.0187485,-0.2464
1.938,-0.312254,0.0187597,-0.246455
1.939,-0.31196,0.0187709,-0.246509
1.94,-0.311666,0.018782,-0.246563
1.941,-0.311372,0.018793,-0.246615
1.942,-0.311079,0.0188039,-0.246667
1.943,-0.310786,0.0188148,-0.246718
1.944,-0.310493,0.0188255,-0.246769
1.945,-0.3102,0.0188362,-0.246818
1.946,-0.309907,0.0188468,-0.246867
1.947,-0.309615,0.0188573,-0.246915
1.948,-0.309323,0.0188677,-0.246962
1.949,-0.309031,0.018878,-0.247008
1.95,-0.308739,0.0188883,-0.247054
1.951,-0.308448,0.0188985,-0.247098
1.952,-0.308157,0.0189086,-0.247142
1.953,-0.307866,0.0189186,-0.247185
1.954,-0.307575,0.0189285,-0.247228
1.955,-0.307284,0.0189384,-0.247269
1.956,-0.306994,0.0189481,-0.24731
1.957,-0.306703,0.0189578,-0.24735
1.958,-0.306413,0.0189674,-0.24739
1.959,-0.306124,0.018977,-0.247428
1.96,-0.305834,0.0189864,-0.247466
1.961,-0.305545,0.0189958,-0.247503
1.962,-0.305256,0.0190051,-0.247539
1.963,-0.304967,0.0190143,-0.247575
1.964,-0.304678,0.0190234,-0.24761
1.965,-0.304389,0.0190325,-0.247644
1.966,-0.304101,0.0190414,-0.247677
1.967,-0.303813,0.0190503,-0.247709
1.968,-0.303525,0.0190591,-0.247741
1.969,-0.303237,0.0190679,-0.247772
1.97,-0.30295,0.0190765,-0.247803
1.971,-0.302662,0.0190851,-0.247832
1.972,-0.302375,0.0190936,-0.247861
1.973,-0.302088,0.0191021,-0.247889
1.974,-0.301802,0.0191104,-0.247917
1.975,-0.301515,0.0191187,-0.247943
1.976,-0.301229,0.0191269,-0.247969
1.977,-0.300943,0.019135,-0.247994
1.978,-0.300657,0.0191431,-0.248019
1.979,-0.300372,0.019151,-0.248043
1.98,-0.300086,0.0191589,-0.248066
1.981,-0.299801,0.0191668,-0.248088
1.982,-0.299516,0.0191745,-0.24811
1.983,-0.299231,0.0191822,-0.248131
1.984,-0.298947,0.0191898,-0.248151
1.985,-0.298663,0.0191973,-0.248171
1.986,-0.298378,0.0192048,-0.24819
1.987,-0.298095,0.0192121,-0.248208
1.988,-0.297811,0.0192194,-0.248225
1.989,-0.297527,0.0192267,-0.248242
1.99,-0.297244,0.0192338,-0.248258
1.991,-0.296961,0.0192409,-0.248274
1.992,-0.296678,0.0192479,-0.248288
1.993,-0.296396,0.0192549,-0.248303
1.994,-0.296113,0.0192618,-0.248316
1.995,-0.295831,0.0192686,-0.248329
1.996,-0.295549,0.0192753,-0.248341
1.997,-0.295267,0.0192819,-0.248352
1.998,-0.294985,0.0192885,-0.248363
1.999,-0.294704,0.019295,-0.248373
2,-0.294423,0.0193015,-0.248382
2.001,-0.294142,0.0193079,-0.248391
2.002,-0.293861,0.0193142,-0.248399
2.003,-0.293581,0.0193204,-0.248406
2.004,-0.2933,0.0193266,-0.248413
2.005,-0.29302,0.0193326,-0.248419
2.006,-0.29274,0.0193387,-0.248424
2.007,-0.292461,0.0193446,-0.248429
2.008,-0.292181,0.0193505,-0.248433
2.009,-0.291902,0.0193563,-0.248437
2.01,-0.291623,0.0193621,-0.248439
2.011,-0.291344,0.0193678,-0.248442
2.012,-0.291065,0.0193734,-0.248443
2.013,-0.290787,0.0193789,-0.248444
2.014,-0.290508,0.0193844,-0.248444
2.015,-0.29023,0.0193898,-0.248444
2.016,-0.289953,0.0193951,-0.248443
2.017,-0.289675,0.0194004,-0.248441
2.018,-0.289398,0.0194056,-0.248439
2.019,-0.28912,0.0194108,-0.248436
2.02,-0.288844,0.0194159,-0.248433
2.021,-0.288567,0.0194209,-0.248429
2.022,-0.28829,0.0194258,-0.248424
2.023,-0.288014,0.0194307,-0.248419
2.024,-0.287738,0.0194355,-0.248413
2.025,-0.287462,0.0194402,-0.248406
2.026,-0.287186,0.0194449,-0.248399
2.027,-0.286911,0.0194495,-0.248391
2.028,-0.286635,0.0194541,-0.248383
2.029,-0.28636,0.0194586,-0.248374
2.03,-0.286085,0.019463,-0.248364
2.031,-0.285811,0.0194674,-0.248354
2.032,-0.285536,0.0194717,-0.248343
2.033,-0.285262,0.0194759,-0.248332
2.034,-0.284988,0.0194801,-0.24832
2.035,-0.284714,0.0194842,-0.248307
2.036,-0.284441,0.0194882,-0.248294
2.037,-0.284167,0.0194922,-0.24828
2.038,-0.283894,0.0194961,-0.248266
2.039,-0.283621,0.0195,-0.248251
2.04,-0.283348,0.0195038,-0.248235
2.041,-0.283076,0.0195075,-0.248219
2.042,-0.282803,0.0195112,-0.248203
2.043,-0.282531,0.0195148,-0.248185
2.044,-0.282259,0.0195183,-0.248168
2.045,-0.281988,0.0195218,-0.248149
2.046,-0.281716,0.0195252,-0.24813
2.047,-0.281445,0.0195286,-0.248111
2.048,-0.281174,0.0195319,-0.248091
2.049,-0.280903,0.0195351,-0.24807
2.05,-0.280632,0.0195383,-0.248049
2.051,-0.280362,0.0195414,-0.248027
2.052,-0.280092,0.0195445,-0.248005
2.053,-0.279821,0.0195475,-0.247982
2.054,-0.279552,0.0195504,-0.247959
2.055,-0.279282,0.0195533,-0.247935
2.056,-0.279013,0.0195562,-0.24791
2.057,-0.278743,0.0195589,-0.247885
2.058,-0.278474,0.0195616,-0.24786
2.059,-0.278206,0.0195643,-0.247833
2.06,-0.277937,0.0195669,-0.247807
2.061,-0.277669,0.0195694,-0.247779
2.062,-0.277401,0.0195719,-0.247752
2.063,-0.277133,0.0195743,-0.247723
2.064,-0.276865,0.0195766,-0.247695
2.065,-0.276597,0.0195789,-0.247665
2.066,-0.27633,0.0195812,-0.247635
2.067,-0.276063,0.0195834,-0.247605
2.068,-0.275796,0.0195855,-0.247574
2.069,-0.275529,0.0195876,-0.247542
2.07,-0.275263,0.0195896,-0.24751
2.071,-0.274997,0.0195916,-0.247478
2.072,-0.274731,0.0195935,-0.247445
2.073,-0.274465,0.0195953,-0.247411
2.074,-0.274199,0.0195971,-0.247377
2.075,-0.273934,0.0195988,-0.247343
2.076,-0.273668,0.0196005,-0.247308
2.077,-0.273403,0.0196021,-0.247272
2.078,-0.273139,0.0196037,-0.247236
2.079,-0.272874,0.0196052,-0.247199
2.08,-0.27261,0.0196067,-0.247162
2.081,-0.272345,0.0196081,-0.247125
2.082,-0.272081,0.0196095,-0.247086
2.083,-0.271818,0.0196108,-0.247048
2.084,-0.271554,0.019612,-0.247009
2.085,-0.271291,0.0196132,-0.246969
2.086,-0.271028,0.0196143,-0.246929
2.087,-0.270765,0.0196154,-0.246888
2.088,-0.270502,0.0196164,-0.246847
2.089,-0.27024,0.0196174,-0.246806
2.09,-0.269977,0.0196184,-0.246764
2.091,-0.269715,0.0196192,-0.246721
2.092,-0.269453,0.01962,-0.246678
2.093,-0.269192,0.0196208,-0.246635
2.094,-0.26893,0.0196215,-0.246591
2.095,-0.268669,0.0196222,-0.246546
2.096,-0.268408,0.0196228,-0.246501
2.097,-0.268147,0.0196234,-0.246456
2.098,-0.267886,0.0196239,-0.24641
2.099,-0.267626,0.0196243,-0.246364
2.1,-0.267366,0.0196247,-0.246317
2.101,-0.267106,0.0196251,-0.24627
2.102,-0.266846,0.0196254,-0.246222
2.103,-0.266586,0.0196257,-0.246174
2.104,-0.266327,0.0196259,-0.246125
2.105,-0.266068,0.019626,-0.246076
2.106,-0.265809,0.0196261,-0.246026
2.107,-0.26555,0.0196262,-0.245976
2.108,-0.265291,0.0196262,-0.245926
2.109,-0.265033,0.0196261,-0.245875
2.11,-0.264775,0.019626,-0.245823
2.111,-0.264517,0.0196259,-0.245771
2.112,-0.264259,0.0196257,-0.245719
2.113,-0.264002,0.0196254,-0.245666
2.114,-0.263744,0.0196252,-0.245613
2.115,-0.263487,0.0196248,-0.24556
2.116,-0.26323,0.0196244,-0.245506
2.117,-0.262974,0.019624,-0.245451
2.118,-0.262717,0.0196235,-0.245396
2.119,-0.262461,0.019623,-0.245341
2.12,-0.262205,0.0196224,-0.245285
2.121,-0.261949,0.0196218,-0.245229
2.122,-0.261693,0.0196211,-0.245172
2.123,-0.261438,0.0196204,-0.245115
2.124,-0.261183,0.0196196,-0.245057
2.125,-0.260928,0.0196188,-0.244999
2.126,-0.260673,0.0196179,-0.244941
2.127,-0.260418,0.019617,-0.244882
2.128,-0.260164,0.0196161,-0.244823
2.129,-0.259909,0.0196151,-0.244763
2.13,-0.259655,0.019614,-0.244703
2.131,-0.259402,0.0196129,-0.244642
2.132,-0.259148,0.0196118,-0.244581
2.133,-0.258895,0.0196106,-0.24452
2.134,-0.258641,0.0196093,-0.244458
2.135,-0.258388,0.0196081,-0.244396
2.136,-0.258136,0.0196067,-0.244334
2.137,-0.257883,0.0196054,-0.244271
2.138,-0.257631,0.019604,-0.244207
2.139,-0.257379,0.0196025,-0.244143
2.14,-0.257127,0.019601,-0.244079
2.141,-0.256875,0.0195995,-0.244015
2.142,-0.256623,0.0195979,-0.24395
2.143,-0.256372,0.0195962,-0.243884
2.144,-0.256121,0.0195946,-0.243819
2.145,-0.25587,0.0195928,-0.243752
2.146,-0.255619,0.0195911,-0.243686
2.147,-0.255369,0.0195893,-0.243619
2.148,-0.255118,0.0195874,-0.243551
2.149,-0.254868,0.0195855,-0.243484
2.15,-0.254618,0.0195836,-0.243415
2.151,-0.254369,0.0195816,-0.243347
2.152,-0.254119,0.0195796,-0.243278
2.153,-0.25387,0.0195775,-0.243209
2.154,-0.253621,0.0195754,-0.243139
2.155,-0.253372,0.0195732,-0.243069
2.156,-0.253123,0.019571,-0.242999
2.157,-0.252875,0.0195688,-0.242928
2.158,-0.252627,0.0195665,-0.242857
2.159,-0.252379,0.0195642,-0.242785
2.16,-0.252131,0.0195618,-0.242713
2.161,-0.251883,0.0195594,-0.242641
2.162,-0.251636,0.019557,-0.242568
2.163,-0.251388,0.0195545,-0.242495
2.164,-0.251141,0.019552,-0.242422
2.165,-0.250895,0.0195494,-0.242348
2.166,-0.250648,0.0195468,-0.242274
2.167,-0.250402,0.0195441,-0.242199
2.168,-0.250155,0.0195414,-0.242124
2.169,-0.249909,0.0195387,-0.242049
2.17,-0.249664,0.0195359,-0.241973
2.171,-0.249418,0.0195331,-0.241897
2.172,-0.249172,0.0195303,-0.241821
2.173,-0.248927,0.0195274,-0.241744
2.174,-0.248682,0.0195245,-0.241667
2.175,-0.248438,0.0195215,-0.24159
2.176,-0.248193,0.0195185,-0.241512
2.177,-0.247949,0.0195154,-0.241434
2.178,-0.247704,0.0195124,-0.241356
2.179,-0.24746,0.0195092,-0.241277
2.18,-0.247217,0.0195061,-0.241198
2.181,-0.246973,0.0195029,-0.241118
2.182,-0.24673,0.0194996,-0.241039
2.183,-0.246487,0.0194963,-0.240959
2.184,-0.246244,0.019493,-0.240878
2.185,-0.246001,0.0194897,-0.240797
2.186,-0.245758,0.0194863,-0.240716
2.187,-0.245516,0.0194828,-0.240635
2.188,-0.245274,0.0194794,-0.240553
2.189,-0.245032,0.0194759,-0.240471
2.19,-0.24479,0.0194723,-0.240388
2.191,-0.244548,0.0194687,-0.240305
2.192,-0.244307,0.0194651,-0.240222
2.193,-0.244066,0.0194615,-0.240139
2.194,-0.243825,0.0194578,-0.240055
2.195,-0.243584,0.0194541,-0.239971
2.196,-0.243344,0.0194503,-0.239886
2.197,-0.243103,0.0194465,-0.239802
2.198,-0.242863,0.0194426,-0.239716
