t,x,theta,u
0.086,-0.0549008,0.420737,-8.5575
0.087,-0.0560259,0.41874,-8.44445
0.088,-0.0571587,0.416734,-8.33225
0.089,-0.0582989,0.414717,-8.22088
0.09,-0.0594465,0.412692,-8.11034
0.091,-0.0606015,0.410657,-8.00064
0.092,-0.0617637,0.408613,-7.89177
0.093,-0.0629329,0.406561,-7.78373
0.094,-0.0641092,0.4045,-7.67652
0.095,-0.0652924,0.40243,-7.57012
0.096,-0.0664824,0.400353,-7.46455
0.097,-0.0676791,0.398268,-7.3598
0.098,-0.0688824,0.396175,-7.25587
0.099,-0.0700922,0.394074,-7.15274
0.1,-0.0713085,0.391967,-7.05043
0.101,-0.0725311,0.389852,-6.94893
0.102,-0.0737599,0.387731,-6.84824
0.103,-0.0749948,0.385603,-6.74835
0.104,-0.0762358,0.383469,-6.64926
0.105,-0.0774828,0.381328,-6.55097
0.106,-0.0787356,0.379182,-6.45348
0.107,-0.0799942,0.37703,-6.35678
0.108,-0.0812584,0.374872,-6.26087
0.109,-0.0825283,0.372709,-6.16575
0.11,-0.0838037,0.370541,-6.07141
0.111,-0.0850844,0.368367,-5.97786
0.112,-0.0863706,0.366189,-5.88508
0.113,-0.0876619,0.364006,-5.79308
0.114,-0.0889584,0.361819,-5.70186
0.115,-0.09026,0.359628,-5.6114
0.116,-0.0915666,0.357432,-5.52172
0.117,-0.0928781,0.355233,-5.43279
0.118,-0.0941944,0.35303,-5.34463
0.119,-0.0955154,0.350824,-5.25723
0.12,-0.0968411,0.348614,-5.17058
0.121,-0.0981714,0.346401,-5.08468
0.122,-0.0995061,0.344185,-4.99953
0.123,-0.100845,0.341966,-4.91513
0.124,-0.102189,0.339744,-4.83146
0.125,-0.103537,0.33752,-4.74854
0.126,-0.104889,0.335294,-4.66635
0.127,-0.106245,0.333065,-4.58489
0.128,-0.107605,0.330835,-4.50416
0.129,-0.108969,0.328603,-4.42415
0.13,-0.110337,0.326368,-4.34486
0.131,-0.111709,0.324133,-4.26629
0.132,-0.113084,0.321896,-4.18843
0.133,-0.114463,0.319658,-4.11128
0.134,-0.115846,0.317418,-4.03484
0.135,-0.117232,0.315178,-3.9591
0.136,-0.118622,0.312937,-3.88405
0.137,-0.120015,0.310696,-3.8097
0.138,-0.121411,0.308453,-3.73604
0.139,-0.122811,0.306211,-3.66307
0.14,-0.124214,0.303968,-3.59078
0.141,-0.12562,0.301725,-3.51916
0.142,-0.127029,0.299483,-3.44823
0.143,-0.12844,0.29724,-3.37796
0.144,-0.129855,0.294998,-3.30836
0.145,-0.131273,0.292756,-3.23942
0.146,-0.132693,0.290515,-3.17113
0.147,-0.134116,0.288275,-3.10351
0.148,-0.135542,0.286035,-3.03653
0.149,-0.13697,0.283797,-2.97019
0.15,-0.138401,0.281559,-2.9045
0.151,-0.139835,0.279323,-2.83945
0.152,-0.14127,0.277088,-2.77503
0.153,-0.142708,0.274854,-2.71123
0.154,-0.144149,0.272622,-2.64806
0.155,-0.145591,0.270392,-2.58551
0.156,-0.147036,0.268163,-2.52358
0.157,-0.148483,0.265937,-2.46226
0.158,-0.149932,0.263712,-2.40154
0.159,-0.151383,0.26149,-2.34143
0.16,-0.152835,0.25927,-2.28191
0.161,-0.15429,0.257052,-2.22299
0.162,-0.155746,0.254836,-2.16466
0.163,-0.157205,0.252623,-2.10691
0.164,-0.158665,0.250413,-2.04974
0.165,-0.160126,0.248206,-1.99315
0.166,-0.16159,0.246001,-1.93713
0.167,-0.163054,0.243799,-1.88168
0.168,-0.164521,0.2416,-1.82679
0.169,-0.165988,0.239405,-1.77246
0.17,-0.167457,0.237213,-1.71869
0.171,-0.168928,0.235024,-1.66546
0.172,-0.1704,0.232838,-1.61278
0.173,-0.171873,0.230656,-1.56063
0.174,-0.173347,0.228477,-1.50903
0.175,-0.174822,0.226302,-1.45795
0.176,-0.176299,0.224131,-1.40741
0.177,-0.177776,0.221964,-1.35738
0.178,-0.179255,0.2198,-1.30788
0.179,-0.180735,0.217641,-1.25888
0.18,-0.182215,0.215485,-1.2104
0.181,-0.183696,0.213334,-1.16242
0.182,-0.185179,0.211187,-1.11494
0.183,-0.186661,0.209044,-1.06796
0.184,-0.188145,0.206906,-1.02147
0.185,-0.18963,0.204772,-0.975471
0.186,-0.191115,0.202642,-0.929952
0.187,-0.1926,0.200518,-0.884911
0.188,-0.194087,0.198397,-0.840345
0.189,-0.195573,0.196282,-0.796248
0.19,-0.197061,0.194171,-0.752617
0.191,-0.198548,0.192065,-0.709448
0.192,-0.200036,0.189964,-0.666735
0.193,-0.201525,0.187868,-0.624475
0.194,-0.203014,0.185777,-0.582664
0.195,-0.204503,0.183691,-0.541297
0.196,-0.205992,0.18161,-0.500369
0.197,-0.207482,0.179534,-0.459878
0.198,-0.208972,0.177464,-0.419818
0.199,-0.210462,0.175399,-0.380185
0.2,-0.211952,0.173339,-0.340976
0.201,-0.213442,0.171285,-0.302186
0.202,-0.214932,0.169236,-0.263811
0.203,-0.216422,0.167192,-0.225846
0.204,-0.217912,0.165154,-0.188289
0.205,-0.219402,0.163122,-0.151134
0.206,-0.220892,0.161096,-0.114378
0.207,-0.222382,0.159075,-0.0780165
0.208,-0.223872,0.15706,-0.042046
0.209,-0.225361,0.15505,-0.00646223
0.21,-0.22685,0.153047,0.0287386
0.211,-0.228339,0.151049,0.0635605
0.212,-0.229828,0.149057,0.0980073
0.213,-0.231316,0.147072,0.132083
0.214,-0.232804,0.145092,0.165791
0.215,-0.234291,0.143118,0.199136
0.216,-0.235778,0.14115,0.23212
0.217,-0.237265,0.139189,0.264749
0.218,-0.238751,0.137233,0.297025
0.219,-0.240237,0.135284,0.328953
0.22,-0.241722,0.133341,0.360536
0.221,-0.243207,0.131404,0.391777
0.222,-0.24469,0.129473,0.422681
0.223,-0.246174,0.127549,0.453251
0.224,-0.247656,0.125631,0.48349
0.225,-0.249138,0.12372,0.513402
0.226,-0.25062,0.121814,0.54299
0.227,-0.2521,0.119916,0.572259
0.228,-0.25358,0.118023,0.601211
0.229,-0.255059,0.116137,0.629849
0.23,-0.256537,0.114258,0.658178
0.231,-0.258014,0.112385,0.6862
0.232,-0.259491,0.110518,0.71392
0.233,-0.260966,0.108659,0.741339
0.234,-0.262441,0.106805,0.768462
0.235,-0.263915,0.104959,0.795292
0.236,-0.265387,0.103119,0.821831
0.237,-0.266859,0.101285,0.848084
0.238,-0.26833,0.0994585,0.874053
0.239,-0.2698,0.0976384,0.899741
0.24,-0.271268,0.095825,0.925152
0.241,-0.272736,0.0940183,0.950288
0.242,-0.274202,0.0922183,0.975153
0.243,-0.275668,0.0904251,0.999749
0.244,-0.277132,0.0886386,1.02408
0.245,-0.278595,0.0868589,1.04815
0.246,-0.280057,0.085086,1.07196
0.247,-0.281518,0.0833199,1.09551
0.248,-0.282977,0.0815605,1.11881
0.249,-0.284435,0.079808,1.14185
0.25,-0.285892,0.0780624,1.16465
0.251,-0.287348,0.0763235,1.18721
0.252,-0.288802,0.0745915,1.20952
0.253,-0.290255,0.0728664,1.23159
0.254,-0.291707,0.0711481,1.25342
0.255,-0.293157,0.0694367,1.27502
0.256,-0.294606,0.0677321,1.29639
0.257,-0.296053,0.0660345,1.31753
0.258,-0.297499,0.0643437,1.33844
0.259,-0.298944,0.0626599,1.35912
0.26,-0.300387,0.0609829,1.37959
0.261,-0.301829,0.0593129,1.39983
0.262,-0.303269,0.0576498,1.41986
0.263,-0.304707,0.0559936,1.43967
0.264,-0.306144,0.0543443,1.45928
0.265,-0.30758,0.0527019,1.47867
0.266,-0.309014,0.0510665,1.49785
0.267,-0.310446,0.0494379,1.51683
0.268,-0.311877,0.0478164,1.53561
0.269,-0.313307,0.0462017,1.55419
0.27,-0.314734,0.044594,1.57256
0.271,-0.31616,0.0429932,1.59075
0.272,-0.317584,0.0413993,1.60874
0.273,-0.319007,0.0398123,1.62653
0.274,-0.320428,0.0382323,1.64414
0.275,-0.321847,0.0366592,1.66156
0.276,-0.323265,0.0350931,1.6788
0.277,-0.324681,0.0335338,1.69585
0.278,-0.326095,0.0319815,1.71272
0.279,-0.327507,0.0304361,1.72941
0.28,-0.328917,0.0288976,1.74593
0.281,-0.330326,0.027366,1.76226
0.282,-0.331733,0.0258413,1.77843
0.283,-0.333138,0.0243236,1.79442
0.284,-0.334541,0.0228127,1.81025
0.285,-0.335943,0.0213087,1.82591
0.286,-0.337342,0.0198116,1.8414
0.287,-0.33874,0.0183213,1.85673
0.288,-0.340136,0.016838,1.87189
0.289,-0.34153,0.0153615,1.8869
0.29,-0.342922,0.0138918,1.90175
0.291,-0.344312,0.0124291,1.91644
0.292,-0.3457,0.0109731,1.93097
0.293,-0.347086,0.00952402,1.94535
0.294,-0.34847,0.00808176,1.95958
0.295,-0.349853,0.00664631,1.97366
0.296,-0.351233,0.00521768,1.98759
0.297,-0.352611,0.00379585,2.00137
0.298,-0.353987,0.00238081,2.01501
0.299,-0.355362,0.000972568,2.02851
0.3,-0.356734,-0.000428901,2.04186
0.301,-0.358104,-0.0018236,2.05507
0.302,-0.359472,-0.00321155,2.06815
0.303,-0.360839,-0.00459275,2.08108
0.304,-0.362203,-0.00596721,2.09388
0.305,-0.363565,-0.00733494,2.10654
0.306,-0.364925,-0.00869596,2.11907
0.307,-0.366282,-0.0100503,2.13147
0.308,-0.367638,-0.0113979,2.14374
0.309,-0.368992,-0.0127388,2.15588
0.31,-0.370343,-0.0140731,2.16789
0.311,-0.371692,-0.0154007,2.17977
0.312,-0.37304,-0.0167217,2.19153
0.313,-0.374385,-0.018036,2.20316
0.314,-0.375728,-0.0193437,2.21468
0.315,-0.377068,-0.0206448,2.22607
0.316,-0.378407,-0.0219393,2.23734
0.317,-0.379743,-0.0232273,2.24849
0.318,-0.381077,-0.0245086,2.25952
0.319,-0.382409,-0.0257834,2.27044
0.32,-0.383739,-0.0270517,2.28124
0.321,-0.385066,-0.0283134,2.29193
0.322,-0.386391,-0.0295686,2.3025
0.323,-0.387714,-0.0308173,2.31297
0.324,-0.389035,-0.0320595,2.32332
0.325,-0.390354,-0.0332953,2.33356
0.326,-0.39167,-0.0345245,2.3437
0.327,-0.392984,-0.0357474,2.35372
0.328,-0.394296,-0.0369638,2.36364
0.329,-0.395605,-0.0381738,2.37346
0.33,-0.396912,-0.0393774,2.38317
0.331,-0.398217,-0.0405746,2.39277
0.332,-0.399519,-0.0417654,2.40228
0.333,-0.400819,-0.0429499,2.41168
0.334,-0.402117,-0.044128,2.42098
0.335,-0.403413,-0.0452998,2.43019
0.336,-0.404706,-0.0464653,2.43929
0.337,-0.405997,-0.0476245,2.4483
0.338,-0.407285,-0.0487775,2.45721
0.339,-0.408571,-0.0499241,2.46602
0.34,-0.409855,-0.0510646,2.47474
0.341,-0.411136,-0.0521987,2.48337
0.342,-0.412415,-0.0533267,2.4919
0.343,-0.413692,-0.0544485,2.50034
0.344,-0.414966,-0.0555641,2.50869
0.345,-0.416238,-0.0566735,2.51695
0.346,-0.417507,-0.0577768,2.52512
0.347,-0.418774,-0.0588739,2.5332
0.348,-0.420039,-0.059965,2.54119
0.349,-0.421301,-0.0610499,2.5491
0.35,-0.422561,-0.0621287,2.55692
0.351,-0.423818,-0.0632015,2.56465
0.352,-0.425073,-0.0642682,2.5723
0.353,-0.426325,-0.0653289,2.57986
0.354,-0.427575,-0.0663836,2.58734
0.355,-0.428822,-0.0674323,2.59474
0.356,-0.430068,-0.068475,2.60206
0.357,-0.43131,-0.0695117,2.60929
0.358,-0.43255,-0.0705425,2.61644
0.359,-0.433788,-0.0715673,2.62352
0.36,-0.435023,-0.0725863,2.63051
0.361,-0.436256,-0.0735993,2.63743
0.362,-0.437486,-0.0746064,2.64427
0.363,-0.438713,-0.0756077,2.65103
0.364,-0.439938,-0.0766032,2.65772
0.365,-0.441161,-0.0775928,2.66433
0.366,-0.442381,-0.0785766,2.67086
0.367,-0.443599,-0.0795547,2.67732
0.368,-0.444814,-0.0805269,2.68371
0.369,-0.446027,-0.0814934,2.69002
0.37,-0.447237,-0.0824542,2.69626
0.371,-0.448444,-0.0834092,2.70242
0.372,-0.449649,-0.0843585,2.70852
0.373,-0.450852,-0.0853021,2.71454
0.374,-0.452051,-0.0862401,2.7205
0.375,-0.453249,-0.0871724,2.72638
0.376,-0.454444,-0.0880991,2.7322
0.377,-0.455636,-0.0890202,2.73794
0.378,-0.456825,-0.0899356,2.74362
0.379,-0.458013,-0.0908455,2.74923
0.38,-0.459197,-0.0917499,2.75478
0.381,-0.460379,-0.0926486,2.76025
0.382,-0.461558,-0.0935419,2.76566
0.383,-0.462735,-0.0944296,2.77101
0.384,-0.463909,-0.0953119,2.77629
0.385,-0.465081,-0.0961887,2.7815
0.386,-0.46625,-0.09706,2.78665
0.387,-0.467416,-0.0979259,2.79174
0.388,-0.46858,-0.0987863,2.79676
0.389,-0.469742,-0.0996414,2.80172
0.39,-0.4709,-0.100491,2.80662
0.391,-0.472056,-0.101335,2.81146
0.392,-0.47321,-0.102174,2.81624
0.393,-0.47436,-0.103008,2.82095
0.394,-0.475509,-0.103836,2.82561
0.395,-0.476654,-0.104659,2.8302
0.396,-0.477797,-0.105477,2.83474
0.397,-0.478938,-0.10629,2.83921
0.398,-0.480075,-0.107097,2.84363
0.399,-0.48121,-0.107899,2.84799
0.4,-0.482343,-0.108696,2.85229
0.401,-0.483472,-0.109487,2.85653
0.402,-0.4846,-0.110274,2.86072
0.403,-0.485724,-0.111055,2.86485
0.404,-0.486846,-0.111831,2.86892
0.405,-0.487965,-0.112602,2.87294
0.406,-0.489082,-0.113368,2.8769
0.407,-0.490196,-0.114129,2.88081
0.408,-0.491307,-0.114885,2.88466
0.409,-0.492416,-0.115635,2.88846
0.41,-0.493522,-0.116381,2.8922
0.411,-0.494625,-0.117122,2.89589
0.412,-0.495725,-0.117858,2.89953
0.413,-0.496823,-0.118588,2.90311
0.414,-0.497919,-0.119314,2.90664
0.415,-0.499011,-0.120035,2.91012
0.416,-0.500101,-0.120751,2.91355
0.417,-0.501189,-0.121462,2.91692
0.418,-0.502273,-0.122168,2.92025
0.419,-0.503355,-0.122869,2.92352
0.42,-0.504434,-0.123566,2.92675
0.421,-0.505511,-0.124257,2.92992
0.422,-0.506585,-0.124944,2.93304
0.423,-0.507656,-0.125626,2.93611
0.424,-0.508725,-0.126303,2.93914
0.425,-0.50979,-0.126975,2.94211
0.426,-0.510854,-0.127643,2.94504
0.427,-0.511914,-0.128306,2.94791
0.428,-0.512972,-0.128964,2.95074
0.429,-0.514027,-0.129617,2.95353
0.43,-0.515079,-0.130266,2.95626
0.431,-0.516129,-0.13091,2.95895
0.432,-0.517176,-0.13155,2.96159
0.433,-0.51822,-0.132185,2.96418
0.434,-0.519262,-0.132815,2.96673
0.435,-0.520301,-0.133441,2.96923
0.436,-0.521337,-0.134062,2.97169
0.437,-0.52237,-0.134678,2.9741
0.438,-0.523401,-0.13529,2.97646
0.439,-0.524429,-0.135898,2.97878
0.44,-0.525454,-0.136501,2.98105
0.441,-0.526477,-0.137099,2.98329
0.442,-0.527497,-0.137693,2.98547
0.443,-0.528514,-0.138282,2.98761
0.444,-0.529529,-0.138867,2.98971
0.445,-0.530541,-0.139448,2.99177
0.446,-0.53155,-0.140024,2.99378
0.447,-0.532556,-0.140596,2.99575
0.448,-0.53356,-0.141164,2.99768
0.449,-0.534561,-0.141727,2.99956
0.45,-0.535559,-0.142285,3.00141
0.451,-0.536554,-0.14284,3.00321
0.452,-0.537547,-0.14339,3.00496
0.453,-0.538537,-0.143936,3.00668
0.454,-0.539525,-0.144477,3.00836
0.455,-0.540509,-0.145014,3.00999
0.456,-0.541491,-0.145547,3.01159
0.457,-0.54247,-0.146076,3.01314
0.458,-0.543447,-0.146601,3.01466
0.459,-0.544421,-0.147121,3.01613
0.46,-0.545392,-0.147637,3.01757
0.461,-0.54636,-0.148149,3.01896
0.462,-0.547325,-0.148657,3.02031
0.463,-0.548288,-0.149161,3.02163
0.464,-0.549248,-0.149661,3.02291
0.465,-0.550206,-0.150156,3.02415
0.466,-0.551161,-0.150648,3.02535
0.467,-0.552113,-0.151135,3.02651
0.468,-0.553062,-0.151618,3.02763
0.469,-0.554008,-0.152098,3.02872
0.47,-0.554952,-0.152573,3.02977
0.471,-0.555893,-0.153044,3.03078
0.472,-0.556832,-0.153512,3.03175
0.473,-0.557767,-0.153975,3.03269
0.474,-0.5587,-0.154434,3.03358
0.475,-0.55963,-0.15489,3.03445
0.476,-0.560558,-0.155341,3.03527
0.477,-0.561482,-0.155789,3.03606
0.478,-0.562404,-0.156232,3.03682
0.479,-0.563324,-0.156672,3.03754
0.48,-0.56424,-0.157108,3.03822
0.481,-0.565154,-0.15754,3.03887
0.482,-0.566065,-0.157968,3.03948
0.483,-0.566974,-0.158393,3.04006
0.484,-0.567879,-0.158813,3.0406
0.485,-0.568782,-0.15923,3.0411
0.486,-0.569683,-0.159643,3.04158
0.487,-0.57058,-0.160053,3.04202
0.488,-0.571475,-0.160458,3.04242
0.489,-0.572367,-0.16086,3.04279
0.49,-0.573256,-0.161258,3.04313
0.491,-0.574143,-0.161653,3.04343
0.492,-0.575027,-0.162043,3.0437
0.493,-0.575908,-0.162431,3.04393
0.494,-0.576786,-0.162814,3.04414
0.495,-0.577662,-0.163194,3.04431
0.496,-0.578535,-0.16357,3.04445
0.497,-0.579406,-0.163943,3.04455
0.498,-0.580273,-0.164311,3.04462
0.499,-0.581138,-0.164677,3.04466
0.5,-0.582,-0.165039,3.04467
0.501,-0.58286,-0.165397,3.04465
0.502,-0.583716,-0.165752,3.04459
0.503,-0.584571,-0.166103,3.04451
0.504,-0.585422,-0.166451,3.04439
0.505,-0.58627,-0.166795,3.04424
0.506,-0.587116,-0.167136,3.04406
0.507,-0.58796,-0.167473,3.04385
0.508,-0.5888,-0.167807,3.04361
0.509,-0.589638,-0.168137,3.04333
0.51,-0.590473,-0.168464,3.04303
0.511,-0.591305,-0.168788,3.0427
0.512,-0.592135,-0.169108,3.04233
0.513,-0.592962,-0.169425,3.04194
0.514,-0.593786,-0.169738,3.04152
0.515,-0.594608,-0.170048,3.04107
0.516,-0.595427,-0.170355,3.04058
0.517,-0.596243,-0.170659,3.04007
0.518,-0.597056,-0.170959,3.03953
0.519,-0.597867,-0.171256,3.03896
0.52,-0.598675,-0.171549,3.03837
0.521,-0.599481,-0.171839,3.03774
0.522,-0.600283,-0.172126,3.03709
0.523,-0.601083,-0.17241,3.0364
0.524,-0.601881,-0.172691,3.03569
0.525,-0.602675,-0.172968,3.03495
0.526,-0.603467,-0.173242,3.03418
0.527,-0.604256,-0.173513,3.03339
0.528,-0.605043,-0.173781,3.03257
0.529,-0.605827,-0.174046,3.03172
0.53,-0.606608,-0.174307,3.03084
0.531,-0.607387,-0.174566,3.02994
0.532,-0.608162,-0.174821,3.029
0.533,-0.608936,-0.175073,3.02805
0.534,-0.609706,-0.175322,3.02706
0.535,-0.610474,-0.175568,3.02605
0.536,-0.611239,-0.175811,3.02501
0.537,-0.612001,-0.176051,3.02395
0.538,-0.612761,-0.176288,3.02286
0.539,-0.613518,-0.176522,3.02174
0.54,-0.614273,-0.176753,3.0206
0.541,-0.615025,-0.176981,3.01943
0.542,-0.615774,-0.177205,3.01824
0.543,-0.61652,-0.177427,3.01702
0.544,-0.617264,-0.177646,3.01577
0.545,-0.618005,-0.177862,3.0145
0.546,-0.618744,-0.178075,3.01321
0.547,-0.619479,-0.178285,3.01189
0.548,-0.620213,-0.178493,3.01055
0.549,-0.620943,-0.178697,3.00918
0.55,-0.621671,-0.178898,3.00779
0.551,-0.622396,-0.179097,3.00637
0.552,-0.623119,-0.179293,3.00493
0.553,-0.623839,-0.179486,3.00346
0.554,-0.624556,-0.179676,3.00197
0.555,-0.625271,-0.179863,3.00046
0.556,-0.625983,-0.180047,2.99892
0.557,-0.626692,-0.180229,2.99736
0.558,-0.627399,-0.180408,2.99578
0.559,-0.628103,-0.180584,2.99417
0.56,-0.628804,-0.180757,2.99254
0.561,-0.629503,-0.180928,2.99089
0.562,-0.6302,-0.181095,2.98921
0.563,-0.630893,-0.181261,2.98752
0.564,-0.631584,-0.181423,2.98579
0.565,-0.632272,-0.181583,2.98405
0.566,-0.632958,-0.18174,2.98229
0.567,-0.633641,-0.181894,2.9805
0.568,-0.634322,-0.182046,2.97869
0.569,-0.635,-0.182195,2.97685
0.57,-0.635675,-0.182341,2.975
0.571,-0.636348,-0.182485,2.97313
0.572,-0.637018,-0.182626,2.97123
0.573,-0.637685,-0.182765,2.96931
0.574,-0.63835,-0.182901,2.96737
0.575,-0.639012,-0.183034,2.96541
0.576,-0.639672,-0.183165,2.96343
0.577,-0.640329,-0.183293,2.96142
0.578,-0.640983,-0.183419,2.9594
0.579,-0.641635,-0.183542,2.95735
0.58,-0.642284,-0.183663,2.95529
0.581,-0.642931,-0.183781,2.9532
0.582,-0.643575,-0.183897,2.9511
0.583,-0.644217,-0.18401,2.94897
0.584,-0.644856,-0.184121,2.94683
0.585,-0.645492,-0.184229,2.94466
0.586,-0.646126,-0.184335,2.94247
0.587,-0.646757,-0.184439,2.94027
0.588,-0.647386,-0.18454,2.93804
0.589,-0.648012,-0.184638,2.9358
0.59,-0.648635,-0.184734,2.93353
0.591,-0.649256,-0.184828,2.93125
0.592,-0.649875,-0.18492,2.92895
0.593,-0.650491,-0.185009,2.92663
0.594,-0.651104,-0.185095,2.92429
0.595,-0.651715,-0.18518,2.92193
0.596,-0.652323,-0.185262,2.91955
0.597,-0.652928,-0.185341,2.91715
0.598,-0.653531,-0.185419,2.91474
0.599,-0.654132,-0.185494,2.9123
0.6,-0.65473,-0.185566,2.90985
0.601,-0.655325,-0.185637,2.90738
0.602,-0.655918,-0.185705,2.9049
0.603,-0.656509,-0.185771,2.90239
0.604,-0.657097,-0.185835,2.89987
0.605,-0.657682,-0.185896,2.89733
0.606,-0.658265,-0.185955,2.89477
0.607,-0.658845,-0.186012,2.89219
0.608,-0.659423,-0.186067,2.8896
0.609,-0.659998,-0.18612,2.88699
0.61,-0.660571,-0.18617,2.88437
0.611,-0.661141,-0.186218,2.88172
0.612,-0.661709,-0.186264,2.87906
0.613,-0.662274,-0.186308,2.87638
0.614,-0.662837,-0.18635,2.87369
0.615,-0.663397,-0.18639,2.87098
0.616,-0.663954,-0.186427,2.86825
0.617,-0.66451,-0.186463,2.86551
0.618,-0.665062,-0.186496,2.86275
0.619,-0.665613,-0.186527,2.85998
0.62,-0.66616,-0.186556,2.85719
0.621,-0.666706,-0.186583,2.85438
0.622,-0.667248,-0.186608,2.85156
0.623,-0.667789,-0.186631,2.84872
0.624,-0.668326,-0.186652,2.84586
0.625,-0.668862,-0.186671,2.843
0.626,-0.669395,-0.186688,2.84011
0.627,-0.669925,-0.186703,2.83721
0.628,-0.670453,-0.186716,2.8343
0.629,-0.670979,-0.186727,2.83137
0.63,-0.671502,-0.186736,2.82842
0.631,-0.672022,-0.186742,2.82546
0.632,-0.67254,-0.186747,2.82249
0.633,-0.673056,-0.18675,2.8195
0.634,-0.673569,-0.186751,2.8165
0.635,-0.67408,-0.186751,2.81348
0.636,-0.674588,-0.186748,2.81045
0.637,-0.675094,-0.186743,2.8074
0.638,-0.675598,-0.186737,2.80435
0.639,-0.676099,-0.186728,2.80127
0.64,-0.676597,-0.186718,2.79818
0.641,-0.677093,-0.186705,2.79508
0.642,-0.677587,-0.186691,2.79197
0.643,-0.678079,-0.186675,2.78884
0.644,-0.678567,-0.186657,2.7857
0.645,-0.679054,-0.186638,2.78254
0.646,-0.679538,-0.186616,2.77938
0.647,-0.68002,-0.186593,2.7762
0.648,-0.680499,-0.186568,2.773
0.649,-0.680976,-0.186541,2.76979
0.65,-0.681451,-0.186512,2.76657
0.651,-0.681923,-0.186482,2.76334
0.652,-0.682392,-0.18645,2.7601
0.653,-0.68286,-0.186416,2.75684
0.654,-0.683325,-0.18638,2.75357
0.655,-0.683787,-0.186342,2.75029
0.656,-0.684247,-0.186303,2.74699
0.657,-0.684705,-0.186262,2.74368
0.658,-0.685161,-0.18622,2.74036
