t,x,theta,u
1.381,-0.6133,-0.0336679,0.300511
1.382,-0.612913,-0.033504,0.298621
1.383,-0.612525,-0.0333403,0.296736
1.384,-0.612137,-0.033177,0.294855
1.385,-0.611748,-0.033014,0.292978
1.386,-0.61136,-0.0328513,0.291106
1.387,-0.610971,-0.0326889,0.289238
1.388,-0.610582,-0.0325268,0.287374
1.389,-0.610193,-0.032365,0.285515
1.39,-0.609803,-0.0322036,0.283659
1.391,-0.609413,-0.0320425,0.281808
1.392,-0.609023,-0.0318816,0.279962
1.393,-0.608633,-0.0317211,0.27812
1.394,-0.608243,-0.031561,0.276282
1.395,-0.607852,-0.0314011,0.274448
1.396,-0.607461,-0.0312415,0.272618
1.397,-0.60707,-0.0310823,0.270793
1.398,-0.606679,-0.0309234,0.268972
1.399,-0.606288,-0.0307648,0.267155
1.4,-0.605896,-0.0306065,0.265343
1.401,-0.605504,-0.0304485,0.263535
1.402,-0.605112,-0.0302908,0.261731
1.403,-0.60472,-0.0301334,0.259931
1.404,-0.604327,-0.0299764,0.258135
1.405,-0.603935,-0.0298197,0.256344
1.406,-0.603542,-0.0296632,0.254557
1.407,-0.603149,-0.0295071,0.252774
1.408,-0.602755,-0.0293513,0.250995
1.409,-0.602362,-0.0291959,0.249221
1.41,-0.601968,-0.0290407,0.24745
1.411,-0.601575,-0.0288858,0.245684
1.412,-0.601181,-0.0287313,0.243922
1.413,-0.600786,-0.028577,0.242164
1.414,-0.600392,-0.0284231,0.240411
1.415,-0.599997,-0.0282695,0.238661
1.416,-0.599603,-0.0281162,0.236916
1.417,-0.599208,-0.0279632,0.235175
1.418,-0.598812,-0.0278105,0.233438
1.419,-0.598417,-0.0276582,0.231705
1.42,-0.598022,-0.0275061,0.229976
1.421,-0.597626,-0.0273543,0.228251
1.422,-0.59723,-0.0272029,0.226531
1.423,-0.596834,-0.0270518,0.224814
1.424,-0.596438,-0.0269009,0.223102
1.425,-0.596041,-0.0267504,0.221394
1.426,-0.595645,-0.0266002,0.21969
1.427,-0.595248,-0.0264503,0.21799
1.428,-0.594851,-0.0263007,0.216294
1.429,-0.594454,-0.0261514,0.214602
1.43,-0.594057,-0.0260025,0.212914
1.431,-0.59366,-0.0258538,0.211231
1.432,-0.593262,-0.0257055,0.209551
1.433,-0.592865,-0.0255574,0.207875
1.434,-0.592467,-0.0254097,0.206204
1.435,-0.592069,-0.0252622,0.204536
1.436,-0.591671,-0.0251151,0.202873
1.437,-0.591272,-0.0249683,0.201214
1.438,-0.590874,-0.0248218,0.199558
1.439,-0.590475,-0.0246755,0.197907
1.44,-0.590076,-0.0245296,0.19626
1.441,-0.589677,-0.024384,0.194616
1.442,-0.589278,-0.0242387,0.192977
1.443,-0.588879,-0.0240938,0.191342
1.444,-0.58848,-0.0239491,0.18971
1.445,-0.58808,-0.0238047,0.188083
1.446,-0.587681,-0.0236606,0.18646
1.447,-0.587281,-0.0235168,0.18484
1.448,-0.586881,-0.0233734,0.183225
1.449,-0.586481,-0.0232302,0.181614
1.45,-0.586081,-0.0230874,0.180006
1.451,-0.58568,-0.0229448,0.178403
1.452,-0.58528,-0.0228025,0.176803
1.453,-0.584879,-0.0226606,0.175208
1.454,-0.584479,-0.0225189,0.173616
1.455,-0.584078,-0.0223776,0.172028
1.456,-0.583677,-0.0222366,0.170444
1.457,-0.583276,-0.0220958,0.168865
1.458,-0.582874,-0.0219554,0.167289
1.459,-0.582473,-0.0218152,0.165717
1.46,-0.582071,-0.0216754,0.164148
1.461,-0.58167,-0.0215359,0.162584
1.462,-0.581268,-0.0213966,0.161024
1.463,-0.580866,-0.0212577,0.159467
1.464,-0.580464,-0.021119,0.157915
1.465,-0.580062,-0.0209807,0.156366
1.466,-0.57966,-0.0208427,0.154821
1.467,-0.579258,-0.0207049,0.15328
1.468,-0.578855,-0.0205675,0.151743
1.469,-0.578453,-0.0204303,0.15021
1.47,-0.57805,-0.0202935,0.148681
1.471,-0.577647,-0.020157,0.147155
1.472,-0.577244,-0.0200207,0.145633
1.473,-0.576841,-0.0198848,0.144116
1.474,-0.576438,-0.0197491,0.142602
1.475,-0.576035,-0.0196137,0.141091
1.476,-0.575632,-0.0194787,0.139585
1.477,-0.575228,-0.0193439,0.138082
1.478,-0.574825,-0.0192095,0.136583
1.479,-0.574421,-0.0190753,0.135088
1.48,-0.574018,-0.0189414,0.133597
1.481,-0.573614,-0.0188078,0.13211
1.482,-0.57321,-0.0186746,0.130626
1.483,-0.572806,-0.0185416,0.129146
1.484,-0.572402,-0.0184089,0.12767
1.485,-0.571998,-0.0182765,0.126198
1.486,-0.571593,-0.0181444,0.124729
1.487,-0.571189,-0.0180125,0.123264
1.488,-0.570784,-0.017881,0.121803
1.489,-0.57038,-0.0177498,0.120346
1.49,-0.569975,-0.0176189,0.118892
1.491,-0.569571,-0.0174882,0.117442
1.492,-0.569166,-0.0173579,0.115996
1.493,-0.568761,-0.0172278,0.114554
1.494,-0.568356,-0.0170981,0.113115
1.495,-0.567951,-0.0169686,0.11168
1.496,-0.567546,-0.0168394,0.110249
1.497,-0.567141,-0.0167105,0.108821
1.498,-0.566735,-0.0165819,0.107397
1.499,-0.56633,-0.0164536,0.105977
1.5,-0.565925,-0.0163256,0.10456
1.501,-0.565519,-0.0161979,0.103147
1.502,-0.565114,-0.0160704,0.101738
1.503,-0.564708,-0.0159433,0.100332
1.504,-0.564302,-0.0158164,0.0989304
1.505,-0.563897,-0.0156898,0.0975321
1.506,-0.563491,-0.0155635,0.0961374
1.507,-0.563085,-0.0154375,0.0947464
1.508,-0.562679,-0.0153118,0.093359
1.509,-0.562273,-0.0151864,0.0919752
1.51,-0.561867,-0.0150613,0.0905951
1.511,-0.561461,-0.0149364,0.0892186
1.512,-0.561054,-0.0148118,0.0878456
1.513,-0.560648,-0.0146876,0.0864763
1.514,-0.560242,-0.0145636,0.0851106
1.515,-0.559835,-0.0144399,0.0837485
1.516,-0.559429,-0.0143165,0.0823899
1.517,-0.559022,-0.0141933,0.0810349
1.518,-0.558616,-0.0140705,0.0796835
1.519,-0.558209,-0.0139479,0.0783357
1.52,-0.557802,-0.0138256,0.0769915
1.521,-0.557396,-0.0137036,0.0756507
1.522,-0.556989,-0.0135819,0.0743136
1.523,-0.556582,-0.0134605,0.07298
1.524,-0.556175,-0.0133393,0.0716499
1.525,-0.555768,-0.0132184,0.0703234
1.526,-0.555361,-0.0130978,0.0690004
1.527,-0.554954,-0.0129775,0.0676809
1.528,-0.554547,-0.0128575,0.0663649
1.529,-0.55414,-0.0127378,0.0650525
1.53,-0.553733,-0.0126183,0.0637435
1.531,-0.553326,-0.0124991,0.0624381
1.532,-0.552919,-0.0123802,0.0611361
1.533,-0.552512,-0.0122616,0.0598377
1.534,-0.552104,-0.0121433,0.0585427
1.535,-0.551697,-0.0120252,0.0572512
1.536,-0.55129,-0.0119074,0.0559631
1.537,-0.550882,-0.0117899,0.0546786
1.538,-0.550475,-0.0116727,0.0533975
1.539,-0.550068,-0.0115557,0.0521198
1.54,-0.54966,-0.0114391,0.0508456
1.541,-0.549253,-0.0113227,0.0495749
1.542,-0.548845,-0.0112065,0.0483075
1.543,-0.548437,-0.0110907,0.0470436
1.544,-0.54803,-0.0109751,0.0457832
1.545,-0.547622,-0.0108599,0.0445261
1.546,-0.547215,-0.0107448,0.0432725
1.547,-0.546807,-0.0106301,0.0420223
1.548,-0.546399,-0.0105156,0.0407755
1.549,-0.545992,-0.0104014,0.0395321
1.55,-0.545584,-0.0102875,0.0382921
1.551,-0.545176,-0.0101739,0.0370554
1.552,-0.544768,-0.0100605,0.0358222
1.553,-0.544361,-0.00994743,0.0345923
1.554,-0.543953,-0.00983461,0.0333658
1.555,-0.543545,-0.00972206,0.0321427
1.556,-0.543137,-0.00960978,0.0309229
1.557,-0.542729,-0.00949778,0.0297064
1.558,-0.542322,-0.00938605,0.0284934
1.559,-0.541914,-0.00927458,0.0272836
1.56,-0.541506,-0.00916339,0.0260772
1.561,-0.541098,-0.00905247,0.0248742
1.562,-0.54069,-0.00894182,0.0236744
1.563,-0.540282,-0.00883144,0.022478
1.564,-0.539874,-0.00872133,0.0212849
1.565,-0.539467,-0.00861149,0.0200951
1.566,-0.539059,-0.00850192,0.0189086
1.567,-0.538651,-0.00839262,0.0177254
1.568,-0.538243,-0.00828358,0.0165454
1.569,-0.537835,-0.00817482,0.0153688
1.57,-0.537427,-0.00806632,0.0141955
1.571,-0.537019,-0.00795808,0.0130254
1.572,-0.536611,-0.00785012,0.0118586
1.573,-0.536203,-0.00774242,0.0106951
1.574,-0.535795,-0.00763499,0.00953479
1.575,-0.535388,-0.00752782,0.00837776
1.576,-0.53498,-0.00742092,0.00722398
1.577,-0.534572,-0.00731428,0.00607345
1.578,-0.534164,-0.00720791,0.00492614
1.579,-0.533756,-0.00710181,0.00378207
1.58,-0.533348,-0.00699596,0.00264123
1.581,-0.53294,-0.00689038,0.0015036
1.582,-0.532533,-0.00678507,0.000369188
1.583,-0.532125,-0.00668002,-0.000762017
1.584,-0.531717,-0.00657523,-0.00189002
1.585,-0.531309,-0.0064707,-0.00301482
1.586,-0.530901,-0.00636643,-0.00413644
1.587,-0.530494,-0.00626243,-0.00525487
1.588,-0.530086,-0.00615869,-0.00637011
1.589,-0.529678,-0.00605521,-0.00748218
1.59,-0.529271,-0.00595199,-0.00859109
1.591,-0.528863,-0.00584903,-0.00969682
1.592,-0.528455,-0.00574633,-0.0107994
1.593,-0.528048,-0.00564389,-0.0118988
1.594,-0.52764,-0.00554171,-0.0129951
1.595,-0.527232,-0.00543978,-0.0140882
1.596,-0.526825,-0.00533812,-0.0151782
1.597,-0.526417,-0.00523671,-0.0162651
1.598,-0.52601,-0.00513557,-0.0173489
1.599,-0.525602,-0.00503468,-0.0184295
1.6,-0.525195,-0.00493404,-0.019507
1.601,-0.524787,-0.00483367,-0.0205814
1.602,-0.52438,-0.00473355,-0.0216527
1.603,-0.523973,-0.00463369,-0.0227209
1.604,-0.523565,-0.00453408,-0.023786
1.605,-0.523158,-0.00443473,-0.024848
1.606,-0.522751,-0.00433563,-0.025907
1.607,-0.522343,-0.00423679,-0.0269628
1.608,-0.521936,-0.0041382,-0.0280156
1.609,-0.521529,-0.00403986,-0.0290653
1.61,-0.521122,-0.00394178,-0.030112
1.611,-0.520715,-0.00384396,-0.0311556
1.612,-0.520308,-0.00374638,-0.0321962
1.613,-0.519901,-0.00364906,-0.0332337
1.614,-0.519494,-0.00355199,-0.0342682
1.615,-0.519087,-0.00345517,-0.0352996
1.616,-0.51868,-0.00335861,-0.0363281
1.617,-0.518273,-0.00326229,-0.0373535
1.618,-0.517866,-0.00316623,-0.0383758
1.619,-0.51746,-0.00307042,-0.0393952
1.62,-0.517053,-0.00297485,-0.0404116
1.621,-0.516646,-0.00287954,-0.041425
1.622,-0.51624,-0.00278447,-0.0424353
1.623,-0.515833,-0.00268966,-0.0434427
1.624,-0.515426,-0.00259509,-0.0444471
1.625,-0.51502,-0.00250077,-0.0454485
1.626,-0.514613,-0.0024067,-0.046447
1.627,-0.514207,-0.00231288,-0.0474425
1.628,-0.513801,-0.0022193,-0.048435
1.629,-0.513394,-0.00212598,-0.0494245
1.63,-0.512988,-0.00203289,-0.0504112
1.631,-0.512582,-0.00194006,-0.0513948
1.632,-0.512176,-0.00184747,-0.0523755
1.633,-0.51177,-0.00175512,-0.0533533
1.634,-0.511364,-0.00166302,-0.0543282
1.635,-0.510958,-0.00157117,-0.0553001
1.636,-0.510552,-0.00147956,-0.0562691
1.637,-0.510146,-0.00138819,-0.0572352
1.638,-0.50974,-0.00129707,-0.0581984
1.639,-0.509335,-0.00120619,-0.0591587
1.64,-0.508929,-0.00111555,-0.0601161
1.641,-0.508523,-0.00102516,-0.0610706
1.642,-0.508118,-0.000935005,-0.0620222
1.643,-0.507712,-0.000845095,-0.0629709
1.644,-0.507307,-0.000755426,-0.0639168
1.645,-0.506902,-0.000665999,-0.0648598
1.646,-0.506496,-0.000576812,-0.0657999
1.647,-0.506091,-0.000487865,-0.0667371
1.648,-0.505686,-0.000399159,-0.0676715
1.649,-0.505281,-0.000310692,-0.0686031
1.65,-0.504876,-0.000222465,-0.0695318
1.651,-0.504471,-0.000134476,-0.0704577
1.652,-0.504066,-4.67266e-05,-0.0713807
1.653,-0.503661,4.0785e-05,-0.0723009
1.654,-0.503257,0.000128059,-0.0732183
1.655,-0.502852,0.000215095,-0.0741328
1.656,-0.502448,0.000301894,-0.0750446
1.657,-0.502043,0.000388456,-0.0759535
1.658,-0.501639,0.000474782,-0.0768596
1.659,-0.501234,0.000560872,-0.077763
1.66,-0.50083,0.000646726,-0.0786635
1.661,-0.500426,0.000732345,-0.0795613
1.662,-0.500022,0.000817729,-0.0804562
1.663,-0.499618,0.000902878,-0.0813484
1.664,-0.499214,0.000987793,-0.0822379
1.665,-0.49881,0.00107247,-0.0831245
1.666,-0.498406,0.00115692,-0.0840084
1.667,-0.498002,0.00124114,-0.0848896
1.668,-0.497599,0.00132512,-0.0857679
1.669,-0.497195,0.00140887,-0.0866436
1.67,-0.496792,0.00149238,-0.0875165
1.671,-0.496388,0.00157567,-0.0883867
1.672,-0.495985,0.00165872,-0.0892541
1.673,-0.495582,0.00174155,-0.0901188
1.674,-0.495179,0.00182414,-0.0909808
1.675,-0.494776,0.0019065,-0.0918401
1.676,-0.494373,0.00198863,-0.0926967
1.677,-0.49397,0.00207054,-0.0935506
1.678,-0.493567,0.00215221,-0.0944017
1.679,-0.493164,0.00223366,-0.0952502
1.68,-0.492762,0.00231487,-0.096096
1.681,-0.492359,0.00239586,-0.0969391
1.682,-0.491957,0.00247662,-0.0977795
1.683,-0.491554,0.00255715,-0.0986173
1.684,-0.491152,0.00263746,-0.0994524
1.685,-0.49075,0.00271754,-0.100285
1.686,-0.490348,0.00279739,-0.101115
1.687,-0.489946,0.00287702,-0.101942
1.688,-0.489544,0.00295642,-0.102766
1.689,-0.489142,0.0030356,-0.103588
1.69,-0.488741,0.00311455,-0.104407
1.691,-0.488339,0.00319328,-0.105224
1.692,-0.487938,0.00327178,-0.106038
1.693,-0.487536,0.00335006,-0.106849
1.694,-0.487135,0.00342812,-0.107658
1.695,-0.486734,0.00350595,-0.108464
1.696,-0.486333,0.00358356,-0.109267
1.697,-0.485932,0.00366095,-0.110068
1.698,-0.485531,0.00373812,-0.110866
1.699,-0.48513,0.00381506,-0.111662
1.7,-0.48473,0.00389179,-0.112455
1.701,-0.484329,0.00396829,-0.113246
1.702,-0.483929,0.00404457,-0.114034
1.703,-0.483528,0.00412064,-0.114819
1.704,-0.483128,0.00419648,-0.115602
1.705,-0.482728,0.0042721,-0.116382
1.706,-0.482328,0.00434751,-0.11716
1.707,-0.481928,0.00442269,-0.117935
1.708,-0.481528,0.00449766,-0.118707
1.709,-0.481129,0.00457241,-0.119477
1.71,-0.480729,0.00464694,-0.120245
1.711,-0.48033,0.00472126,-0.12101
1.712,-0.47993,0.00479535,-0.121772
1.713,-0.479531,0.00486924,-0.122532
1.714,-0.479132,0.0049429,-0.12329
1.715,-0.478733,0.00501635,-0.124045
1.716,-0.478334,0.00508958,-0.124797
1.717,-0.477935,0.0051626,-0.125547
1.718,-0.477537,0.00523541,-0.126294
1.719,-0.477138,0.005308,-0.127039
1.72,-0.47674,0.00538038,-0.127782
1.721,-0.476341,0.00545254,-0.128522
1.722,-0.475943,0.00552449,-0.129259
1.723,-0.475545,0.00559622,-0.129994
1.724,-0.475147,0.00566775,-0.130727
1.725,-0.474749,0.00573906,-0.131457
1.726,-0.474351,0.00581016,-0.132184
1.727,-0.473954,0.00588105,-0.132909
1.728,-0.473556,0.00595173,-0.133632
1.729,-0.473159,0.0060222,-0.134352
1.73,-0.472762,0.00609245,-0.13507
1.731,-0.472365,0.0061625,-0.135786
1.732,-0.471968,0.00623234,-0.136499
1.733,-0.471571,0.00630197,-0.137209
1.734,-0.471174,0.00637138,-0.137917
1.735,-0.470777,0.0064406,-0.138623
1.736,-0.470381,0.0065096,-0.139326
1.737,-0.469984,0.00657839,-0.140027
1.738,-0.469588,0.00664698,-0.140726
1.739,-0.469192,0.00671536,-0.141422
1.74,-0.468796,0.00678353,-0.142116
1.741,-0.4684,0.0068515,-0.142807
1.742,-0.468005,0.00691926,-0.143496
1.743,-0.467609,0.00698682,-0.144183
1.744,-0.467213,0.00705417,-0.144867
1.745,-0.466818,0.00712131,-0.145549
1.746,-0.466423,0.00718825,-0.146228
1.747,-0.466028,0.00725499,-0.146905
1.748,-0.465633,0.00732152,-0.14758
1.749,-0.465238,0.00738785,-0.148252
1.75,-0.464843,0.00745398,-0.148923
1.751,-0.464449,0.0075199,-0.14959
1.752,-0.464054,0.00758562,-0.150256
1.753,-0.46366,0.00765114,-0.150919
1.754,-0.463266,0.00771646,-0.15158
1.755,-0.462872,0.00778157,-0.152238
1.756,-0.462478,0.00784649,-0.152894
1.757,-0.462084,0.0079112,-0.153548
1.758,-0.461691,0.00797571,-0.1542
1.759,-0.461297,0.00804003,-0.154849
1.76,-0.460904,0.00810414,-0.155496
1.761,-0.460511,0.00816806,-0.156141
1.762,-0.460118,0.00823177,-0.156783
1.763,-0.459725,0.00829529,-0.157423
1.764,-0.459332,0.00835861,-0.158061
1.765,-0.45894,0.00842173,-0.158697
1.766,-0.458547,0.00848465,-0.15933
1.767,-0.458155,0.00854738,-0.159961
1.768,-0.457763,0.00860991,-0.16059
1.769,-0.457371,0.00867224,-0.161216
1.77,-0.456979,0.00873438,-0.161841
1.771,-0.456587,0.00879632,-0.162463
1.772,-0.456195,0.00885807,-0.163082
1.773,-0.455804,0.00891962,-0.1637
1.774,-0.455412,0.00898098,-0.164315
1.775,-0.455021,0.00904214,-0.164929
1.776,-0.45463,0.00910311,-0.165539
1.777,-0.454239,0.00916389,-0.166148
1.778,-0.453849,0.00922447,-0.166755
1.779,-0.453458,0.00928486,-0.167359
1.78,-0.453068,0.00934506,-0.167961
1.781,-0.452677,0.00940506,-0.168561
1.782,-0.452287,0.00946487,-0.169159
1.783,-0.451897,0.0095245,-0.169754
1.784,-0.451507,0.00958393,-0.170348
1.785,-0.451118,0.00964317,-0.170939
1.786,-0.450728,0.00970222,-0.171528
1.787,-0.450339,0.00976107,-0.172115
1.788,-0.44995,0.00981974,-0.172699
1.789,-0.44956,0.00987822,-0.173282
1.79,-0.449172,0.00993652,-0.173862
1.791,-0.448783,0.00999462,-0.17444
1.792,-0.448394,0.0100525,-0.175016
1.793,-0.448006,0.0101103,-0.17559
1.794,-0.447617,0.0101678,-0.176162
1.795,-0.447229,0.0102251,-0.176732
1.796,-0.446841,0.0102823,-0.177299
1.797,-0.446453,0.0103393,-0.177865
1.798,-0.446066,0.0103961,-0.178428
1.799,-0.445678,0.0104527,-0.178989
1.8,-0.445291,0.0105091,-0.179548
1.801,-0.444904,0.0105653,-0.180105
1.802,-0.444517,0.0106214,-0.18066
1.803,-0.44413,0.0106773,-0.181213
1.804,-0.443743,0.0107329,-0.181764
1.805,-0.443357,0.0107884,-0.182312
1.806,-0.44297,0.0108438,-0.182859
1.807,-0.442584,0.0108989,-0.183403
1.808,-0.442198,0.0109538,-0.183946
1.809,-0.441812,0.0110086,-0.184486
1.81,-0.441426,0.0110632,-0.185024
1.811,-0.441041,0.0111176,-0.18556
1.812,-0.440655,0.0111718,-0.186094
1.813,-0.44027,0.0112259,-0.186626
1.814,-0.439885,0.0112797,-0.187156
1.815,-0.4395,0.0113334,-0.187684
1.816,-0.439115,0.0113869,-0.18821
1.817,-0.43873,0.0114402,-0.188734
1.818,-0.438346,0.0114934,-0.189256
1.819,-0.437962,0.0115463,-0.189776
1.82,-0.437578,0.0115991,-0.190294
1.821,-0.437194,0.0116517,-0.19081
1.822,-0.43681,0.0117041,-0.191324
1.823,-0.436426,0.0117564,-0.191835
1.824,-0.436043,0.0118084,-0.192345
1.825,-0.43566,0.0118603,-0.192853
1.826,-0.435277,0.0119121,-0.193359
1.827,-0.434894,0.0119636,-0.193863
1.828,-0.434511,0.012015,-0.194365
1.829,-0.434128,0.0120662,-0.194865
1.83,-0.433746,0.0121172,-0.195362
1.831,-0.433364,0.012168,-0.195858
1.832,-0.432982,0.0122187,-0.196352
1.833,-0.4326,0.0122692,-0.196844
1.834,-0.432218,0.0123195,-0.197334
1.835,-0.431836,0.0123696,-0.197823
1.836,-0.431455,0.0124196,-0.198309
1.837,-0.431074,0.0124694,-0.198793
1.838,-0.430693,0.012519,-0.199275
1.839,-0.430312,0.0125685,-0.199755
1.84,-0.429931,0.0126178,-0.200234
1.841,-0.429551,0.0126669,-0.20071
1.842,-0.42917,0.0127158,-0.201185
1.843,-0.42879,0.0127646,-0.201657
1.844,-0.42841,0.0128132,-0.202128
1.845,-0.428031,0.0128616,-0.202597
1.846,-0.427651,0.0129099,-0.203064
1.847,-0.427271,0.012958,-0.203529
1.848,-0.426892,0.0130059,-0.203992
1.849,-0.426513,0.0130536,-0.204453
1.85,-0.426134,0.0131012,-0.204912
1.851,-0.425755,0.0131486,-0.20537
1.852,-0.425377,0.0131959,-0.205825
1.853,-0.424999,0.013243,-0.206279
1.854,-0.42462,0.0132899,-0.206731
1.855,-0.424242,0.0133366,-0.207181
1.856,-0.423864,0.0133832,-0.207629
1.857,-0.423487,0.0134296,-0.208075
1.858,-0.423109,0.0134758,-0.208519
1.859,-0.422732,0.0135219,-0.208962
1.86,-0.422355,0.0135678,-0.209402
1.861,-0.421978,0.0136136,-0.209841
1.862,-0.421601,0.0136592,-0.210278
1.863,-0.421225,0.0137046,-0.210713
1.864,-0.420848,0.0137499,-0.211147
1.865,-0.420472,0.013795,-0.211578
1.866,-0.420096,0.0138399,-0.212008
1.867,-0.41972,0.0138847,-0.212436
1.868,-0.419345,0.0139293,-0.212862
1.869,-0.418969,0.0139737,-0.213286
1.87,-0.418594,0.014018,-0.213708
1.871,-0.418219,0.0140621,-0.214129
1.872,-0.417844,0.0141061,-0.214547
1.873,-0.417469,0.0141499,-0.214964
1.874,-0.417095,0.0141935,-0.21538
1.875,-0.416721,0.014237,-0.215793
1.876,-0.416346,0.0142803,-0.216205
1.877,-0.415972,0.0143235,-0.216615
1.878,-0.415599,0.0143665,-0.217023
1.879,-0.415225,0.0144093,-0.217429
1.88,-0.414852,0.014452,-0.217834
1.881,-0.414478,0.0144945,-0.218236
1.882,-0.414105,0.0145369,-0.218637
1.883,-0.413733,0.0145791,-0.219037
1.884,-0.41336,0.0146211,-0.219434
1.885,-0.412988,0.014663,-0.21983
1.886,-0.412615,0.0147048,-0.220224
1.887,-0.412243,0.0147463,-0.220616
1.888,-0.411871,0.0147878,-0.221007
1.889,-0.4115,0.014829,-0.221396
1.89,-0.411128,0.0148702,-0.221783
1.891,-0.410757,0.0149111,-0.222168
1.892,-0.410386,0.0149519,-0.222552
1.893,-0.410015,0.0149926,-0.222934
1.894,-0.409644,0.0150331,-0.223314
1.895,-0.409274,0.0150734,-0.223693
1.896,-0.408903,0.0151136,-0.224069
1.897,-0.408533,0.0151536,-0.224445
1.898,-0.408163,0.0151935,-0.224818
1.899,-0.407794,0.0152332,-0.22519
1.9,-0.407424,0.0152728,-0.22556
1.901,-0.407055,0.0153122,-0.225928
1.902,-0.406686,0.0153515,-0.226295
1.903,-0.406317,0.0153906,-0.22666
1.904,-0.405948,0.0154296,-0.227023
1.905,-0.405579,0.0154684,-0.227385
1.906,-0.405211,0.0155071,-0.227745
1.907,-0.404843,0.0155456,-0.228103
1.908,-0.404475,0.015584,-0.22846
1.909,-0.404107,0.0156222,-0.228815
1.91,-0.403739,0.0156603,-0.229169
1.911,-0.403372,0.0156982,-0.22952
1.912,-0.403005,0.015736,-0.229871
1.913,-0.402638,0.0157736,-0.230219
1.914,-0.402271,0.0158111,-0.230566
1.915,-0.401905,0.0158484,-0.230911
1.916,-0.401538,0.0158856,-0.231255
1.917,-0.401172,0.0159226,-0.231597
1.918,-0.400806,0.0159595,-0.231937
1.919,-0.40044,0.0159963,-0.232276
1.92,-0.400075,0.0160329,-0.232613
1.921,-0.399709,0.0160693,-0.232949
1.922,-0.399344,0.0161056,-0.233283
1.923,-0.398979,0.0161418,-0.233615
1.924,-0.398614,0.0161778,-0.233946
1.925,-0.39825,0.0162137,-0.234275
1.926,-0.397885,0.0162494,-0.234603
1.927,-0.397521,0.016285,-0.234929
1.928,-0.397157,0.0163205,-0.235253
1.929,-0.396793,0.0163558,-0.235576
1.93,-0.39643,0.0163909,-0.235897
1.931,-0.396067,0.0164259,-0.236217
1.932,-0.395703,0.0164608,-0.236535
1.933,-0.39534,0.0164955,-0.236852
1.934,-0.394978,0.0165301,-0.237167
1.935,-0.394615,0.0165646,-0.23748
1.936,-0.394253,0.0165989,-0.237792
1.937,-0.393891,0.016633,-0.238103
1.938,-0.393529,0.0166671,-0.238411
1.939,-0.393167,0.016701,-0.238719
1.94,-0.392806,0.0167347,-0.239025
1.941,-0.392444,0.0167683,-0.239329
1.942,-0.392083,0.0168018,-0.239632
1.943,-0.391722,0.0168351,-0.239933
1.944,-0.391362,0.0168683,-0.240232
1.945,-0.391001,0.0169013,-0.240531
1.946,-0.390641,0.0169343,-0.240827
1.947,-0.390281,0.016967,-0.241122
1.948,-0.389921,0.0169997,-0.241416
1.949,-0.389561,0.0170322,-0.241708
1.95,-0.389202,0.0170645,-0.241999
1.951,-0.388843,0.0170968,-0.242288
1.952,-0.388483,0.0171289,-0.242576
1.953,-0.388125,0.0171608,-0.242862
1.954,-0.387766,0.0171926,-0.243147
1.955,-0.387408,0.0172243,-0.24343
1.956,-0.387049,0.0172559,-0.243712
1.957,-0.386692,0.0172873,-0.243992
1.958,-0.386334,0.0173186,-0.244271
1.959,-0.385976,0.0173497,-0.244548
1.96,-0.385619,0.0173807,-0.244824
1.961,-0.385262,0.0174116,-0.245098
1.962,-0.384905,0.0174424,-0.245371
1.963,-0.384548,0.017473,-0.245643
1.964,-0.384192,0.0175034,-0.245913
1.965,-0.383835,0.0175338,-0.246182
1.966,-0.383479,0.017564,-0.246449
1.967,-0.383123,0.0175941,-0.246714
1.968,-0.382768,0.0176241,-0.246979
1.969,-0.382412,0.0176539,-0.247242
1.97,-0.382057,0.0176836,-0.247503
1.971,-0.381702,0.0177131,-0.247763
1.972,-0.381347,0.0177426,-0.248022
1.973,-0.380993,0.0177719,-0.248279
1.974,-0.380638,0.017801,-0.248535
1.975,-0.380284,0.0178301,-0.248789
1.976,-0.37993,0.017859,-0.249042
1.977,-0.379576,0.0178878,-0.249294
1.978,-0.379223,0.0179164,-0.249544
1.979,-0.378869,0.0179449,-0.249793
1.98,-0.378516,0.0179733,-0.25004
1.981,-0.378163,0.0180016,-0.250286
1.982,-0.377811,0.0180298,-0.250531
1.983,-0.377458,0.0180578,-0.250774
1.984,-0.377106,0.0180857,-0.251016
1.985,-0.376754,0.0181134,-0.251256
1.986,-0.376402,0.0181411,-0.251496
1.987,-0.376051,0.0181686,-0.251733
1.988,-0.375699,0.018196,-0.25197
1.989,-0.375348,0.0182232,-0.252205
1.99,-0.374997,0.0182504,-0.252439
1.991,-0.374646,0.0182774,-0.252671
1.992,-0.374296,0.0183043,-0.252902
1.993,-0.373946,0.018331,-0.253131
1.994,-0.373596,0.0183577,-0.25336
1.995,-0.373246,0.0183842,-0.253587
1.996,-0.372896,0.0184106,-0.253812
1.997,-0.372547,0.0184368,-0.254037
1.998,-0.372197,0.018463,-0.25426
1.999,-0.371848,0.018489,-0.254481
2,-0.3715,0.0185149,-0.254702
2.001,-0.371151,0.0185407,-0.254921
2.002,-0.370803,0.0185663,-0.255138
2.003,-0.370455,0.0185919,-0.255355
2.004,-0.370107,0.0186173,-0.25557
2.005,-0.369759,0.0186426,-0.255783
2.006,-0.369412,0.0186677,-0.255996
