time,q_x,q_z,q_pitch,q_lh,q_lk,q_rh,q_rk,v_x,v_z,v_pitch,v_lh,v_lk,v_rh,v_rk,tau_lh,tau_lk,tau_rh,tau_rk
10.3510,0.734510,0.480055,0.057229,0.591375,-1.468852,1.011921,-1.189556,0.189504,0.001825,-0.020101,0.600911,-0.088470,0.520620,-0.616509,0.662453,13.258289,0.831312,-0.184446
10.3610,0.736363,0.480082,0.057001,0.597255,-1.469640,1.017832,-1.198039,0.181981,0.003307,-0.024695,0.577314,-0.070731,0.641605,-1.015055,0.614756,13.175645,0.824727,-0.193131
10.3710,0.738144,0.480122,0.056736,0.602897,-1.470253,1.024715,-1.209796,0.174940,0.004586,-0.027867,0.553536,-0.053885,0.721051,-1.293341,0.585072,13.098073,0.803263,-0.207947
10.3810,0.739856,0.480173,0.056445,0.608305,-1.470709,1.032207,-1.223906,0.168331,0.005578,-0.029992,0.530623,-0.039254,0.767749,-1.498772,0.569555,13.027795,0.770350,-0.226403
10.3910,0.741505,0.480233,0.056136,0.613492,-1.471033,1.040008,-1.239803,0.162119,0.006264,-0.031447,0.509192,-0.027214,0.786290,-1.658706,0.564376,12.965565,0.729341,-0.246749
10.4010,0.743094,0.480298,0.055815,0.618475,-1.471251,1.047853,-1.257126,0.156277,0.006657,-0.032574,0.489628,-0.017726,0.779229,-1.788910,0.566081,12.911275,0.683162,-0.267723
10.4110,0.744626,0.480366,0.055484,0.623273,-1.471387,1.055494,-1.275632,0.150785,0.006791,-0.033658,0.472166,-0.010578,0.748223,-1.898408,0.571739,12.864361,0.634209,-0.288403
10.4210,0.746105,0.480433,0.055140,0.627909,-1.471464,1.062699,-1.295144,0.145628,0.006702,-0.034920,0.456924,-0.005484,0.694597,-1.992252,0.578986,12.824054,0.584337,-0.308125
10.4310,0.747535,0.480499,0.054783,0.632405,-1.471499,1.069250,-1.315521,0.140792,0.006430,-0.036514,0.443925,-0.002146,0.619594,-2.073102,0.586009,12.789530,0.534907,-0.326412
10.4410,0.748918,0.480561,0.054407,0.636783,-1.471509,1.074939,-1.336642,0.136263,0.006009,-0.038530,0.433111,-0.000275,0.524475,-2.142157,0.591508,12.759999,0.486844,-0.342940
10.4510,0.750257,0.480618,0.054008,0.641064,-1.471507,1.079572,-1.358389,0.132029,0.005473,-0.041007,0.424370,0.000397,0.410532,-2.199704,0.594621,12.734747,0.440708,-0.357498
10.4610,0.751555,0.480670,0.053583,0.645269,-1.471504,1.082968,-1.380648,0.128079,0.004850,-0.043938,0.417542,0.000105,0.279086,-2.245462,0.594858,12.713163,0.396772,-0.369963
10.4710,0.752815,0.480714,0.053125,0.649415,-1.471508,1.084960,-1.403296,0.124403,0.004164,-0.047288,0.412444,-0.000942,0.131473,-2.278805,0.592021,12.694745,0.355087,-0.380280
10.4810,0.754040,0.480752,0.052632,0.653519,-1.471526,1.085393,-1.426206,0.120989,0.003435,-0.050997,0.408875,-0.002569,-0.030966,-2.298917,0.586129,12.679099,0.315558,-0.388440
10.4910,0.755233,0.480782,0.052100,0.657594,-1.471563,1.084126,-1.449240,0.117827,0.002678,-0.054995,0.406638,-0.004627,-0.206880,-2.304903,0.577353,12.665934,0.277997,-0.394472
10.5010,0.756395,0.480805,0.051527,0.661654,-1.471622,1.081033,-1.472253,0.114908,0.001906,-0.059208,0.405538,-0.006991,-0.394891,-2.295874,0.565951,12.655056,0.242177,-0.398424
10.5110,0.757529,0.480820,0.050911,0.665707,-1.471706,1.075999,-1.495088,0.112221,0.001130,-0.063560,0.405397,-0.009560,-0.593580,-2.271015,0.552221,12.646354,0.207876,-0.400363
10.5210,0.758637,0.480827,0.050252,0.669764,-1.471816,1.068927,-1.517584,0.109758,0.000358,-0.067984,0.406053,-0.012251,-0.801450,-2.229635,0.536451,12.639787,0.174905,-0.400365
10.5310,0.759722,0.480826,0.049547,0.673832,-1.471954,1.059733,-1.539574,0.107510,-0.000403,-0.072419,0.407365,-0.014994,-1.016900,-2.171214,0.518888,12.635370,0.143139,-0.398512
10.5410,0.760786,0.480818,0.048799,0.677915,-1.472119,1.048351,-1.560883,0.105469,-0.001150,-0.076814,0.409209,-0.017732,-1.238192,-2.095439,0.499710,12.633153,0.112527,-0.394889
10.5510,0.761831,0.480802,0.048007,0.682019,-1.472311,1.034733,-1.581340,0.103628,-0.001877,-0.081125,0.411482,-0.020415,-1.463424,-2.002226,0.479002,12.633202,0.083105,-0.389583
10.5610,0.762858,0.480780,0.047173,0.686148,-1.472529,1.018850,-1.600768,0.101982,-0.002581,-0.085316,0.414093,-0.022999,-1.690510,-1.891751,0.456751,12.635569,0.054992,-0.382678
10.5710,0.763869,0.480750,0.046297,0.690305,-1.472773,1.000697,-1.618999,0.100526,-0.003258,-0.089354,0.416964,-0.025442,-1.917170,-1.764464,0.432834,12.640271,0.028390,-0.374262
10.5810,0.764867,0.480714,0.045382,0.694491,-1.473040,0.980291,-1.635868,0.099257,-0.003904,-0.093207,0.420022,-0.027704,-2.140934,-1.621098,0.407030,12.647257,0.003569,-0.364417
10.5910,0.765854,0.480672,0.044430,0.698709,-1.473328,0.957676,-1.651220,0.098177,-0.004515,-0.096843,0.423199,-0.029744,-2.359159,-1.462675,0.379033,12.656380,-0.019153,-0.353224
10.6010,0.766831,0.480623,0.043443,0.702958,-1.473636,0.932922,-1.664910,0.097286,-0.005086,-0.100223,0.426424,-0.031519,-2.569070,-1.290508,0.348472,12.667377,-0.039426,-0.340761
10.6110,0.767799,0.480569,0.042423,0.707240,-1.473959,0.906128,-1.676811,0.096591,-0.005613,-0.103299,0.429624,-0.032983,-2.767807,-1.106185,0.314949,12.679850,-0.056900,-0.327104
10.6210,0.768762,0.480511,0.041375,0.711554,-1.474295,0.877421,-1.686810,0.096101,-0.006090,-0.106015,0.432716,-0.034089,-2.952504,-0.911551,0.278079,12.693259,-0.071250,-0.312329
10.6310,0.769722,0.480447,0.040302,0.715897,-1.474641,0.846958,-1.694816,0.095826,-0.006513,-0.108301,0.435612,-0.034789,-3.120368,-0.708683,0.237535,12.706930,-0.082204,-0.296511
10.6410,0.770680,0.480380,0.039209,0.720268,-1.474990,0.814921,-1.700758,0.095781,-0.006875,-0.110076,0.438213,-0.035036,-3.268783,-0.499847,0.193100,12.720085,-0.089572,-0.279734
10.6510,0.771638,0.480310,0.038101,0.724662,-1.475340,0.781518,-1.704590,0.095983,-0.007173,-0.111248,0.440416,-0.034784,-3.395402,-0.287452,0.144714,12.731875,-0.093270,-0.262090
10.6610,0.772600,0.480237,0.036985,0.729076,-1.475684,0.746978,-1.706290,0.096449,-0.007401,-0.111719,0.442112,-0.033991,-3.498255,-0.073993,0.092508,12.741445,-0.093332,-0.243687
10.6710,0.773569,0.480162,0.035869,0.733504,-1.476016,0.711547,-1.705862,0.097199,-0.007557,-0.111386,0.443195,-0.032623,-3.575831,0.138009,0.036830,12.747995,-0.089927,-0.224656
10.6810,0.774546,0.480086,0.034761,0.737939,-1.476332,0.675485,-1.703333,0.098250,-0.007639,-0.110149,0.443564,-0.030652,-3.627151,0.346069,-0.021749,12.750854,-0.083351,-0.205154
10.6910,0.775536,0.480009,0.033671,0.742372,-1.476625,0.639055,-1.698757,0.099620,-0.007646,-0.107916,0.443132,-0.028061,-3.651814,0.547809,-0.082454,12.749540,-0.074025,-0.185367
10.7010,0.776541,0.479933,0.032609,0.746797,-1.476888,0.602526,-1.692208,0.101323,-0.007579,-0.104609,0.441832,-0.024844,-3.650013,0.741008,-0.144339,12.743810,-0.062467,-0.165514
10.7110,0.777566,0.479858,0.031587,0.751204,-1.477116,0.566156,-1.683784,0.103372,-0.007443,-0.100173,0.439625,-0.021005,-3.622518,0.923659,-0.206346,12.733686,-0.049271,-0.145844
10.7210,0.778612,0.479785,0.030615,0.755584,-1.477302,0.530197,-1.673600,0.105775,-0.007241,-0.094579,0.436502,-0.016561,-3.570628,1.093999,-0.267377,12.719453,-0.035068,-0.126628
10.7310,0.779685,0.479714,0.029705,0.759928,-1.477441,0.494882,-1.661787,0.108537,-0.006980,-0.087826,0.432491,-0.011533,-3.496100,1.250542,-0.326362,12.701631,-0.020488,-0.108152
10.7410,0.780787,0.479645,0.028869,0.764227,-1.477526,0.460428,-1.648490,0.111662,-0.006667,-0.079944,0.427656,-0.005952,-3.401046,1.392082,-0.382341,12.680922,-0.006123,-0.090706
10.7510,0.781923,0.479581,0.028118,0.768473,-1.477552,0.427027,-1.633865,0.115148,-0.006310,-0.070998,0.422098,0.000150,-3.287825,1.517691,-0.434519,12.658141,0.007512,-0.074570
10.7610,0.783095,0.479520,0.027462,0.772661,-1.477515,0.394845,-1.618075,0.118994,-0.005918,-0.061075,0.415949,0.006740,-3.158924,1.626705,-0.482321,12.634143,0.020008,-0.059998
10.7710,0.784308,0.479463,0.026910,0.776784,-1.477409,0.364028,-1.601288,0.123197,-0.005499,-0.050289,0.409369,0.013789,-3.016843,1.718695,-0.525419,12.609746,0.031085,-0.047213
10.7810,0.785565,0.479410,0.026470,0.780841,-1.477230,0.334692,-1.583675,0.127753,-0.005060,-0.038771,0.402537,0.021273,-2.863986,1.793439,-0.563742,12.585667,0.040605,-0.036389
10.7910,0.786869,0.479362,0.026148,0.784828,-1.476975,0.306934,-1.565411,0.132660,-0.004610,-0.026662,0.395640,0.029177,-2.702577,1.850883,-0.597463,12.562479,0.048578,-0.027653
10.8010,0.788224,0.479319,0.025951,0.788747,-1.476637,0.280827,-1.546667,0.137915,-0.004156,-0.014105,0.388866,0.037497,-2.534582,1.891114,-0.626977,12.540578,0.055150,-0.021074
10.8110,0.789634,0.479279,0.025880,0.792600,-1.476215,0.256429,-1.527614,0.143519,-0.003701,-0.001239,0.382395,0.046240,-2.361667,1.914326,-0.652856,12.520176,0.060588,-0.016674
10.8210,0.791101,0.479245,0.025939,0.796390,-1.475702,0.233781,-1.508421,0.149473,-0.003252,0.011806,0.376392,0.055425,-2.185166,1.920795,-0.675808,12.501314,0.065259,-0.014423
10.8310,0.792630,0.479215,0.026129,0.800124,-1.475095,0.212912,-1.489255,0.155780,-0.002812,0.024915,0.370997,0.065082,-2.006083,1.910864,-0.696622,12.483883,0.069600,-0.014256
10.8410,0.794225,0.479189,0.026451,0.803808,-1.474389,0.193845,-1.470276,0.162444,-0.002382,0.037992,0.366324,0.075254,-1.825098,1.884926,-0.716115,12.467654,0.074081,-0.016073
10.8510,0.795887,0.479168,0.026902,0.807449,-1.473578,0.176597,-1.451642,0.169473,-0.001964,0.050961,0.362458,0.085996,-1.642600,1.843424,-0.735091,12.452327,0.079184,-0.019757
10.8610,0.797622,0.479150,0.027482,0.811056,-1.472656,0.161181,-1.433507,0.176875,-0.001560,0.063767,0.359455,0.097371,-1.458730,1.786843,-0.754294,12.437559,0.085359,-0.025182
10.8710,0.799434,0.479137,0.028189,0.814638,-1.471616,0.147612,-1.416018,0.184660,-0.001169,0.076373,0.357342,0.109451,-1.273425,1.715714,-0.774375,12.423012,0.093008,-0.032219
10.8810,0.801325,0.479127,0.029021,0.818204,-1.470452,0.135904,-1.399317,0.192839,-0.000792,0.088760,0.356123,0.122319,-1.086475,1.630624,-0.795869,12.408379,0.102456,-0.040748
10.8910,0.803300,0.479121,0.029976,0.821763,-1.469154,0.126077,-1.383542,0.201424,-0.000427,0.100920,0.355781,0.136064,-0.897578,1.532215,-0.819173,12.393412,0.113933,-0.050663
10.9010,0.805364,0.479119,0.031051,0.825323,-1.467713,0.118150,-1.368820,0.210430,-0.000075,0.112856,0.356283,0.150784,-0.706393,1.421196,-0.844545,12.377940,0.127567,-0.061878
10.9110,0.807520,0.479120,0.032244,0.828892,-1.466119,0.112150,-1.355274,0.219870,0.000265,0.124574,0.357589,0.166582,-0.512592,1.298349,-0.872092,12.361878,0.143375,-0.074323
10.9210,0.809772,0.479125,0.033553,0.832479,-1.464361,0.108103,-1.343018,0.229759,0.000593,0.136082,0.359654,0.183572,-0.315903,1.164535,-0.901788,12.345229,0.161263,-0.087952
10.9310,0.812126,0.479132,0.034977,0.836090,-1.462426,0.106040,-1.332156,0.240115,0.000909,0.147381,0.362437,0.201875,-0.116152,1.020697,-0.933477,12.328075,0.181030,-0.102735
10.9410,0.814587,0.479146,0.036516,0.839718,-1.460276,0.105702,-1.323327,0.250938,0.001819,0.159523,0.362431,0.226249,0.012224,0.740638,-0.616427,12.696738,-0.150920,-0.254169
10.9510,0.817157,0.479169,0.038171,0.843352,-1.457880,0.106288,-1.317341,0.262122,0.002642,0.169898,0.364992,0.250449,0.094489,0.496087,-0.626865,12.604450,-0.138043,-0.249904
10.9610,0.819841,0.479198,0.039912,0.847040,-1.455248,0.107534,-1.312773,0.273423,0.003339,0.176047,0.372563,0.273526,0.137277,0.669439,-1.307737,11.724532,0.703282,0.423810
10.9710,0.822632,0.479248,0.041545,0.850931,-1.452299,0.109929,-1.288285,0.283508,0.006615,0.145862,0.410853,0.314864,0.362659,4.476221,-3.573519,9.054271,3.395732,2.451138
10.9810,0.825514,0.479320,0.042693,0.855476,-1.448972,0.113256,-1.208764,0.291686,0.006716,0.085383,0.498023,0.341815,0.183692,11.143863,-3.417241,7.938346,3.583471,3.588878
10.9910,0.828428,0.479294,0.043807,0.860438,-1.446116,0.126994,-1.227153,0.291004,-0.000499,0.131962,0.456472,0.302202,1.194942,-1.423294,-3.240578,7.289166,3.800276,4.652433
11.0010,0.831326,0.479309,0.045251,0.864686,-1.442925,0.137731,-1.238775,0.288487,0.002805,0.150916,0.403774,0.331811,1.002688,-1.011166,-3.391134,6.235109,4.276076,5.600092
11.0110,0.834188,0.479350,0.046780,0.868543,-1.439477,0.147274,-1.247878,0.283984,0.005160,0.152771,0.372966,0.354470,0.923589,-0.846463,-3.440837,5.366249,4.589832,6.401356
11.0210,0.836994,0.479412,0.048274,0.872156,-1.435838,0.156263,-1.255831,0.277662,0.006827,0.145693,0.353020,0.370787,0.881885,-0.760082,-3.474367,4.619239,4.838089,7.094024
11.0310,0.839728,0.479486,0.049667,0.875606,-1.432067,0.164921,-1.263100,0.269780,0.007955,0.133603,0.339053,0.381357,0.853674,-0.702255,-3.494406,3.981781,5.030834,7.688018
11.0410,0.842377,0.479570,0.050923,0.878936,-1.428220,0.173325,-1.269861,0.260602,0.008646,0.118782,0.328429,0.386743,0.829920,-0.655775,-3.503854,3.442862,5.176518,8.192589
11.0510,0.844927,0.479659,0.052023,0.882171,-1.424345,0.181498,-1.276188,0.250376,0.008981,0.102691,0.319575,0.387495,0.806904,-0.614387,-3.505544,2.992292,5.282610,8.616365
11.0610,0.847371,0.479749,0.052960,0.885322,-1.420485,0.189437,-1.282118,0.239330,0.009029,0.086316,0.311500,0.384145,0.783029,-0.575776,-3.502044,2.620602,5.355713,8.967376
11.0710,0.849700,0.479838,0.053735,0.888393,-1.416679,0.197129,-1.287673,0.227671,0.008848,0.070327,0.303575,0.377213,0.757626,-0.539077,-3.495601,2.319006,5.401656,9.253097
11.0810,0.851911,0.479925,0.054354,0.891384,-1.412960,0.204557,-1.292869,0.215582,0.008488,0.055176,0.295408,0.367200,0.730476,-0.503968,-3.488122,2.079387,5.425551,9.480472
11.0910,0.853999,0.480007,0.054827,0.894291,-1.409355,0.211704,-1.297722,0.203227,0.007992,0.041154,0.286771,0.354584,0.701598,-0.470330,-3.481174,1.894286,5.431835,9.655934
11.1010,0.855963,0.480084,0.055168,0.897109,-1.405889,0.218554,-1.302247,0.190747,0.007399,0.028474,0.277521,0.339851,0.670990,-0.438021,-3.448856,1.773375,5.397220,9.775912
11.1110,0.857801,0.480154,0.055390,0.899829,-1.402579,0.225087,-1.306455,0.178261,0.006745,0.017297,0.267483,0.323429,0.638774,-0.406985,-3.402828,1.704095,5.335754,9.849321
11.1210,0.859516,0.480218,0.055509,0.902445,-1.399442,0.231292,-1.310361,0.165879,0.006057,0.007630,0.256687,0.305704,0.605263,-0.377232,-3.350309,1.676951,5.256736,9.883362
11.1310,0.861107,0.480275,0.055538,0.904950,-1.396487,0.237157,-1.313976,0.153696,0.005351,-0.000644,0.245270,0.286973,0.571062,-0.348935,-3.341032,1.656765,5.211703,9.900052
11.1410,0.862599,0.480323,0.055513,0.907300,-1.393587,0.242810,-1.317512,0.149723,0.003907,0.000595,0.228864,0.300174,0.575385,-0.374799,-3.895506,6.750223,3.648678,4.100138
11.1510,0.864136,0.480349,0.055586,0.909673,-1.390687,0.248599,-1.321286,0.156936,0.001787,0.012115,0.242865,0.284609,0.582904,-0.381231,-3.963783,6.363328,3.851485,4.572224
11.1610,0.865741,0.480359,0.055752,0.912149,-1.387860,0.254494,-1.325162,0.163199,0.000272,0.019723,0.250840,0.282499,0.595294,-0.392970,-4.024363,6.007762,4.027238,4.994972
11.1710,0.867403,0.480355,0.055977,0.914689,-1.385015,0.260522,-1.329153,0.168633,-0.000772,0.024413,0.256413,0.286685,0.608984,-0.403828,-4.060320,5.690668,4.161782,5.368888
11.1810,0.869116,0.480343,0.056236,0.917278,-1.382109,0.266687,-1.333239,0.173345,-0.001452,0.026928,0.260798,0.294146,0.622568,-0.412074,-4.081722,5.403131,4.267546,5.703181
11.1910,0.870873,0.480326,0.056512,0.919906,-1.379118,0.272984,-1.337392,0.177431,-0.001858,0.027840,0.264385,0.303474,0.635447,-0.417496,-4.092385,5.140453,4.350360,6.004086
11.2010,0.872667,0.480307,0.056789,0.922567,-1.376026,0.279405,-1.341585,0.180974,-0.002060,0.027592,0.267284,0.313920,0.647355,-0.420368,-4.093371,4.899931,4.413016,6.276172
11.2110,0.874494,0.480286,0.057060,0.925252,-1.372826,0.285939,-1.345794,0.184045,-0.002113,0.026532,0.269515,0.325025,0.658172,-0.421079,-4.087072,4.678278,4.459397,6.523890
11.2210,0.876349,0.480265,0.057317,0.927957,-1.369513,0.292575,-1.350000,0.186707,-0.002064,0.024913,0.271104,0.336475,0.667905,-0.420035,-4.079197,4.470320,4.496483,6.752439
11.2310,0.878229,0.480245,0.057555,0.930674,-1.366085,0.299303,-1.354188,0.189017,-0.001947,0.022928,0.272087,0.348053,0.676579,-0.417583,-4.069772,4.274600,4.525386,6.964531
11.2410,0.880131,0.480226,0.057773,0.933397,-1.362541,0.306111,-1.358345,0.191020,-0.001789,0.020727,0.272494,0.359604,0.684236,-0.414007,-4.058806,4.089824,4.547057,7.162491
11.2510,0.882051,0.480209,0.057967,0.936122,-1.358882,0.312991,-1.362462,0.192758,-0.001609,0.018424,0.272356,0.371023,0.690927,-0.409544,-4.046293,3.914849,4.562298,7.348301
11.2610,0.883987,0.480194,0.058139,0.938842,-1.355110,0.319933,-1.366529,0.194267,-0.001423,0.016106,0.271704,0.382236,0.696708,-0.404380,-4.032213,3.748670,4.571785,7.523655
11.2710,0.885937,0.480181,0.058287,0.941553,-1.351227,0.326928,-1.370542,0.195578,-0.001240,0.013836,0.270573,0.393200,0.701640,-0.398667,-4.016530,3.590400,4.576082,7.689991
11.2810,0.887899,0.480169,0.058413,0.944251,-1.347236,0.333968,-1.374495,0.196716,-0.001067,0.011660,0.268991,0.403893,0.705770,-0.392517,-3.996829,3.440773,4.573288,7.847641
11.2910,0.889872,0.480160,0.058519,0.946930,-1.343139,0.341045,-1.378385,0.197705,-0.000908,0.009618,0.266978,0.414307,0.709146,-0.386022,-3.973461,3.298865,4.564204,7.997760
11.3010,0.891853,0.480151,0.058604,0.949587,-1.338940,0.348151,-1.382208,0.198565,-0.000766,0.007724,0.264566,0.424442,0.711835,-0.379259,-3.948003,3.163047,4.550786,8.141832
11.3110,0.893843,0.480144,0.058672,0.952217,-1.334641,0.355282,-1.385962,0.199312,-0.000642,0.005988,0.261787,0.434308,0.713898,-0.372289,-3.920486,3.032748,4.533386,8.280632
11.3210,0.895840,0.480139,0.058723,0.954818,-1.330245,0.362429,-1.389646,0.199961,-0.000536,0.004410,0.258674,0.443921,0.715393,-0.365160,-3.890904,2.907482,4.512275,8.414807
11.3310,0.897843,0.480134,0.058759,0.957387,-1.325754,0.369589,-1.393258,0.200526,-0.000448,0.002988,0.255256,0.453300,0.716374,-0.357909,-3.859240,2.786830,4.487673,8.544901
11.3410,0.899851,0.480130,0.058782,0.959919,-1.321171,0.376756,-1.396797,0.201018,-0.000376,0.001716,0.251559,0.462468,0.716892,-0.350564,-3.825470,2.670430,4.459760,8.671369
11.3510,0.901863,0.480126,0.058793,0.962413,-1.316496,0.383926,-1.400262,0.201446,-0.000320,0.000585,0.247607,0.471447,0.716993,-0.343147,-3.789564,2.557970,4.428677,8.794593
11.3610,0.903880,0.480123,0.058793,0.964866,-1.311733,0.391094,-1.403652,0.201818,-0.000277,-0.000415,0.243423,0.480260,0.716719,-0.335675,-3.751488,2.449185,4.394540,8.914891
11.3710,0.905900,0.480121,0.058784,0.967277,-1.306883,0.398259,-1.406967,0.202143,-0.000247,-0.001292,0.239027,0.488930,0.716109,-0.328162,-3.711207,2.343845,4.357440,9.032528
11.3810,0.907923,0.480118,0.058767,0.969642,-1.301947,0.405415,-1.410208,0.202426,-0.000227,-0.002058,0.234438,0.497479,0.715197,-0.320616,-3.668685,2.241757,4.317450,9.147723
11.3910,0.909949,0.480116,0.058742,0.971960,-1.296925,0.412561,-1.413372,0.202673,-0.000216,-0.002723,0.229672,0.505928,0.714015,-0.313046,-3.623886,2.142755,4.274625,9.260655
11.4010,0.911977,0.480114,0.058712,0.974230,-1.291820,0.419693,-1.416461,0.202888,-0.000213,-0.003297,0.224745,0.514295,0.712592,-0.305458,-3.576773,2.046701,4.229009,9.371473
11.4110,0.914007,0.480112,0.058676,0.976449,-1.286631,0.426810,-1.419474,0.203076,-0.000215,-0.003790,0.219668,0.522599,0.710953,-0.297856,-3.527313,1.953477,4.180636,9.480296
11.4210,0.916038,0.480110,0.058636,0.978618,-1.281360,0.433910,-1.422410,0.203240,-0.000223,-0.004209,0.214456,0.530854,0.709120,-0.290243,-3.475474,1.862986,4.129532,9.587223
11.4310,0.918071,0.480107,0.058592,0.980733,-1.276006,0.440990,-1.425271,0.203383,-0.000235,-0.004565,0.209117,0.539077,0.707114,-0.282623,-3.421225,1.775145,4.075717,9.692331
11.4410,0.920106,0.480105,0.058544,0.982794,-1.270570,0.448049,-1.428055,0.203508,-0.000250,-0.004863,0.203662,0.547281,0.704952,-0.274998,-3.364539,1.689888,4.019204,9.795682
11.4510,0.922142,0.480102,0.058494,0.984800,-1.265052,0.455086,-1.430763,0.203616,-0.000267,-0.005111,0.198098,0.555476,0.702650,-0.267370,-3.305389,1.607161,3.960004,9.897322
11.4610,0.924178,0.480100,0.058442,0.986750,-1.259452,0.462100,-1.433395,0.203711,-0.000286,-0.005315,0.192434,0.563674,0.700223,-0.259740,-3.243753,1.526917,3.898126,9.997290
11.4710,0.926216,0.480097,0.058388,0.988643,-1.253770,0.469088,-1.435950,0.203793,-0.000305,-0.005480,0.186676,0.571885,0.697682,-0.252110,-3.179609,1.449123,3.833575,10.095612
11.4810,0.928254,0.480093,0.058333,0.990478,-1.248006,0.476050,-1.438430,0.203865,-0.000326,-0.005612,0.180830,0.580118,0.695038,-0.244481,-3.112940,1.373749,3.766356,10.192307
11.4910,0.930293,0.480090,0.058276,0.992253,-1.242160,0.482986,-1.440832,0.203927,-0.000346,-0.005714,0.174900,0.588379,0.692300,-0.236855,-3.043728,1.300774,3.696473,10.287388
11.5010,0.932333,0.480086,0.058218,0.993969,-1.236230,0.489893,-1.443159,0.203980,-0.000367,-0.005791,0.168890,0.596675,0.689477,-0.229232,-2.971961,1.230182,3.623928,10.380861
11.5110,0.934373,0.480083,0.058160,0.995625,-1.230218,0.496772,-1.445409,0.204026,-0.000387,-0.005845,0.162806,0.605014,0.686577,-0.221615,-2.897627,1.161961,3.548725,10.472730
11.5210,0.936413,0.480079,0.058101,0.997219,-1.224122,0.503622,-1.447584,0.204065,-0.000407,-0.005881,0.156649,0.613401,0.683604,-0.214003,-2.820714,1.096104,3.470865,10.562992
11.5310,0.938454,0.480075,0.058042,0.998751,-1.217941,0.510441,-1.449682,0.204098,-0.000426,-0.005899,0.150422,0.621840,0.680566,-0.206399,-2.741216,1.032604,3.390353,10.651643
11.5410,0.940495,0.480070,0.057983,1.000221,-1.211676,0.517230,-1.451704,0.204125,-0.000444,-0.005903,0.144128,0.630337,0.677465,-0.198803,-2.659125,0.971463,3.307189,10.738677
11.5510,0.942537,0.480066,0.057924,1.001627,-1.205326,0.523987,-1.453650,0.204148,-0.000462,-0.005894,0.137767,0.638896,0.674309,-0.191216,-2.574894,0.912372,3.221834,10.824282
11.5610,0.944578,0.480061,0.057866,1.002970,-1.198889,0.530713,-1.455521,0.204167,-0.000479,-0.005882,0.131352,0.647511,0.671123,-0.183647,-2.492811,0.852455,3.138580,10.910346
11.5710,0.946620,0.480056,0.057807,1.004248,-1.192367,0.537406,-1.457316,0.204182,-0.000497,-0.005869,0.124887,0.656198,0.667903,-0.176094,-2.408140,0.794871,3.052691,10.994826
11.5810,0.948662,0.480051,0.057748,1.005461,-1.185756,0.544067,-1.459035,0.204194,-0.000514,-0.005854,0.118368,0.664960,0.664645,-0.168555,-2.320875,0.739628,2.964171,11.077702
11.5910,0.950704,0.480046,0.057690,1.006608,-1.179058,0.550696,-1.460679,0.204203,-0.000530,-0.005834,0.111791,0.673802,0.661347,-0.161030,-2.231014,0.686735,2.873021,11.158956
11.6010,0.952746,0.480040,0.057632,1.007690,-1.172271,0.557291,-1.462248,0.204209,-0.000546,-0.005809,0.105155,0.682727,0.658008,-0.153518,-2.138552,0.636203,2.779245,11.238568
11.6110,0.954788,0.480035,0.057574,1.008705,-1.165395,0.563852,-1.463742,0.204212,-0.000562,-0.005779,0.098457,0.691739,0.654628,-0.146019,-2.043488,0.588042,2.682844,11.316517
11.6210,0.956830,0.480029,0.057516,1.009652,-1.158427,0.570380,-1.465161,0.204213,-0.000577,-0.005742,0.091695,0.700843,0.651206,-0.138533,-1.945821,0.542264,2.583821,11.392783
11.6310,0.958872,0.480023,0.057459,1.010532,-1.151368,0.576873,-1.466506,0.204211,-0.000591,-0.005700,0.084869,0.710042,0.647742,-0.131060,-1.845552,0.498882,2.482180,11.467346
11.6410,0.960914,0.480017,0.057402,1.011342,-1.144217,0.583331,-1.467775,0.204207,-0.000605,-0.005651,0.077976,0.719339,0.644236,-0.123600,-1.742681,0.457908,2.377923,11.540186
11.6510,0.962933,0.480014,0.057313,1.013066,-1.139589,0.589644,-1.468855,0.198300,0.000223,-0.012778,0.299721,0.079605,0.621205,-0.099509,0.877750,-0.161971,0.656290,13.350407
11.6610,0.964872,0.480025,0.057148,1.017312,-1.142658,0.595746,-1.469773,0.190378,0.001763,-0.019308,0.514144,-0.578081,0.600522,-0.084498,0.888320,-0.159953,0.587167,13.264103
11.6710,0.966735,0.480051,0.056928,1.023300,-1.150923,0.601624,-1.470519,0.183043,0.003349,-0.023886,0.659771,-1.003700,0.577201,-0.066366,0.880379,-0.169273,0.540768,13.178187
11.6810,0.968527,0.480093,0.056672,1.030473,-1.162647,0.607265,-1.471085,0.176203,0.004735,-0.026883,0.758233,-1.295378,0.553460,-0.049011,0.856651,-0.185570,0.513645,13.097586
11.6910,0.970254,0.480146,0.056392,1.038425,-1.176822,0.612672,-1.471490,0.169802,0.005821,-0.028728,0.820705,-1.508533,0.530477,-0.033900,0.820939,-0.205976,0.501479,13.024702
11.7010,0.971918,0.480209,0.056098,1.046833,-1.192850,0.617857,-1.471759,0.163801,0.006585,-0.029847,0.852984,-1.674357,0.508957,-0.021461,0.776927,-0.228518,0.500036,12.960309
11.7110,0.973525,0.480278,0.055795,1.055413,-1.210361,0.622837,-1.471917,0.158176,0.007039,-0.030622,0.858262,-1.810377,0.489348,-0.011666,0.727800,-0.251793,0.505538,12.904245
