time,q_x,q_z,q_pitch,q_lh,q_lk,q_rh,q_rk,v_x,v_z,v_pitch,v_lh,v_lk,v_rh,v_rk,tau_lh,tau_lk,tau_rh,tau_rk
5.4310,-0.000265,0.480128,0.002333,0.951148,-1.406110,0.428707,-1.395871,-0.000007,0.000003,0.000063,0.001880,0.001712,-0.004060,0.001984,-1.991700,5.631621,2.014370,6.142278
5.4410,-0.000265,0.480128,0.002334,0.951167,-1.406093,0.428666,-1.395852,-0.000007,0.000003,0.000063,0.001880,0.001713,-0.004061,0.001984,-1.991886,5.631387,2.014562,6.142382
5.4510,-0.000265,0.480128,0.002334,0.951186,-1.406076,0.428626,-1.395832,-0.000007,0.000003,0.000063,0.001880,0.001713,-0.004062,0.001985,-1.992072,5.631153,2.014754,6.142486
5.4610,-0.000265,0.480128,0.002335,0.951205,-1.406059,0.428585,-1.395812,-0.000007,0.000003,0.000063,0.001880,0.001713,-0.004063,0.001985,-1.992258,5.630920,2.014946,6.142591
5.4710,-0.000265,0.480128,0.002336,0.951224,-1.406042,0.428544,-1.395792,-0.000007,0.000003,0.000063,0.001880,0.001714,-0.004063,0.001986,-1.992444,5.630686,2.015138,6.142695
5.4810,-0.000265,0.480128,0.002336,0.951242,-1.406025,0.428504,-1.395772,-0.000007,0.000003,0.000063,0.001880,0.001714,-0.004064,0.001986,-1.992630,5.630452,2.015330,6.142799
5.4910,-0.000265,0.480128,0.002337,0.951261,-1.406008,0.428463,-1.395752,-0.000007,0.000003,0.000063,0.001880,0.001715,-0.004065,0.001987,-1.992816,5.630218,2.015522,6.142903
5.5010,-0.000265,0.480128,0.002338,0.951280,-1.405990,0.428422,-1.395732,-0.000007,0.000003,0.000063,0.001881,0.001715,-0.004065,0.001988,-1.993002,5.629985,2.015715,6.143007
5.5110,-0.000265,0.480128,0.002338,0.951299,-1.405973,0.428382,-1.395713,-0.000007,0.000003,0.000063,0.001881,0.001716,-0.004066,0.001988,-1.993188,5.629751,2.015907,6.143111
5.5210,-0.000265,0.480128,0.002339,0.951318,-1.405956,0.428341,-1.395693,-0.000007,0.000003,0.000063,0.001881,0.001716,-0.004067,0.001989,-1.993374,5.629517,2.016099,6.143215
5.5310,-0.000265,0.480128,0.002339,0.951336,-1.405939,0.428300,-1.395673,-0.000007,0.000003,0.000063,0.001881,0.001717,-0.004068,0.001989,-1.993560,5.629283,2.016291,6.143319
5.5410,-0.000265,0.480128,0.002340,0.951355,-1.405922,0.428260,-1.395653,-0.000007,0.000003,0.000063,0.001881,0.001717,-0.004068,0.001990,-1.993747,5.629049,2.016484,6.143423
5.5510,-0.000266,0.480128,0.002341,0.951374,-1.405905,0.428219,-1.395633,-0.000007,0.000003,0.000063,0.001881,0.001718,-0.004069,0.001990,-1.993933,5.628816,2.016676,6.143527
5.5610,-0.000266,0.480128,0.002341,0.951393,-1.405887,0.428178,-1.395613,-0.000007,0.000003,0.000063,0.001881,0.001718,-0.004070,0.001991,-1.994119,5.628582,2.016868,6.143631
5.5710,-0.000266,0.480128,0.002342,0.951412,-1.405870,0.428138,-1.395593,-0.000007,0.000003,0.000063,0.001881,0.001718,-0.004070,0.001991,-1.994305,5.628348,2.017061,6.143735
5.5810,-0.000266,0.480128,0.002343,0.951431,-1.405853,0.428097,-1.395573,-0.000007,0.000003,0.000063,0.001881,0.001719,-0.004071,0.001992,-1.994492,5.628114,2.017253,6.143839
5.5910,-0.000266,0.480128,0.002343,0.951449,-1.405836,0.428056,-1.395553,-0.000007,0.000003,0.000063,0.001882,0.001719,-0.004072,0.001992,-1.994678,5.627880,2.017446,6.143942
5.6010,-0.000266,0.480128,0.002344,0.951468,-1.405819,0.428016,-1.395533,-0.000007,0.000003,0.000063,0.001882,0.001720,-0.004072,0.001993,-1.994864,5.627646,2.017638,6.144046
5.6110,-0.000266,0.480128,0.002345,0.951487,-1.405801,0.427975,-1.395513,-0.000007,0.000003,0.000063,0.001882,0.001720,-0.004073,0.001994,-1.995051,5.627412,2.017831,6.144150
5.6210,-0.000266,0.480128,0.002345,0.951506,-1.405784,0.427934,-1.395494,-0.000007,0.000003,0.000063,0.001882,0.001721,-0.004074,0.001994,-1.995237,5.627178,2.018023,6.144254
5.6310,-0.000266,0.480128,0.002346,0.951525,-1.405767,0.427893,-1.395474,-0.000007,0.000003,0.000063,0.001882,0.001721,-0.004075,0.001995,-1.995423,5.626944,2.018216,6.144358
5.6410,-0.000266,0.480128,0.002346,0.951543,-1.405750,0.427853,-1.395454,-0.000007,0.000003,0.000063,0.001882,0.001722,-0.004075,0.001995,-1.995610,5.626710,2.018408,6.144462
5.6510,-0.000266,0.480128,0.002347,0.951562,-1.405733,0.427812,-1.395434,-0.000007,0.000003,0.000063,0.001882,0.001722,-0.004076,0.001996,-1.995796,5.626476,2.018601,6.144566
5.6610,-0.000266,0.480128,0.002348,0.951581,-1.405715,0.427771,-1.395414,-0.000007,0.000003,0.000063,0.001882,0.001723,-0.004077,0.001996,-1.995983,5.626241,2.018794,6.144670
5.6710,-0.000266,0.480128,0.002348,0.951600,-1.405698,0.427730,-1.395394,-0.000007,0.000003,0.000063,0.001883,0.001723,-0.004077,0.001997,-1.996170,5.626007,2.018986,6.144773
5.6810,-0.000266,0.480129,0.002349,0.951619,-1.405681,0.427689,-1.395374,-0.000007,0.000003,0.000063,0.001883,0.001723,-0.004078,0.001997,-1.996356,5.625773,2.019179,6.144877
5.6910,-0.000267,0.480129,0.002350,0.951638,-1.405664,0.427649,-1.395354,-0.000007,0.000003,0.000063,0.001883,0.001724,-0.004079,0.001998,-1.996543,5.625539,2.019372,6.144981
5.7010,-0.000267,0.480129,0.002350,0.951656,-1.405646,0.427608,-1.395334,-0.000007,0.000003,0.000063,0.001883,0.001724,-0.004080,0.001999,-1.996729,5.625305,2.019564,6.145085
5.7110,-0.000267,0.480129,0.002351,0.951675,-1.405629,0.427567,-1.395314,-0.000007,0.000003,0.000063,0.001883,0.001725,-0.004080,0.001999,-1.996916,5.625070,2.019757,6.145189
5.7210,-0.000267,0.480129,0.002351,0.951694,-1.405612,0.427526,-1.395294,-0.000007,0.000003,0.000063,0.001883,0.001725,-0.004081,0.002000,-1.997103,5.624836,2.019950,6.145292
5.7310,-0.000267,0.480129,0.002352,0.951713,-1.405595,0.427486,-1.395274,-0.000007,0.000003,0.000063,0.001883,0.001726,-0.004082,0.002000,-1.997289,5.624602,2.020143,6.145396
5.7410,-0.000267,0.480129,0.002353,0.951732,-1.405577,0.427445,-1.395254,-0.000007,0.000003,0.000063,0.001883,0.001726,-0.004082,0.002001,-1.997476,5.624368,2.020336,6.145500
5.7510,-0.000267,0.480129,0.002353,0.951751,-1.405560,0.427404,-1.395234,-0.000007,0.000003,0.000063,0.001883,0.001727,-0.004083,0.002001,-1.997663,5.624133,2.020529,6.145604
5.7610,-0.000267,0.480129,0.002354,0.951769,-1.405543,0.427363,-1.395214,-0.000007,0.000003,0.000063,0.001884,0.001727,-0.004084,0.002002,-1.997850,5.623899,2.020722,6.145707
5.7710,-0.000267,0.480129,0.002355,0.951788,-1.405526,0.427322,-1.395194,-0.000007,0.000003,0.000063,0.001884,0.001728,-0.004084,0.002002,-1.998037,5.623665,2.020915,6.145811
5.7810,-0.000267,0.480129,0.002355,0.951807,-1.405508,0.427281,-1.395174,-0.000007,0.000003,0.000063,0.001884,0.001728,-0.004085,0.002003,-1.998223,5.623430,2.021108,6.145915
5.7910,-0.000267,0.480129,0.002356,0.951826,-1.405491,0.427240,-1.395154,-0.000007,0.000003,0.000063,0.001884,0.001728,-0.004086,0.002003,-1.998410,5.623196,2.021301,6.146018
5.8010,-0.000267,0.480129,0.002357,0.951845,-1.405474,0.427200,-1.395134,-0.000007,0.000003,0.000063,0.001884,0.001729,-0.004087,0.002004,-1.998597,5.622961,2.021494,6.146122
5.8110,-0.000267,0.480129,0.002357,0.951864,-1.405456,0.427159,-1.395114,-0.000007,0.000003,0.000063,0.001884,0.001729,-0.004087,0.002005,-1.998784,5.622727,2.021687,6.146226
5.8210,-0.000267,0.480129,0.002358,0.951882,-1.405439,0.427118,-1.395094,-0.000007,0.000003,0.000063,0.001884,0.001730,-0.004088,0.002005,-1.998971,5.622492,2.021880,6.146329
5.8310,-0.000268,0.480129,0.002358,0.951901,-1.405422,0.427077,-1.395074,-0.000007,0.000003,0.000064,0.001884,0.001730,-0.004089,0.002006,-1.999158,5.622258,2.022073,6.146433
5.8410,-0.000268,0.480129,0.002359,0.951920,-1.405405,0.427036,-1.395053,-0.000007,0.000003,0.000064,0.001885,0.001731,-0.004089,0.002006,-1.999345,5.622023,2.022267,6.146537
5.8510,-0.000268,0.480129,0.002360,0.951939,-1.405387,0.426995,-1.395033,-0.000007,0.000003,0.000064,0.001885,0.001731,-0.004090,0.002007,-1.999532,5.621789,2.022460,6.146640
5.8610,-0.000268,0.480129,0.002360,0.951958,-1.405370,0.426954,-1.395013,-0.000007,0.000003,0.000064,0.001885,0.001732,-0.004091,0.002007,-1.999719,5.621554,2.022653,6.146744
5.8710,-0.000268,0.480129,0.002361,0.951977,-1.405353,0.426913,-1.394993,-0.000007,0.000003,0.000064,0.001885,0.001732,-0.004092,0.002008,-1.999906,5.621320,2.022846,6.146847
5.8810,-0.000268,0.480129,0.002362,0.951995,-1.405335,0.426872,-1.394973,-0.000007,0.000003,0.000064,0.001885,0.001733,-0.004092,0.002008,-2.000094,5.621085,2.023040,6.146951
5.8910,-0.000268,0.480129,0.002362,0.952014,-1.405318,0.426832,-1.394953,-0.000007,0.000003,0.000064,0.001885,0.001733,-0.004093,0.002009,-2.000281,5.620850,2.023233,6.147054
5.9010,-0.000268,0.480129,0.002363,0.952033,-1.405301,0.426791,-1.394933,-0.000007,0.000003,0.000064,0.001885,0.001733,-0.004094,0.002010,-2.000468,5.620616,2.023426,6.147158
5.9110,-0.000268,0.480129,0.002364,0.952052,-1.405283,0.426750,-1.394913,-0.000007,0.000003,0.000064,0.001885,0.001734,-0.004094,0.002010,-2.000655,5.620381,2.023620,6.147262
5.9210,-0.000268,0.480129,0.002364,0.952071,-1.405266,0.426709,-1.394893,-0.000007,0.000003,0.000064,0.001885,0.001734,-0.004095,0.002011,-2.000842,5.620146,2.023813,6.147365
5.9310,-0.000268,0.480129,0.002365,0.952090,-1.405249,0.426668,-1.394873,-0.000007,0.000003,0.000064,0.001886,0.001735,-0.004096,0.002011,-2.001030,5.619912,2.024007,6.147469
5.9410,-0.000268,0.480129,0.002365,0.952109,-1.405231,0.426627,-1.394853,-0.000007,0.000003,0.000064,0.001886,0.001735,-0.004097,0.002012,-2.001217,5.619677,2.024200,6.147572
5.9510,-0.000268,0.480129,0.002366,0.952127,-1.405214,0.426586,-1.394832,-0.000007,0.000003,0.000064,0.001886,0.001736,-0.004097,0.002012,-2.001404,5.619442,2.024394,6.147676
5.9610,-0.000268,0.480129,0.002367,0.952146,-1.405197,0.426545,-1.394812,-0.000007,0.000003,0.000064,0.001886,0.001736,-0.004098,0.002013,-2.001592,5.619207,2.024587,6.147779
5.9710,-0.000269,0.480129,0.002367,0.952165,-1.405179,0.426504,-1.394792,-0.000007,0.000003,0.000064,0.001886,0.001737,-0.004099,0.002013,-2.001779,5.618973,2.024781,6.147883
5.9810,-0.000269,0.480129,0.002368,0.952184,-1.405162,0.426463,-1.394772,-0.000007,0.000003,0.000064,0.001886,0.001737,-0.004099,0.002014,-2.001967,5.618738,2.024975,6.147986
5.9910,-0.000269,0.480130,0.002369,0.952203,-1.405144,0.426422,-1.394752,-0.000007,0.000003,0.000064,0.001886,0.001738,-0.004100,0.002015,-2.002154,5.618503,2.025168,6.148089
6.0010,-0.000267,0.480130,0.002386,0.952184,-1.405087,0.426379,-1.394764,0.001601,0.000453,0.016759,-0.036159,0.041862,-0.005949,-0.029835,-2.637978,11.582266,0.104115,-0.231528
6.0110,-0.000163,0.480153,0.003360,0.951006,-1.404706,0.425426,-1.394988,0.017718,0.003432,0.155852,-0.175787,0.037439,-0.154661,-0.021908,-2.388482,11.486263,0.101974,-0.230026
6.0210,0.000104,0.480194,0.005474,0.948730,-1.404300,0.423436,-1.395287,0.034026,0.004487,0.251204,-0.262795,0.043973,-0.225359,-0.038564,-2.188144,11.421052,0.104077,-0.227115
6.0310,0.000535,0.480238,0.008353,0.945828,-1.403808,0.421064,-1.395792,0.050516,0.004132,0.313734,-0.306966,0.053652,-0.239798,-0.059563,-2.033220,11.373947,0.114537,-0.220765
6.0410,0.001131,0.480272,0.011719,0.942673,-1.403217,0.418748,-1.396518,0.067162,0.002731,0.352205,-0.318292,0.063603,-0.221756,-0.084837,-1.874002,11.366355,0.090093,-0.228521
6.0510,0.001895,0.480289,0.015367,0.939546,-1.402527,0.416738,-1.397508,0.083983,0.000595,0.372816,-0.304901,0.073333,-0.180973,-0.110198,-1.763177,11.358966,0.088241,-0.228938
6.0610,0.002824,0.480283,0.019131,0.936664,-1.401746,0.414738,-1.396485,0.099747,-0.001746,0.378730,-0.274224,0.079905,-0.186291,-0.101638,-2.106131,10.384837,0.766437,0.873023
6.0710,0.003900,0.480257,0.022867,0.934139,-1.400879,0.413276,-1.397688,0.113733,-0.003220,0.367272,-0.232532,0.093160,-0.111843,-0.135548,-4.127036,8.411681,3.084187,2.567568
6.0810,0.005106,0.480219,0.026436,0.932079,-1.399848,0.412542,-1.399183,0.125959,-0.004140,0.347733,-0.184317,0.111868,-0.040887,-0.161574,-4.055802,7.791507,3.264047,3.344396
6.0910,0.006425,0.480175,0.029789,0.930495,-1.398614,0.412524,-1.400930,0.136548,-0.004518,0.324775,-0.137556,0.133001,0.029744,-0.184600,-3.958002,7.253921,3.380426,4.012671
6.1010,0.007842,0.480130,0.032902,0.929366,-1.397162,0.413194,-1.402880,0.145716,-0.004512,0.300057,-0.093144,0.155267,0.096797,-0.202888,-3.870418,6.768113,3.475548,4.601261
6.1110,0.009344,0.480086,0.035763,0.928666,-1.395485,0.414511,-1.404990,0.153652,-0.004243,0.274746,-0.051617,0.177849,0.159472,-0.217024,-3.792168,6.327318,3.553120,5.122305
6.1210,0.010919,0.480046,0.038372,0.928363,-1.393583,0.416428,-1.407221,0.160522,-0.003808,0.249674,-0.013288,0.200197,0.217375,-0.227654,-3.721238,5.926427,3.615052,5.585643
6.1310,0.012558,0.480011,0.040735,0.928425,-1.391461,0.418897,-1.409542,0.166469,-0.003278,0.225417,0.021698,0.221936,0.270373,-0.235375,-3.656076,5.560862,3.663149,5.999709
6.1410,0.014251,0.479981,0.042861,0.928819,-1.389126,0.421870,-1.411927,0.171617,-0.002708,0.202359,0.053325,0.242823,0.318509,-0.240699,-3.595445,5.226546,3.699047,6.371718
6.1510,0.015993,0.479957,0.044764,0.929511,-1.386588,0.425297,-1.414354,0.176073,-0.002135,0.180739,0.081668,0.262708,0.361936,-0.244057,-3.538336,4.919863,3.724191,6.707827
6.1610,0.017775,0.479939,0.046460,0.930469,-1.383856,0.429134,-1.416805,0.179930,-0.001587,0.160690,0.106861,0.281514,0.400885,-0.245803,-3.483911,4.637609,3.739842,7.013285
6.1710,0.019593,0.479926,0.047964,0.931662,-1.380943,0.433338,-1.419267,0.183270,-0.001083,0.142262,0.129079,0.299218,0.435631,-0.246227,-3.431462,4.376957,3.747082,7.292560
6.1810,0.021442,0.479918,0.049293,0.933062,-1.377858,0.437867,-1.421726,0.186162,-0.000632,0.125450,0.148518,0.315834,0.466474,-0.245565,-3.380380,4.135416,3.746830,7.549448
6.1910,0.023318,0.479913,0.050463,0.934642,-1.374614,0.442684,-1.424174,0.188666,-0.000241,0.110209,0.165388,0.331403,0.493722,-0.244009,-3.330126,3.910801,3.739852,7.787167
6.2010,0.025217,0.479913,0.051488,0.936377,-1.371219,0.447756,-1.426602,0.190835,0.000089,0.096467,0.179897,0.345985,0.517682,-0.241712,-3.280211,3.701208,3.726767,8.008435
6.2110,0.027135,0.479915,0.052384,0.938246,-1.367683,0.453050,-1.429004,0.192714,0.000360,0.084134,0.192250,0.359652,0.538652,-0.238799,-3.230260,3.504933,3.708148,8.215577
6.2210,0.029072,0.479920,0.053163,0.940227,-1.364015,0.458539,-1.431373,0.194341,0.000575,0.073113,0.202645,0.372483,0.556915,-0.235369,-3.179909,3.320506,3.684436,8.410544
6.2310,0.031023,0.479927,0.053839,0.942302,-1.360223,0.464197,-1.433706,0.195752,0.000738,0.063299,0.211267,0.384558,0.572739,-0.231501,-3.128837,3.146645,3.655997,8.594983
6.2410,0.032987,0.479935,0.054424,0.944455,-1.356315,0.470002,-1.435998,0.196975,0.000854,0.054588,0.218289,0.395958,0.586371,-0.227259,-3.076753,2.982237,3.623125,8.770281
6.2510,0.034963,0.479944,0.054926,0.946669,-1.352295,0.475931,-1.438246,0.198036,0.000929,0.046879,0.223873,0.406760,0.598039,-0.222695,-3.023400,2.826315,3.586059,8.937604
6.2610,0.036949,0.479953,0.055357,0.948933,-1.348171,0.481967,-1.440446,0.198955,0.000970,0.040076,0.228165,0.417045,0.607941,-0.217846,-2.965391,2.680051,3.541838,9.096610
6.2710,0.038943,0.479963,0.055724,0.951233,-1.343946,0.488094,-1.442597,0.199752,0.000981,0.034103,0.231279,0.426887,0.616234,-0.212732,-2.899355,2.544769,3.487464,9.246722
6.2810,0.040944,0.479973,0.056036,0.953557,-1.339624,0.494295,-1.444695,0.200443,0.000969,0.028870,0.233335,0.436342,0.623109,-0.207390,-2.831577,2.415744,3.429529,9.391311
6.2910,0.042952,0.479982,0.056299,0.955898,-1.335211,0.500558,-1.446738,0.201042,0.000937,0.024294,0.234450,0.445468,0.628730,-0.201847,-2.761924,2.292421,3.368160,9.530971
6.3010,0.044965,0.479992,0.056519,0.958244,-1.330707,0.506871,-1.448725,0.201561,0.000890,0.020297,0.234731,0.454315,0.633245,-0.196124,-2.690271,2.174327,3.303453,9.666197
6.3110,0.046983,0.480000,0.056703,0.960590,-1.326116,0.513223,-1.450654,0.202011,0.000831,0.016812,0.234270,0.462930,0.636782,-0.190240,-2.616502,2.061059,3.235480,9.797400
6.3210,0.049006,0.480008,0.056854,0.962927,-1.321441,0.519607,-1.452524,0.202401,0.000762,0.013776,0.233151,0.471356,0.639456,-0.184210,-2.540505,1.952276,3.164290,9.924922
6.3310,0.051032,0.480015,0.056977,0.965249,-1.316681,0.526012,-1.454332,0.202739,0.000688,0.011135,0.231447,0.479629,0.641368,-0.178049,-2.462180,1.847693,3.089921,10.049042
6.3410,0.053061,0.480022,0.057075,0.967552,-1.311840,0.532433,-1.456078,0.203033,0.000610,0.008841,0.229222,0.487781,0.642609,-0.171768,-2.381429,1.747068,3.012395,10.169991
6.3510,0.055092,0.480027,0.057153,0.969830,-1.306918,0.538863,-1.457761,0.203288,0.000530,0.006850,0.226534,0.495841,0.643255,-0.165378,-2.298167,1.650200,2.931725,10.287957
6.3610,0.057127,0.480032,0.057211,0.972078,-1.301916,0.545297,-1.459379,0.203508,0.000450,0.005123,0.223432,0.503834,0.643377,-0.158888,-2.212312,1.556921,2.847918,10.403093
6.3710,0.059163,0.480036,0.057254,0.974294,-1.296833,0.551729,-1.460932,0.203700,0.000370,0.003628,0.219963,0.511780,0.643036,-0.152308,-2.123789,1.467094,2.760974,10.515523
6.3810,0.061201,0.480040,0.057283,0.976473,-1.291672,0.558156,-1.462418,0.203866,0.000293,0.002334,0.216164,0.519698,0.642284,-0.145645,-2.032533,1.380605,2.670889,10.625346
6.3910,0.063240,0.480042,0.057300,0.978612,-1.286432,0.564573,-1.463838,0.204010,0.000218,0.001217,0.212070,0.527604,0.641169,-0.138907,-1.938483,1.297361,2.577659,10.732642
6.4010,0.065281,0.480044,0.057307,0.980709,-1.281112,0.570977,-1.465189,0.204134,0.000147,0.000252,0.207712,0.535511,0.639731,-0.132102,-1.841576,1.217293,2.481268,10.837468
6.4110,0.067273,0.480051,0.057247,0.984023,-1.279673,0.577160,-1.466277,0.195236,0.001211,-0.009815,0.408379,-0.156235,0.610818,-0.105406,0.725732,-0.220340,0.855412,13.312524
6.4210,0.069179,0.480070,0.057111,0.988817,-1.284069,0.583154,-1.467257,0.186861,0.002472,-0.016498,0.530174,-0.643207,0.589563,-0.091258,0.737086,-0.220021,0.787591,13.235336
6.4310,0.071004,0.480102,0.056917,0.994592,-1.292447,0.588923,-1.468081,0.178996,0.003675,-0.021526,0.610905,-0.979358,0.566410,-0.075054,0.733728,-0.226467,0.737485,13.159317
6.4410,0.072753,0.480144,0.056680,1.000995,-1.303626,0.594459,-1.468746,0.171585,0.004676,-0.025243,0.660222,-1.219789,0.543181,-0.059818,0.717644,-0.237221,0.702842,13.088100
6.4510,0.074430,0.480195,0.056412,1.007744,-1.316846,0.599766,-1.469270,0.164585,0.005418,-0.027985,0.683166,-1.398022,0.520785,-0.046652,0.691522,-0.250531,0.680683,13.023521
6.4610,0.076039,0.480252,0.056121,1.014590,-1.331605,0.604857,-1.469675,0.157965,0.005892,-0.030077,0.682417,-1.534495,0.499737,-0.035849,0.658050,-0.265123,0.667950,12.966254
6.4710,0.077584,0.480312,0.055810,1.021306,-1.347560,0.609746,-1.469985,0.151702,0.006114,-0.031810,0.659552,-1.641712,0.480351,-0.027361,0.619630,-0.280052,0.661818,12.916269
6.4810,0.079068,0.480374,0.055483,1.027678,-1.364463,0.614452,-1.470222,0.145774,0.006112,-0.033432,0.615719,-1.727337,0.462816,-0.020988,0.578280,-0.294624,0.659836,12.873149
6.4910,0.080495,0.480434,0.055139,1.033500,-1.382127,0.618993,-1.470405,0.140166,0.005920,-0.035136,0.551967,-1.796032,0.447225,-0.016474,0.535606,-0.308334,0.659981,12.836282
6.5010,0.081867,0.480491,0.054778,1.038581,-1.400398,0.623388,-1.470553,0.134862,0.005572,-0.037061,0.469398,-1.850574,0.433592,-0.013547,0.492828,-0.320824,0.660666,12.804990
6.5110,0.083188,0.480544,0.054395,1.042738,-1.419145,0.627658,-1.470679,0.129848,0.005100,-0.039296,0.369205,-1.892533,0.421869,-0.011947,0.450820,-0.331855,0.660706,12.778604
6.5210,0.084460,0.480592,0.053988,1.045802,-1.438246,0.631821,-1.470794,0.125112,0.004533,-0.041884,0.252678,-1.922689,0.411959,-0.011430,0.410157,-0.341279,0.659281,12.756505
6.5310,0.085686,0.480634,0.053553,1.047617,-1.457584,0.635894,-1.470910,0.120640,0.003898,-0.044832,0.121180,-1.941311,0.403728,-0.011781,0.371178,-0.349017,0.655875,12.738147
6.5410,0.086869,0.480670,0.053087,1.048042,-1.477046,0.639893,-1.471033,0.116421,0.003214,-0.048118,-0.023873,-1.948343,0.397017,-0.012808,0.334034,-0.355045,0.650217,12.723068
6.5510,0.088011,0.480698,0.052587,1.046948,-1.496513,0.643833,-1.471169,0.112444,0.002502,-0.051700,-0.181029,-1.943530,0.391654,-0.014349,0.298746,-0.359375,0.642223,12.710885
6.5610,0.089115,0.480719,0.052049,1.044223,-1.515865,0.647725,-1.471323,0.108698,0.001775,-0.055522,-0.348806,-1.926519,0.387462,-0.016264,0.265249,-0.362047,0.631944,12.701300
6.5710,0.090182,0.480733,0.051472,1.039769,-1.534978,0.651582,-1.471497,0.105172,0.001046,-0.059522,-0.525698,-1.896929,0.384268,-0.018440,0.233433,-0.363116,0.619512,12.694082
6.5810,0.091216,0.480739,0.050854,1.033503,-1.553724,0.655411,-1.471694,0.101856,0.000325,-0.063635,-0.710162,-1.854412,0.381909,-0.020779,0.203177,-0.362650,0.605100,12.689067
6.5910,0.092217,0.480738,0.050195,1.025358,-1.571973,0.659220,-1.471916,0.098741,-0.000383,-0.067799,-0.900611,-1.798698,0.380232,-0.023204,0.174375,-0.360719,0.588886,12.686139
6.6010,0.093188,0.480731,0.049494,1.015284,-1.589591,0.663016,-1.472161,0.095818,-0.001070,-0.071955,-1.095396,-1.729629,0.379100,-0.025650,0.146954,-0.357398,0.571028,12.685219
6.6110,0.094131,0.480716,0.048752,1.003246,-1.606445,0.666803,-1.472431,0.093080,-0.001731,-0.076050,-1.292797,-1.647195,0.378390,-0.028065,0.120887,-0.352759,0.551638,12.686249
6.6210,0.095048,0.480696,0.047969,0.989227,-1.622401,0.670584,-1.472724,0.090520,-0.002364,-0.080033,-1.491013,-1.551552,0.377993,-0.030403,0.096199,-0.346873,0.530774,12.689173
6.6310,0.095940,0.480669,0.047148,0.973231,-1.637330,0.674363,-1.473041,0.088133,-0.002965,-0.083860,-1.688152,-1.443038,0.377814,-0.032627,0.072965,-0.339806,0.508430,12.693922
6.6410,0.096809,0.480636,0.046289,0.955279,-1.651106,0.678141,-1.473379,0.085915,-0.003532,-0.087490,-1.882240,-1.322189,0.377765,-0.034703,0.051309,-0.331622,0.484540,12.700394
6.6510,0.097656,0.480598,0.045395,0.935412,-1.663609,0.681918,-1.473736,0.083863,-0.004060,-0.090881,-2.071228,-1.189739,0.377769,-0.036599,0.031387,-0.322384,0.458983,12.708435
6.6610,0.098484,0.480554,0.044469,0.913693,-1.674727,0.685696,-1.474112,0.081979,-0.004548,-0.093993,-2.253017,-1.046622,0.377751,-0.038286,0.013384,-0.312149,0.431597,12.717830
6.6710,0.099295,0.480506,0.043513,0.890206,-1.684361,0.689473,-1.474503,0.080263,-0.004993,-0.096781,-2.425491,-0.893966,0.377642,-0.039733,-0.002511,-0.300976,0.402201,12.728290
6.6810,0.100089,0.480454,0.042532,0.865055,-1.692422,0.693248,-1.474907,0.078720,-0.005392,-0.099199,-2.586555,-0.733082,0.377372,-0.040913,-0.016117,-0.288921,0.370616,12.739447
6.6910,0.100868,0.480398,0.041529,0.838365,-1.698836,0.697019,-1.475321,0.077355,-0.005742,-0.101194,-2.734189,-0.565442,0.376870,-0.041798,-0.027277,-0.276045,0.336691,12.750862
6.7010,0.101635,0.480339,0.040508,0.810282,-1.703544,0.700784,-1.475742,0.076177,-0.006040,-0.102709,-2.866506,-0.392659,0.376068,-0.042361,-0.035880,-0.262413,0.300339,12.762037
6.7110,0.102391,0.480277,0.039475,0.780968,-1.706503,0.704539,-1.476167,0.075195,-0.006284,-0.103685,-2.981806,-0.216455,0.374894,-0.042575,-0.041872,-0.248097,0.261551,12.772436
6.7210,0.103139,0.480213,0.038436,0.750602,-1.707690,0.708279,-1.476593,0.074419,-0.006472,-0.104057,-3.078641,-0.038625,0.373280,-0.042421,-0.045266,-0.233181,0.220427,12.781515
6.7310,0.103880,0.480148,0.037396,0.719374,-1.707099,0.712001,-1.477014,0.073862,-0.006601,-0.103761,-3.155865,0.138994,0.371160,-0.041879,-0.046151,-0.217762,0.177190,12.788758
6.7410,0.104616,0.480082,0.036363,0.687486,-1.704741,0.715698,-1.477428,0.073533,-0.006672,-0.102737,-3.212676,0.314573,0.368476,-0.040936,-0.044694,-0.201957,0.132186,12.793717
6.7510,0.105351,0.480015,0.035345,0.655144,-1.700646,0.719365,-1.477830,0.073445,-0.006683,-0.100927,-3.248650,0.486319,0.365179,-0.039587,-0.041133,-0.185899,0.085880,12.796041
6.7610,0.106086,0.479948,0.034350,0.622558,-1.694864,0.722996,-1.478217,0.073607,-0.006638,-0.098286,-3.263752,0.652524,0.361233,-0.037831,-0.035769,-0.169741,0.038843,12.795510
6.7710,0.106824,0.479882,0.033386,0.589933,-1.687457,0.726583,-1.478584,0.074026,-0.006536,-0.094780,-3.258335,0.811592,0.356619,-0.035674,-0.028953,-0.153657,-0.008281,12.792055
6.7810,0.107568,0.479818,0.032461,0.557473,-1.678506,0.730121,-1.478927,0.074710,-0.006383,-0.090391,-3.233114,0.962066,0.351339,-0.033131,-0.021064,-0.137833,-0.054809,12.785756
6.7910,0.108320,0.479755,0.031586,0.525368,-1.668104,0.733602,-1.479242,0.075663,-0.006180,-0.085119,-3.189129,1.102653,0.345416,-0.030219,-0.012493,-0.122469,-0.100061,12.776845
